onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	cadence_subtype	phraseend	a_phraseend	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	4	0.0	81	3	A	0	2.5	0	False	4	4	1	1	1/8	True	2	1	1	0	0a	5	0	True	False					False	0	D.V{	D	I		V	V	o	6	2	V	M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V	V	I	I	False	V	V, major		V, major	V	V	V	5	5	2	2	2	3	3	A	A	D	D	major triad	0	False	True	True	True	True	1	1	1	5	True	True	True
4	4	0.5	78	6	F	1	3.0	3	True	4	4	1	1	1/8	True	2	1	1	0	0a	5	1/2	False	False					False	0	D.V{	D	I		V	V	o	6	2	V	M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V	V	I	I	False	V	V, major		V, major	V	V	V	5	5	2	2	2	3	3	A	A	D	D	major triad	0	False	True	True	True	True	4	4	4	3	False	False	False
8	4	1.0	81	3	A	0	3.5	0	False	4	4	1	1	1/8	True	2	1	1	0	0a	5	1	False	False					False	0	D.V{	D	I		V	V	o	6	2	V	M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V	V	I	I	False	V	V, major		V, major	V	V	V	5	5	2	2	2	3	3	A	A	D	D	major triad	0	False	True	True	True	True	1	1	1	5	True	True	True
12	4	1.5	76	4	E	0	4.0	4	True	4	4	1	1	1/8	True	2	1	1	0	0a	5	3/2	False	False					False	0	D.V{	D	I		V	V	o	6	2	V	M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V	V	I	I	False	V	V, major		V, major	V	V	V	5	5	2	2	2	3	3	A	A	D	D	major triad	0	False	True	True	True	True	2	2	2	2	True	False	False
16	4	2.0	81	3	A	0	4.5	0	False	4	4	1	1	1/8	True	2	1	1	0	0a	5	2	False	False					False	0	D.V{	D	I		V	V	o	6	2	V	M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V	V	I	I	False	V	V, major		V, major	V	V	V	5	5	2	2	2	3	3	A	A	D	D	major triad	0	False	True	True	True	True	1	1	1	5	True	True	True
20	4	2.5	74	2	D	0	1.0	1	True	4	4	1	1	1/8	True	2	2	2	1	1a	5	5/2	False	False					False	0	D.V{	D	I		V	V	o	6	2	V	M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V	V	I	I	False	V	V, major		V, major	V	V	V	5	5	2	2	2	3	3	A	A	D	D	major triad	0	False	True	True	True	True	0	0	0	1	False	False	False
24	4	3.0	81	3	A	0	1.5	0	False	4	4	1	1	1/8	True	2	2	2	1	1a	5	3	False	False					False	0	D.V{	D	I		V	V	o	6	2	V	M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V	V	I	I	False	V	V, major		V, major	V	V	V	5	5	2	2	2	3	3	A	A	D	D	major triad	0	False	True	True	True	True	1	1	1	5	True	True	True
28	4	3.5	73	7	C	1	2.0	2	True	4	4	1	1	1/8	True	2	2	2	1	1a	5	7/2	False	False					False	0	D.V{	D	I		V	V	o	6	2	V	M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V	V	I	I	False	V	V, major		V, major	V	V	V	5	5	2	2	2	3	3	A	A	D	D	major triad	0	False	True	True	True	True	5	5	5	7	True	False	False
32	4	4.0	81	3	A	0	2.5	0	False	4	4	1	1	1/8	True	2	2	2	1	1a	5	4	False	False					False	0	D.V{	D	I		V	V	o	6	2	V	M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V	V	I	I	False	V	V, major		V, major	V	V	V	5	5	2	2	2	3	3	A	A	D	D	major triad	0	False	True	True	True	True	1	1	1	5	True	True	True
36	4	4.5	79	1	G	0	3.0	3	True	4	4	1	1	1/8	True	2	2	2	1	1a	5	9/2	False	False					False	0	D.V{	D	I		V	V	o	6	2	V	M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V	V	I	I	False	V	V, major		V, major	V	V	V	5	5	2	2	2	3	3	A	A	D	D	major triad	0	False	True	True	True	True	-1	-1	-1	4	False	False	False
40	2	5.0	78	6	F	1	3.5	0	False	4	4	1	1	1/16	True	2	2	2	1	1a	5	5	False	False					False	0	D.V{	D	I		V	V	o	6	2	V	M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V	V	I	I	False	V	V, major		V, major	V	V	V	5	5	2	2	2	3	3	A	A	D	D	major triad	0	False	True	True	True	True	4	4	4	3	False	False	False
