onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
984	0	82.0	69	3	A	0	1.0	1	True	3	4	1	1	0	True	1	29	29	28	28a	4	82	False	True				False	62	I	e	VI	I	I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	VI	VI, minor	I		VI	VI	False	I	I, major	I	I, major		I	I	1		4	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	-1	3	3	6	False	False	False
984	12	82.0	48	0	C	0	1.0	1	True	3	4	2	1	1/4	True	1	29	29	28	28a	3	82	False	True				False	62	I	e	VI	I	I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	VI	VI, minor	I		VI	VI	False	I	I, major	I	I, major		I	I	1		4	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	-4	0	0	1	True	True	True
984	12	82.0	55	1	G	0	1.0	1	True	3	4	2	1	1/4	True	1	29	29	28	28a	3	82	False	True				False	62	I	e	VI	I	I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	VI	VI, minor	I		VI	VI	False	I	I, major	I	I, major		I	I	1		4	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	-3	1	1	5	True	False	False
984	12	82.0	64	4	E	0	1.0	1	True	3	4	1	2	1/4	True	1	29	29	28	28a	4	82	False	True				False	62	I	e	VI	I	I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	VI	VI, minor	I		VI	VI	False	I	I, major	I	I, major		I	I	1		4	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	4	4	3	True	False	False
984	24	82.0	67	1	G	0	1.0	1	True	3	4	1	1	1/2	True	1	29	29	28	28a	4	82	False	True				False	62	I	e	VI	I	I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	VI	VI, minor	I		VI	VI	False	I	I, major	I	I, major		I	I	1		4	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	-3	1	1	5	True	False	False
996	12	83.0	48	0	C	0	2.0	2	True	3	4	2	1	1/4	True	1	29	29	28	28a	3	83	False	False				False	62	I	e	VI	I	I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	VI	VI, minor	I		VI	VI	False	I	I, major	I	I, major		I	I	1		4	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	-4	0	0	1	True	True	True
996	12	83.0	55	1	G	0	2.0	2	True	3	4	2	1	1/4	True	1	29	29	28	28a	3	83	False	False				False	62	I	e	VI	I	I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	VI	VI, minor	I		VI	VI	False	I	I, major	I	I, major		I	I	1		4	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	-3	1	1	5	True	False	False
996	12	83.0	64	4	E	0	2.0	2	True	3	4	1	2	1/4	True	1	29	29	28	28a	4	83	False	False				False	62	I	e	VI	I	I	I					M	True	False	(0, 4, 1)	()	0	0	minor	major	VI	VI, minor	I		VI	VI	False	I	I, major	I	I, major		I	I	1		4	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	4	4	3	True	False	False
1008	12	84.0	48	0	C	0	3.0	3	True	3	4	2	1	1/4	True	1	29	29	28	28a	3	84	False	True				False	63	iv6]	e	VI	I	iv6	iv		6			m	True	False	(-4, 0, -1)	()	-1	-4	minor	major	VI	VI, minor	iv		VI	VI	False	iv6	iv6, major	I	iv6, major		iv	iv	4		4	0	0	-1	-4	F	Ab	C	C	minor triad	1	True	True	True	True	True	-4	0	0	1	True	False	False
1008	12	84.0	57	3	A	0	3.0	3	True	3	4	2	1	1/4	True	1	29	29	28	28a	3	84	False	True				False	63	iv6]	e	VI	I	iv6	iv		6			m	True	False	(-4, 0, -1)	()	-1	-4	minor	major	VI	VI, minor	iv		VI	VI	False	iv6	iv6, major	I	iv6, major		iv	iv	4		4	0	0	-1	-4	F	Ab	C	C	minor triad	1	True	True	True	True	True	-1	3	3	6	False	False	False
