onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
36	12	3.0	60	0	C	0	3.0	3	True	3	4	2	1	1/4	True	-2	2	2	1	1a	4	3	False	False				False	1		{	g	i		V7		V		7			Mm7	True	True	()	()	1	1	minor	minor	i	i, minor	V		i	i	True		, minor		V7, minor		V	V7	5		1	1	1	2	2	D	D	G	G	None	7	False	True	True	True	True	-1	-1	-1	4	False	False	False
36	12	3.0	62	2	D	0	3.0	3	True	3	4	2	1	1/4	True	-2	2	2	1	1a	4	3	False	False				False	1		{	g	i		V7		V		7			Mm7	True	True	()	()	1	1	minor	minor	i	i, minor	V		i	i	True		, minor		V7, minor		V	V7	5		1	1	1	2	2	D	D	G	G	None	7	False	True	True	True	True	1	1	1	5	False	True	True
36	12	3.0	66	6	F	1	3.0	3	True	3	4	1	1	1/4	True	-2	2	2	1	1a	4	3	False	False				False	1		{	g	i		V7		V		7			Mm7	True	True	()	()	1	1	minor	minor	i	i, minor	V		i	i	True		, minor		V7, minor		V	V7	5		1	1	1	2	2	D	D	G	G	None	7	False	True	True	True	True	5	5	5	#7	False	False	False
48	12	4.0	43	1	G	0	1.0	1	True	3	4	2	1	1/4	True	-2	3	3	2	2a	2	4	False	True				False	2		i[i	g	i	i	i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
48	24	4.0	67	1	G	0	1.0	1	True	3	4	1	1	1/2	True	-2	3	3	2	2a	4	4	False	True				False	2		i[i	g	i	i	i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
60	12	5.0	55	1	G	0	2.0	2	True	3	4	2	1	1/4	True	-2	3	3	2	2a	3	5	False	False				False	2		i[i	g	i	i	i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
60	12	5.0	58	-2	B	-1	2.0	2	True	3	4	2	1	1/4	True	-2	3	3	2	2a	3	5	False	False				False	2		i[i	g	i	i	i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
60	12	5.0	62	2	D	0	2.0	2	True	3	4	2	1	1/4	True	-2	3	3	2	2a	4	5	False	False				False	2		i[i	g	i	i	i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
72	12	6.0	55	1	G	0	3.0	3	True	3	4	2	1	1/4	True	-2	3	3	2	2a	3	6	False	False				False	2		i[i	g	i	i	i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
72	12	6.0	58	-2	B	-1	3.0	3	True	3	4	2	1	1/4	True	-2	3	3	2	2a	3	6	False	False				False	2		i[i	g	i	i	i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
72	12	6.0	62	2	D	0	3.0	3	True	3	4	2	1	1/4	True	-2	3	3	2	2a	4	6	False	False				False	2		i[i	g	i	i	i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
72	6	6.0	69	3	A	0	3.0	3	True	3	4	1	1	1/8	True	-2	3	3	2	2a	4	6	False	False				False	2		i[i	g	i	i	i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	2	2	2	2	False	False	False
78	6	6.5	70	-2	B	-1	3.5	0	False	3	4	1	1	1/8	True	-2	3	3	2	2a	4	13/2	False	False				False	2		i[i	g	i	i	i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
84	6	7.0	72	0	C	0	1.0	1	True	3	4	1	1	1/8	True	-2	4	4	3	3a	5	7	False	True				False	3		iv64	g	i	i	iv64		iv		64			m	True	True	(0, -1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv64	iv64, minor	i	iv64, minor		iv	iv	4		1	1	1	0	1	C	G	G	G	minor triad	2	True	True	True	True	True	-1	-1	-1	4	True	True	False
93	3	7.75	74	2	D	0	1.75	0	False	3	4	1	1	1/16	True	-2	4	4	3	3a	5	31/4	False	False				False	3		iv64	g	i	i	iv64		iv		64			m	True	True	(0, -1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv64	iv64, minor	i	iv64, minor		iv	iv	4		1	1	1	0	1	C	G	G	G	minor triad	2	True	True	True	True	True	1	1	1	5	False	False	False
96	12	8.0	55	1	G	0	2.0	2	True	3	4	2	1	1/4	True	-2	4	4	3	3a	3	8	False	False				False	3		iv64	g	i	i	iv64		iv		64			m	True	True	(0, -1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv64	iv64, minor	i	iv64, minor		iv	iv	4		1	1	1	0	1	C	G	G	G	minor triad	2	True	True	True	True	True	0	0	0	1	True	False	True
96	12	8.0	60	0	C	0	2.0	2	True	3	4	2	1	1/4	True	-2	4	4	3	3a	4	8	False	False				False	3		iv64	g	i	i	iv64		iv		64			m	True	True	(0, -1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv64	iv64, minor	i	iv64, minor		iv	iv	4		1	1	1	0	1	C	G	G	G	minor triad	2	True	True	True	True	True	-1	-1	-1	4	True	True	False
96	12	8.0	63	-3	E	-1	2.0	2	True	3	4	2	1	1/4	True	-2	4	4	3	3a	4	8	False	False				False	3		iv64	g	i	i	iv64		iv		64			m	True	True	(0, -1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv64	iv64, minor	i	iv64, minor		iv	iv	4		1	1	1	0	1	C	G	G	G	minor triad	2	True	True	True	True	True	-4	-4	-4	6	True	False	False
96	12	8.0	67	1	G	0	2.0	2	True	3	4	2	1	1/4	True	-2	4	4	3	3a	4	8	False	False				False	3		iv64	g	i	i	iv64		iv		64			m	True	True	(0, -1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv64	iv64, minor	i	iv64, minor		iv	iv	4		1	1	1	0	1	C	G	G	G	minor triad	2	True	True	True	True	True	0	0	0	1	True	False	True
96	12	8.0	75	-3	E	-1	2.0	2	True	3	4	1	1	1/4	True	-2	4	4	3	3a	5	8	False	False				False	3		iv64	g	i	i	iv64		iv		64			m	True	True	(0, -1, -4)	()	-1	0	minor	minor	i	i, minor	iv		i	i	True	iv64	iv64, minor	i	iv64, minor		iv	iv	4		1	1	1	0	1	C	G	G	G	minor triad	2	True	True	True	True	True	-4	-4	-4	6	True	False	False
108	12	9.0	55	1	G	0	3.0	3	True	3	4	2	1	1/4	True	-2	4	4	3	3a	3	9	False	True				False	4		#viio43	g	i	i	#viio43		#vii	o	43			o7	True	True	(-1, -4, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio43	#viio43, minor	i	#viio43, minor		#vii	viio7	#7		1	1	1	6	0	F#	C	G	G	diminished seventh chord	2	True	True	True	True	True	0	0	0	1	False	False	False
108	12	9.0	60	0	C	0	3.0	3	True	3	4	2	1	1/4	True	-2	4	4	3	3a	4	9	False	True				False	4		#viio43	g	i	i	#viio43		#vii	o	43			o7	True	True	(-1, -4, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio43	#viio43, minor	i	#viio43, minor		#vii	viio7	#7		1	1	1	6	0	F#	C	G	G	diminished seventh chord	2	True	True	True	True	True	-1	-1	-1	4	True	False	True
108	12	9.0	63	-3	E	-1	3.0	3	True	3	4	2	1	1/4	True	-2	4	4	3	3a	4	9	False	True				False	4		#viio43	g	i	i	#viio43		#vii	o	43			o7	True	True	(-1, -4, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio43	#viio43, minor	i	#viio43, minor		#vii	viio7	#7		1	1	1	6	0	F#	C	G	G	diminished seventh chord	2	True	True	True	True	True	-4	-4	-4	6	True	False	False
108	12	9.0	69	3	A	0	3.0	3	True	3	4	2	1	1/4	True	-2	4	4	3	3a	4	9	False	True				False	4		#viio43	g	i	i	#viio43		#vii	o	43			o7	True	True	(-1, -4, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio43	#viio43, minor	i	#viio43, minor		#vii	viio7	#7		1	1	1	6	0	F#	C	G	G	diminished seventh chord	2	True	True	True	True	True	2	2	2	2	True	False	False
108	12	9.0	78	6	F	1	3.0	3	True	3	4	1	1	1/4	True	-2	4	4	3	3a	5	9	False	True				False	4		#viio43	g	i	i	#viio43		#vii	o	43			o7	True	True	(-1, -4, 5, 2)	()	5	-1	minor	minor	i	i, minor	#vii		i	i	True	#viio43	#viio43, minor	i	#viio43, minor		#vii	viio7	#7		1	1	1	6	0	F#	C	G	G	diminished seventh chord	2	True	True	True	True	True	5	5	5	#7	True	True	False
120	36	10.0	70	-2	B	-1	1.0	1	True	3	4	1	2	3/4	True	-2	5	5	4	4a	4	10	False	True				False	5		i]	g	i	i	i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
120	6	10.0	79	1	G	0	1.0	1	True	3	4	1	1	1/8	True	-2	5	5	4	4a	5	10	False	True				False	5		i]	g	i	i	i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
126	18	10.5	74	2	D	0	1.5	0	False	3	4	1	1	3/8	True	-2	5	5	4	4a	5	21/2	False	False				False	5		i]	g	i	i	i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
132	12	11.0	55	1	G	0	2.0	2	True	3	4	2	1	1/4	True	-2	5	5	4	4a	3	11	False	False				False	5		i]	g	i	i	i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
132	12	11.0	62	2	D	0	2.0	2	True	3	4	2	1	1/4	True	-2	5	5	4	4a	4	11	False	False				False	5		i]	g	i	i	i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
144	12	12.0	55	1	G	0	3.0	3	True	3	4	2	1	1/4	True	-2	5	5	4	4a	3	12	False	False				False	5		i]	g	i	i	i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
144	12	12.0	62	2	D	0	3.0	3	True	3	4	2	1	1/4	True	-2	5	5	4	4a	4	12	False	False				False	5		i]	g	i	i	i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor	i	i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
156	12	13.0	38	2	D	0	1.0	1	True	3	4	2	1	1/4	True	-2	6	6	5	5a	2	13	False	True				False	6		V7	g	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		1	1	1	2	2	D	D	G	G	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
156	6	13.0	69	3	A	0	1.0	1	True	3	4	1	1	1/8	True	-2	6	6	5	5a	4	13	False	True				False	6		V7	g	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		1	1	1	2	2	D	D	G	G	dominant seventh chord	7	True	True	True	True	True	2	2	2	2	True	False	False
165	3	13.75	66	6	F	1	1.75	0	False	3	4	1	1	1/16	True	-2	6	6	5	5a	4	55/4	False	False				False	6		V7	g	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		1	1	1	2	2	D	D	G	G	dominant seventh chord	7	True	True	True	True	True	5	5	5	#7	True	False	False
168	12	14.0	50	2	D	0	2.0	2	True	3	4	2	1	1/4	True	-2	6	6	5	5a	3	14	False	False				False	6		V7	g	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		1	1	1	2	2	D	D	G	G	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
168	12	14.0	57	3	A	0	2.0	2	True	3	4	2	1	1/4	True	-2	6	6	5	5a	3	14	False	False				False	6		V7	g	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		1	1	1	2	2	D	D	G	G	dominant seventh chord	7	True	True	True	True	True	2	2	2	2	True	False	False
168	12	14.0	60	0	C	0	2.0	2	True	3	4	2	1	1/4	True	-2	6	6	5	5a	4	14	False	False				False	6		V7	g	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		1	1	1	2	2	D	D	G	G	dominant seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	False	False
168	12	14.0	62	2	D	0	2.0	2	True	3	4	1	1	1/4	True	-2	6	6	5	5a	4	14	False	False				False	6		V7	g	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		1	1	1	2	2	D	D	G	G	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
180	12	15.0	50	2	D	0	3.0	3	True	3	4	2	1	1/4	True	-2	6	6	5	5a	3	15	False	False				False	6		V7	g	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		1	1	1	2	2	D	D	G	G	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
180	12	15.0	57	3	A	0	3.0	3	True	3	4	2	1	1/4	True	-2	6	6	5	5a	3	15	False	False				False	6		V7	g	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		1	1	1	2	2	D	D	G	G	dominant seventh chord	7	True	True	True	True	True	2	2	2	2	True	False	False
180	12	15.0	60	0	C	0	3.0	3	True	3	4	2	1	1/4	True	-2	6	6	5	5a	4	15	False	False				False	6		V7	g	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		1	1	1	2	2	D	D	G	G	dominant seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	False	False
180	12	15.0	62	2	D	0	3.0	3	True	3	4	2	1	1/4	True	-2	6	6	5	5a	4	15	False	False				False	6		V7	g	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		1	1	1	2	2	D	D	G	G	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
180	12	15.0	66	6	F	1	3.0	3	True	3	4	1	1	1/4	True	-2	6	6	5	5a	4	15	False	False				False	6		V7	g	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		1	1	1	2	2	D	D	G	G	dominant seventh chord	7	True	True	True	True	True	5	5	5	#7	True	False	False
192	12	16.0	43	1	G	0	1.0	1	True	3	4	2	1	1/4	True	-2	7	7	6	6a	2	16	False	True				False	7		i	g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
192	24	16.0	67	1	G	0	1.0	1	True	3	4	1	1	1/2	True	-2	7	7	6	6a	4	16	False	True				False	7		i	g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
204	12	17.0	55	1	G	0	2.0	2	True	3	4	2	1	1/4	True	-2	7	7	6	6a	3	17	False	False				False	7		i	g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
204	12	17.0	58	-2	B	-1	2.0	2	True	3	4	2	1	1/4	True	-2	7	7	6	6a	3	17	False	False				False	7		i	g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
204	12	17.0	62	2	D	0	2.0	2	True	3	4	2	1	1/4	True	-2	7	7	6	6a	4	17	False	False				False	7		i	g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
216	12	18.0	55	1	G	0	3.0	3	True	3	4	2	1	1/4	True	-2	7	7	6	6a	3	18	False	False				False	7		i	g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
216	12	18.0	58	-2	B	-1	3.0	3	True	3	4	2	1	1/4	True	-2	7	7	6	6a	3	18	False	False				False	7		i	g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
216	12	18.0	62	2	D	0	3.0	3	True	3	4	2	1	1/4	True	-2	7	7	6	6a	4	18	False	False				False	7		i	g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
216	9	18.0	74	2	D	0	3.0	3	True	3	4	1	1	3/16	True	-2	7	7	6	6a	5	18	False	False				False	7		i	g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
225	3	18.75	73	7	C	1	3.75	0	False	3	4	1	1	1/16	True	-2	7	7	6	6a	5	75/4	False	False				False	7		i	g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	6	6	6	#4	False	False	False
228	6	19.0	70	-2	B	-1	1.0	1	True	3	4	1	1	1/8	True	-2	8	8	7	7a	4	19	False	False				False	7		i	g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
237	3	19.75	69	3	A	0	1.75	0	False	3	4	1	1	1/16	True	-2	8	8	7	7a	4	79/4	False	False				False	7		i	g	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		1	1	1	1	1	G	G	G	G	minor triad	0	True	True	True	True	True	2	2	2	2	False	False	False
