onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	30	0.0	76	4	E	0	1.0	1	True	3	4	1	1	1/8	True	0	1	1	1	1a	5	0	True	True			{	False	0	a.i{	a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
30	30	0.5	71	5	B	0	1.5	0	False	3	4	1	1	1/8	True	0	1	1	1	1a	4	1/2	False	False				False	0	a.i{	a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	2	2	2	2	False	False	False
60	60	1.0	72	0	C	0	2.0	2	True	3	4	1	1	1/4	True	0	1	1	1	1a	5	1	False	False				False	0	a.i{	a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
120	60	2.0	69	3	A	0	3.0	3	True	3	4	1	1	1/4	True	0	1	1	1	1a	4	2	False	False				False	0	a.i{	a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
180	30	3.0	71	5	B	0	1.0	1	True	3	4	1	1	1/8	True	0	2	2	2	2a	4	3	False	True				False	1	V	a	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		3	3	3	4	4	E	E	A	A	major triad	0	True	True	True	True	True	2	2	2	2	True	False	False
210	30	3.5	68	8	G	1	1.5	0	False	3	4	1	1	1/8	True	0	2	2	2	2a	4	7/2	False	False				False	1	V	a	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		3	3	3	4	4	E	E	A	A	major triad	0	True	True	True	True	True	5	5	5	#7	True	False	False
240	120	4.0	64	4	E	0	2.0	2	True	3	4	1	1	1/2	True	0	2	2	2	2a	4	4	False	False				False	1	V	a	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		3	3	3	4	4	E	E	A	A	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
300	60	5.0	52	4	E	0	3.0	3	True	3	4	2	1	1/4	True	0	2	2	2	2a	3	5	False	True				False	2	V7	a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
300	60	5.0	59	5	B	0	3.0	3	True	3	4	2	1	1/4	True	0	2	2	2	2a	3	5	False	True				False	2	V7	a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	2	2	2	2	True	False	False
300	60	5.0	62	2	D	0	3.0	3	True	3	4	2	1	1/4	True	0	2	2	2	2a	4	5	False	True				False	2	V7	a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	False	False
360	30	6.0	66	6	F	1	1.0	1	True	3	4	1	1	1/8	True	0	3	3	3	3a	4	6	False	False				False	2	V7	a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	3	3	3	#6	False	False	False
390	30	6.5	68	8	G	1	1.5	0	False	3	4	1	1	1/8	True	0	3	3	3	3a	4	13/2	False	False				False	2	V7	a	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	5	5	5	#7	True	False	False
420	60	7.0	52	4	E	0	2.0	2	True	3	4	2	1	1/4	True	0	3	3	3	3a	3	7	False	True				False	3	V7(#94)	a	i		V7(#94)		V		7	#94		Mm7	True	True	(1, 0, 2, -1)	(3,)	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7(#94), minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
420	60	7.0	54	6	F	1	2.0	2	True	3	4	2	1	1/4	True	0	3	3	3	3a	3	7	False	True				False	3	V7(#94)	a	i		V7(#94)		V		7	#94		Mm7	True	True	(1, 0, 2, -1)	(3,)	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7(#94), minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	3	3	3	#6	False	False	False
