onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	6	0.0	41	-1	F	0	1.0	1	True	3	4	2	2	1/8	True	-4	1	1	1	1a	2	0	True	True			{	False	0	f.V6(4){	f	i		V6(4)		V		6	4		M	True	True	(0, 2, 1)	()	1	0	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6(4), minor		V	V	5		-1	-1	-1	0	-1	C	F	F	F	major triad	1	True	True	True	True	True	0	0	0	1	True	False	True
0	36	0.0	48	0	C	0	1.0	1	True	3	4	2	1	3/4	True	-4	1	1	1	1a	3	0	True	True			{	False	0	f.V6(4){	f	i		V6(4)		V		6	4		M	True	True	(0, 2, 1)	()	1	0	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6(4), minor		V	V	5		-1	-1	-1	0	-1	C	F	F	F	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
6	6	0.5	40	4	E	0	1.5	0	False	3	4	2	2	1/8	True	-4	1	1	1	1a	2	1/2	False	True				False	1	V6	f	i		V6		V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	V	5		-1	-1	-1	0	4	C	E	F	F	major triad	1	True	True	True	True	True	5	5	5	#7	True	False	True
12	24	1.0	36	0	C	0	2.0	2	True	3	4	2	2	1/2	True	-4	1	1	1	1a	2	1	False	True				False	2	V	f	i		V		V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		-1	-1	-1	0	0	C	C	F	F	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
36	36	3.0	41	-1	F	0	1.0	1	True	3	4	2	2	3/4	True	-4	2	2	2	2a	2	3	False	True				False	3	i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
36	12	3.0	48	0	C	0	1.0	1	True	3	4	2	1	1/4	False	-4	2	2	2	2a	3	3	False	True				False	3	i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
48	12	4.0	49	-5	D	-1	2.0	2	True	3	4	2	1	1/4	True	-4	2	2	2	2a	3	4	False	True				False	4	It64	f	i		It64	It	vii	o	64	b3	V	It	True	True	(0, 6, -4)	()	6	0	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio64/V	viio64/V, minor		It64, minor	V	V	It	7	5	-1	-1	0	5	-1	B	F	F	C	Italian augmented sixth chord	2	True	True	True	True	True	-4	-4	-5	6	True	False	False
60	12	5.0	47	5	B	0	3.0	3	True	3	4	2	1	1/4	True	-4	2	2	2	2a	2	5	False	False				False	4	It64	f	i		It64	It	vii	o	64	b3	V	It	True	True	(0, 6, -4)	()	6	0	minor	minor	i	i, minor	vii/V	V	V/i	V	False	viio64/V	viio64/V, minor		It64, minor	V	V	It	7	5	-1	-1	0	5	-1	B	F	F	C	Italian augmented sixth chord	2	True	True	True	True	True	6	6	5	#4	True	True	False
72	6	6.0	41	-1	F	0	1.0	1	True	3	4	2	2	1/8	False	-4	3	3	3	3a	2	6	False	True				False	5	V6(4)	f	i		V6(4)		V		6	4		M	True	True	(0, 2, 1)	()	1	0	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6(4), minor		V	V	5		-1	-1	-1	0	-1	C	F	F	F	major triad	1	True	True	True	True	True	0	0	0	1	True	False	True
72	36	6.0	48	0	C	0	1.0	1	True	3	4	2	1	3/4	True	-4	3	3	3	3a	3	6	False	True				False	5	V6(4)	f	i		V6(4)		V		6	4		M	True	True	(0, 2, 1)	()	1	0	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6(4), minor		V	V	5		-1	-1	-1	0	-1	C	F	F	F	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
