onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
60	30	2.0	77	-1	F	0	2.0	2	True	2	2	1	1	1/4	True	-4	2	2	1	1a	5	2	True	False				False	0		f.i{	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
70	10	2.167	56	-4	A	-1	2.167	0	False	2	2	2	1	1/12	True	-4	2	2	1	1a	3	7/3	False	False				False	0		f.i{	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
80	10	2.333	60	0	C	0	2.333	0	False	2	2	2	1	1/12	True	-4	2	2	1	1a	4	8/3	False	False				False	0		f.i{	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
90	10	2.5	53	-1	F	0	2.5	0	False	2	2	2	1	1/12	True	-4	2	2	1	1a	3	3	False	True				False	1		i(9#764)	f	i		i(9#764)		i			9#764		m	True	True	(0, -1, -4)	(2, 5)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(9#764), minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
90	30	2.5	64	4	E	0	2.5	0	False	2	2	1	1	1/4	True	-4	2	2	1	1a	4	3	False	True				False	1		i(9#764)	f	i		i(9#764)		i			9#764		m	True	True	(0, -1, -4)	(2, 5)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(9#764), minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	5	5	5	#7	False	False	False
90	30	2.5	67	1	G	0	2.5	0	False	2	2	1	1	1/4	True	-4	2	2	1	1a	4	3	False	True				False	1		i(9#764)	f	i		i(9#764)		i			9#764		m	True	True	(0, -1, -4)	(2, 5)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(9#764), minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	2	2	2	2	False	False	False
90	30	2.5	70	-2	B	-1	2.5	0	False	2	2	1	1	1/4	True	-4	2	2	1	1a	4	3	False	True				False	1		i(9#764)	f	i		i(9#764)		i			9#764		m	True	True	(0, -1, -4)	(2, 5)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(9#764), minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	-1	-1	-1	4	True	False	False
90	30	2.5	73	-5	D	-1	2.5	0	False	2	2	1	1	1/4	True	-4	2	2	1	1a	5	3	False	True				False	1		i(9#764)	f	i		i(9#764)		i			9#764		m	True	True	(0, -1, -4)	(2, 5)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(9#764), minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	-4	-4	-4	6	True	False	False
90	30	2.5	76	4	E	0	2.5	0	False	2	2	1	1	1/4	True	-4	2	2	1	1a	5	3	False	True				False	1		i(9#764)	f	i		i(9#764)		i			9#764		m	True	True	(0, -1, -4)	(2, 5)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(9#764), minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	5	5	5	#7	False	False	False
100	10	2.667	58	-2	B	-1	2.667	0	False	2	2	2	1	1/12	True	-4	2	2	1	1a	3	10/3	False	False				False	1		i(9#764)	f	i		i(9#764)		i			9#764		m	True	True	(0, -1, -4)	(2, 5)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(9#764), minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	-1	-1	-1	4	True	False	False
110	10	2.833	61	-5	D	-1	2.833	0	False	2	2	2	1	1/12	True	-4	2	2	1	1a	4	11/3	False	False				False	1		i(9#764)	f	i		i(9#764)		i			9#764		m	True	True	(0, -1, -4)	(2, 5)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(9#764), minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	-4	-4	-4	6	True	False	False
120	10	2.0	53	-1	F	0	1.0	1	True	2	2	2	1	1/12	True	-4	3	3	2	2a	3	4	False	True				False	2		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
120	30	2.0	65	-1	F	0	1.0	1	True	2	2	1	1	1/4	True	-4	3	3	2	2a	4	4	False	True				False	2		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
120	30	2.0	68	-4	A	-1	1.0	1	True	2	2	1	1	1/4	True	-4	3	3	2	2a	4	4	False	True				False	2		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
120	30	2.0	72	0	C	0	1.0	1	True	2	2	1	1	1/4	True	-4	3	3	2	2a	5	4	False	True				False	2		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
120	30	2.0	77	-1	F	0	1.0	1	True	2	2	1	1	1/4	True	-4	3	3	2	2a	5	4	False	True				False	2		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
130	10	2.167	60	0	C	0	1.167	0	False	2	2	2	1	1/12	True	-4	3	3	2	2a	4	13/3	False	False				False	2		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
140	10	2.333	56	-4	A	-1	1.333	0	False	2	2	2	1	1/12	True	-4	3	3	2	2a	3	14/3	False	False				False	2		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
150	10	2.5	53	-1	F	0	1.5	0	False	2	2	2	1	1/12	True	-4	3	3	2	2a	3	5	False	False				False	2		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
160	10	2.667	48	0	C	0	1.667	0	False	2	2	2	1	1/12	True	-4	3	3	2	2a	3	16/3	False	False				False	2		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
170	10	2.833	44	-4	A	-1	1.833	0	False	2	2	2	1	1/12	True	-4	3	3	2	2a	2	17/3	False	False				False	2		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
180	10	3.0	41	-1	F	0	2.0	2	True	2	2	2	1	1/12	True	-4	3	3	2	2a	2	6	False	False				False	2		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
180	30	3.0	72	0	C	0	2.0	2	True	2	2	1	1	1/4	True	-4	3	3	2	2a	5	6	False	False				False	2		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
180	30	3.0	77	-1	F	0	2.0	2	True	2	2	1	1	1/4	True	-4	3	3	2	2a	5	6	False	False				False	2		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
180	30	3.0	80	-4	A	-1	2.0	2	True	2	2	1	1	1/4	True	-4	3	3	2	2a	5	6	False	False				False	2		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
180	30	3.0	84	0	C	0	2.0	2	True	2	2	1	1	1/4	True	-4	3	3	2	2a	6	6	False	False				False	2		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
190	10	3.167	44	-4	A	-1	2.167	0	False	2	2	2	1	1/12	True	-4	3	3	2	2a	2	19/3	False	False				False	2		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
200	10	3.333	48	0	C	0	2.333	0	False	2	2	2	1	1/12	True	-4	3	3	2	2a	3	20/3	False	False				False	2		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
210	10	3.5	40	4	E	0	2.5	0	False	2	2	2	1	1/12	True	-4	3	3	2	2a	2	7	False	True				False	3		V65	f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	V7	5		-1	-1	-1	0	4	C	E	F	F	dominant seventh chord	1	True	True	True	True	True	5	5	5	#7	True	False	True
210	30	3.5	72	0	C	0	2.5	0	False	2	2	1	1	1/4	True	-4	3	3	2	2a	5	7	False	True				False	3		V65	f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	V7	5		-1	-1	-1	0	4	C	E	F	F	dominant seventh chord	1	True	True	True	True	True	1	1	1	5	True	True	False
210	30	3.5	79	1	G	0	2.5	0	False	2	2	1	1	1/4	True	-4	3	3	2	2a	5	7	False	True				False	3		V65	f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	V7	5		-1	-1	-1	0	4	C	E	F	F	dominant seventh chord	1	True	True	True	True	True	2	2	2	2	True	False	False
210	30	3.5	82	-2	B	-1	2.5	0	False	2	2	1	1	1/4	True	-4	3	3	2	2a	5	7	False	True				False	3		V65	f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	V7	5		-1	-1	-1	0	4	C	E	F	F	dominant seventh chord	1	True	True	True	True	True	-1	-1	-1	4	True	False	False
210	30	3.5	84	0	C	0	2.5	0	False	2	2	1	1	1/4	True	-4	3	3	2	2a	6	7	False	True				False	3		V65	f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	V7	5		-1	-1	-1	0	4	C	E	F	F	dominant seventh chord	1	True	True	True	True	True	1	1	1	5	True	True	False
220	10	3.667	43	1	G	0	2.667	0	False	2	2	2	1	1/12	True	-4	3	3	2	2a	2	22/3	False	False				False	3		V65	f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	V7	5		-1	-1	-1	0	4	C	E	F	F	dominant seventh chord	1	True	True	True	True	True	2	2	2	2	True	False	False
230	10	3.833	48	0	C	0	2.833	0	False	2	2	2	1	1/12	True	-4	3	3	2	2a	3	23/3	False	False				False	3		V65	f	i		V65		V		65			Mm7	True	True	(5, 2, -1, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V65	V65, minor		V65, minor		V	V7	5		-1	-1	-1	0	4	C	E	F	F	dominant seventh chord	1	True	True	True	True	True	1	1	1	5	True	True	False
240	10	4.0	41	-1	F	0	1.0	1	True	2	2	2	1	1/12	True	-4	4	4	3	3a	2	8	False	True				False	4		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
240	30	4.0	72	0	C	0	1.0	1	True	2	2	1	1	1/4	True	-4	4	4	3	3a	5	8	False	True				False	4		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
240	30	4.0	77	-1	F	0	1.0	1	True	2	2	1	1	1/4	True	-4	4	4	3	3a	5	8	False	True				False	4		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
240	30	4.0	80	-4	A	-1	1.0	1	True	2	2	1	1	1/4	True	-4	4	4	3	3a	5	8	False	True				False	4		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
240	30	4.0	84	0	C	0	1.0	1	True	2	2	1	1	1/4	True	-4	4	4	3	3a	6	8	False	True				False	4		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
250	10	4.167	44	-4	A	-1	1.167	0	False	2	2	2	1	1/12	True	-4	4	4	3	3a	2	25/3	False	False				False	4		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
260	10	4.333	48	0	C	0	1.333	0	False	2	2	2	1	1/12	True	-4	4	4	3	3a	3	26/3	False	False				False	4		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
270	10	4.5	53	-1	F	0	1.5	0	False	2	2	2	1	1/12	True	-4	4	4	3	3a	3	9	False	False				False	4		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
280	10	4.667	56	-4	A	-1	1.667	0	False	2	2	2	1	1/12	True	-4	4	4	3	3a	3	28/3	False	False				False	4		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
290	10	4.833	60	0	C	0	1.833	0	False	2	2	2	1	1/12	True	-4	4	4	3	3a	4	29/3	False	False				False	4		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
300	10	5.0	53	-1	F	0	2.0	2	True	2	2	2	1	1/12	True	-4	4	4	3	3a	3	10	False	False				False	4		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
300	30	5.0	65	-1	F	0	2.0	2	True	2	2	1	1	1/4	True	-4	4	4	3	3a	4	10	False	False				False	4		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
300	30	5.0	68	-4	A	-1	2.0	2	True	2	2	1	1	1/4	True	-4	4	4	3	3a	4	10	False	False				False	4		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
300	30	5.0	72	0	C	0	2.0	2	True	2	2	1	1	1/4	True	-4	4	4	3	3a	5	10	False	False				False	4		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
300	30	5.0	77	-1	F	0	2.0	2	True	2	2	1	1	1/4	True	-4	4	4	3	3a	5	10	False	False				False	4		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
310	10	5.167	56	-4	A	-1	2.167	0	False	2	2	2	1	1/12	True	-4	4	4	3	3a	3	31/3	False	False				False	4		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
320	10	5.333	60	0	C	0	2.333	0	False	2	2	2	1	1/12	True	-4	4	4	3	3a	4	32/3	False	False				False	4		i	f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
330	10	5.5	53	-1	F	0	2.5	0	False	2	2	2	1	1/12	True	-4	4	4	3	3a	3	11	False	True				False	5		i(9#764)	f	i		i(9#764)		i			9#764		m	True	True	(0, -1, -4)	(2, 5)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(9#764), minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
330	30	5.5	64	4	E	0	2.5	0	False	2	2	1	1	1/4	True	-4	4	4	3	3a	4	11	False	True				False	5		i(9#764)	f	i		i(9#764)		i			9#764		m	True	True	(0, -1, -4)	(2, 5)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(9#764), minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	5	5	5	#7	False	False	False
330	30	5.5	67	1	G	0	2.5	0	False	2	2	1	1	1/4	True	-4	4	4	3	3a	4	11	False	True				False	5		i(9#764)	f	i		i(9#764)		i			9#764		m	True	True	(0, -1, -4)	(2, 5)	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i(9#764), minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	2	2	2	2	False	False	False
