onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	120	0.0	63	-3	E	-1	1.0	1	True	2	4	1	1	1/4	True	-3	1	1	1	1a	4	0	True	True			{	False	0		Eb.I{		Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
0	120	0.0	67	1	G	0	1.0	1	True	2	4	1	1	1/4	True	-3	1	1	1	1a	4	0	True	True			{	False	0		Eb.I{		Eb	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
120	120	1.0	58	-2	B	-1	2.0	2	True	2	4	1	1	1/4	True	-3	1	1	1	1a	3	1	False	True				False	1		V		Eb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		-3	-3	-3	-2	-2	Bb	Bb	Eb	Eb	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
120	120	1.0	65	-1	F	0	2.0	2	True	2	4	1	1	1/4	True	-3	1	1	1	1a	4	1	False	True				False	1		V		Eb	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		-3	-3	-3	-2	-2	Bb	Bb	Eb	Eb	major triad	0	True	True	True	True	True	2	2	2	2	True	False	False
240	180	2.0	36	0	C	0	1.0	1	True	2	4	2	1	3/8	True	-3	2	2	2	2a	2	2	False	True				False	2		vi		Eb	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	vi	6		-3	-3	-3	0	0	C	C	Eb	Eb	minor triad	0	True	True	True	True	True	3	3	3	6	True	True	True
240	180	2.0	48	0	C	0	1.0	1	True	2	4	2	1	3/8	True	-3	2	2	2	2a	3	2	False	True				False	2		vi		Eb	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	vi	6		-3	-3	-3	0	0	C	C	Eb	Eb	minor triad	0	True	True	True	True	True	3	3	3	6	True	True	True
240	180	2.0	55	1	G	0	1.0	1	True	2	4	1	1	3/8	True	-3	2	2	2	2a	3	2	False	True				False	2		vi		Eb	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	vi	6		-3	-3	-3	0	0	C	C	Eb	Eb	minor triad	0	True	True	True	True	True	4	4	4	3	True	False	False
240	180	2.0	63	-3	E	-1	1.0	1	True	2	4	1	1	3/8	True	-3	2	2	2	2a	4	2	False	True				False	2		vi		Eb	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	vi	6		-3	-3	-3	0	0	C	C	Eb	Eb	minor triad	0	True	True	True	True	True	0	0	0	1	True	False	False
420	60	3.5	48	0	C	0	2.5	0	False	2	4	2	1	1/8	True	-3	2	2	2	2a	3	7/2	False	True				False	3		IV6		Eb	I		IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	IV	4		-3	-3	-3	-4	0	Ab	C	Eb	Eb	major triad	1	True	True	True	True	True	3	3	3	6	True	False	True
420	60	3.5	51	-3	E	-1	2.5	0	False	2	4	2	1	1/8	True	-3	2	2	2	2a	3	7/2	False	True				False	3		IV6		Eb	I		IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	IV	4		-3	-3	-3	-4	0	Ab	C	Eb	Eb	major triad	1	True	True	True	True	True	0	0	0	1	True	False	False
420	45	3.5	63	-3	E	-1	2.5	0	False	2	4	1	1	3/32	True	-3	2	2	2	2a	4	7/2	False	True				False	3		IV6		Eb	I		IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	IV	4		-3	-3	-3	-4	0	Ab	C	Eb	Eb	major triad	1	True	True	True	True	True	0	0	0	1	True	False	False
465	15	3.875	68	-4	A	-1	2.875	0	False	2	4	1	1	1/32	True	-3	2	2	2	2a	4	31/8	False	False				False	3		IV6		Eb	I		IV6		IV		6			M	False	False	(3, 0, -1)	()	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6, major		IV	IV	4		-3	-3	-3	-4	0	Ab	C	Eb	Eb	major triad	1	True	True	True	True	True	-1	-1	-1	4	True	True	False
480	60	4.0	46	-2	B	-1	1.0	1	True	2	4	2	1	1/8	True	-3	3	3	3	3a	2	4	False	True				False	4		viio64/IV/vi		Eb	I		viio64/IV/vi		vii	o	64		IV/vi	o	False	False	(1, 7, 4)	()	7	1	major	major	I	I, major	vii/IV/vi	II	IV/vi/I	II	False	viio64/IV/vi	viio64/IV/vi, major		viio64/IV/vi, major	vi	vi	viio	7	2	-3	-3	-1	4	-2	E	Bb	Eb	F	diminished triad	2	True	True	True	True	True	1	1	-1	5	True	False	True
480	60	4.0	52	4	E	0	1.0	1	True	2	4	2	1	1/8	True	-3	3	3	3	3a	3	4	False	True				False	4		viio64/IV/vi		Eb	I		viio64/IV/vi		vii	o	64		IV/vi	o	False	False	(1, 7, 4)	()	7	1	major	major	I	I, major	vii/IV/vi	II	IV/vi/I	II	False	viio64/IV/vi	viio64/IV/vi, major		viio64/IV/vi, major	vi	vi	viio	7	2	-3	-3	-1	4	-2	E	Bb	Eb	F	diminished triad	2	True	True	True	True	True	7	7	5	#1	True	True	False
480	60	4.0	67	1	G	0	1.0	1	True	2	4	1	1	1/8	True	-3	3	3	3	3a	4	4	False	True				False	4		viio64/IV/vi		Eb	I		viio64/IV/vi		vii	o	64		IV/vi	o	False	False	(1, 7, 4)	()	7	1	major	major	I	I, major	vii/IV/vi	II	IV/vi/I	II	False	viio64/IV/vi	viio64/IV/vi, major		viio64/IV/vi, major	vi	vi	viio	7	2	-3	-3	-1	4	-2	E	Bb	Eb	F	diminished triad	2	True	True	True	True	True	4	4	2	3	True	False	False
540	60	4.5	46	-2	B	-1	1.5	0	False	2	4	2	1	1/8	True	-3	3	3	3	3a	2	9/2	False	True				False	5		viio43/IV/vi		Eb	I		viio43/IV/vi		vii	o	43		IV/vi	o7	False	False	(1, -2, 7, 4)	()	7	1	major	major	I	I, major	vii/IV/vi	II	IV/vi/I	II	False	viio43/IV/vi	viio43/IV/vi, major		viio43/IV/vi, major	vi	vi	viio7	7	2	-3	-3	-1	4	-2	E	Bb	Eb	F	diminished seventh chord	2	True	True	True	True	True	1	1	-1	5	True	False	True
540	60	4.5	52	4	E	0	1.5	0	False	2	4	2	1	1/8	True	-3	3	3	3	3a	3	9/2	False	True				False	5		viio43/IV/vi		Eb	I		viio43/IV/vi		vii	o	43		IV/vi	o7	False	False	(1, -2, 7, 4)	()	7	1	major	major	I	I, major	vii/IV/vi	II	IV/vi/I	II	False	viio43/IV/vi	viio43/IV/vi, major		viio43/IV/vi, major	vi	vi	viio7	7	2	-3	-3	-1	4	-2	E	Bb	Eb	F	diminished seventh chord	2	True	True	True	True	True	7	7	5	#1	True	True	False
540	45	4.5	67	1	G	0	1.5	0	False	2	4	1	1	3/32	True	-3	3	3	3	3a	4	9/2	False	True				False	5		viio43/IV/vi		Eb	I		viio43/IV/vi		vii	o	43		IV/vi	o7	False	False	(1, -2, 7, 4)	()	7	1	major	major	I	I, major	vii/IV/vi	II	IV/vi/I	II	False	viio43/IV/vi	viio43/IV/vi, major		viio43/IV/vi, major	vi	vi	viio7	7	2	-3	-3	-1	4	-2	E	Bb	Eb	F	diminished seventh chord	2	True	True	True	True	True	4	4	2	3	True	False	False
585	15	4.875	73	-5	D	-1	1.875	0	False	2	4	1	1	1/32	True	-3	3	3	3	3a	5	39/8	False	False				False	5		viio43/IV/vi		Eb	I		viio43/IV/vi		vii	o	43		IV/vi	o7	False	False	(1, -2, 7, 4)	()	7	1	major	major	I	I, major	vii/IV/vi	II	IV/vi/I	II	False	viio43/IV/vi	viio43/IV/vi, major		viio43/IV/vi, major	vi	vi	viio7	7	2	-3	-3	-1	4	-2	E	Bb	Eb	F	diminished seventh chord	2	True	True	True	True	True	-2	-2	-4	b7	True	False	False
600	60	5.0	45	3	A	0	2.0	2	True	2	4	2	1	1/8	True	-3	3	3	3	3a	2	5	False	True				False	6		IV6/vi		Eb	I		IV6/vi		IV		6		vi	M	False	False	(6, 3, 2)	()	2	6	major	major	I	I, major	IV/vi	vi	vi/I	vi	True	IV6/vi	IV6/vi, major		IV6/vi, major	vi	vi	IV	4	6	-3	-3	0	-1	3	F	A	Eb	C	major triad	1	True	True	True	True	True	6	6	3	#4	True	False	True
600	60	5.0	53	-1	F	0	2.0	2	True	2	4	2	1	1/8	True	-3	3	3	3	3a	3	5	False	True				False	6		IV6/vi		Eb	I		IV6/vi		IV		6		vi	M	False	False	(6, 3, 2)	()	2	6	major	major	I	I, major	IV/vi	vi	vi/I	vi	True	IV6/vi	IV6/vi, major		IV6/vi, major	vi	vi	IV	4	6	-3	-3	0	-1	3	F	A	Eb	C	major triad	1	True	True	True	True	True	2	2	-1	2	True	True	False
600	60	5.0	72	0	C	0	2.0	2	True	2	4	1	1	1/8	True	-3	3	3	3	3a	5	5	False	True				False	6		IV6/vi		Eb	I		IV6/vi		IV		6		vi	M	False	False	(6, 3, 2)	()	2	6	major	major	I	I, major	IV/vi	vi	vi/I	vi	True	IV6/vi	IV6/vi, major		IV6/vi, major	vi	vi	IV	4	6	-3	-3	0	-1	3	F	A	Eb	C	major triad	1	True	True	True	True	True	3	3	0	6	True	False	False
660	60	5.5	44	-4	A	-1	2.5	0	False	2	4	2	1	1/8	True	-3	3	3	3	3a	2	11/2	False	True				False	7		Fr6/vi		Eb	I		Fr6/vi	Fr	V		43	b5	V/vi	Fr	False	False	(-1, 3, 5, 9)	()	5	-1	major	major	I	I, major	V/V/vi	III	V/vi/I	III	False	V43/V/vi	V43/V/vi, major		Fr6/vi, major	vi	vi	Fr7	5	3	-3	-3	1	2	-4	D	Ab	Eb	G	French augmented sixth chord	2	True	True	True	True	True	-1	-1	-5	4	True	False	True
660	60	5.5	54	6	F	1	2.5	0	False	2	4	2	1	1/8	True	-3	3	3	3	3a	3	11/2	False	True				False	7		Fr6/vi		Eb	I		Fr6/vi	Fr	V		43	b5	V/vi	Fr	False	False	(-1, 3, 5, 9)	()	5	-1	major	major	I	I, major	V/V/vi	III	V/vi/I	III	False	V43/V/vi	V43/V/vi, major		Fr6/vi, major	vi	vi	Fr7	5	3	-3	-3	1	2	-4	D	Ab	Eb	G	French augmented sixth chord	2	True	True	True	True	True	9	9	5	#2	True	False	False
660	45	5.5	72	0	C	0	2.5	0	False	2	4	1	1	3/32	True	-3	3	3	3	3a	5	11/2	False	True				False	7		Fr6/vi		Eb	I		Fr6/vi	Fr	V		43	b5	V/vi	Fr	False	False	(-1, 3, 5, 9)	()	5	-1	major	major	I	I, major	V/V/vi	III	V/vi/I	III	False	V43/V/vi	V43/V/vi, major		Fr6/vi, major	vi	vi	Fr7	5	3	-3	-3	1	2	-4	D	Ab	Eb	G	French augmented sixth chord	2	True	True	True	True	True	3	3	-1	6	True	False	False
705	15	5.875	74	2	D	0	2.875	0	False	2	4	1	1	1/32	True	-3	3	3	3	3a	5	47/8	False	False				False	7		Fr6/vi		Eb	I		Fr6/vi	Fr	V		43	b5	V/vi	Fr	False	False	(-1, 3, 5, 9)	()	5	-1	major	major	I	I, major	V/V/vi	III	V/vi/I	III	False	V43/V/vi	V43/V/vi, major		Fr6/vi, major	vi	vi	Fr7	5	3	-3	-3	1	2	-4	D	Ab	Eb	G	French augmented sixth chord	2	True	True	True	True	True	5	5	1	7	True	True	False
720	180	6.0	43	1	G	0	1.0	1	True	2	4	2	2	3/8	True	-3	4	4	4	4a	2	6	False	True				False	8		V/vi[V(64)/vi		Eb	I	V/vi	V(64)/vi		V			64	vi	M	False	False	(4, 3, 0)	()	4	4	major	major	I	I, major	V/vi	vi	vi/I	vi	True	V/vi	V/vi, major	III	V(64)/vi, major	vi	vi	Cad	5	6	-3	-3	0	1	1	G	G	Eb	C	major triad	0	True	True	True	True	True	4	4	1	3	True	True	True
720	60	6.0	55	1	G	0	1.0	1	True	2	4	2	1	1/8	True	-3	4	4	4	4a	3	6	False	True				False	8		V/vi[V(64)/vi		Eb	I	V/vi	V(64)/vi		V			64	vi	M	False	False	(4, 3, 0)	()	4	4	major	major	I	I, major	V/vi	vi	vi/I	vi	True	V/vi	V/vi, major	III	V(64)/vi, major	vi	vi	Cad	5	6	-3	-3	0	1	1	G	G	Eb	C	major triad	0	True	True	True	True	True	4	4	1	3	True	True	True
720	60	6.0	63	-3	E	-1	1.0	1	True	2	4	1	2	1/8	True	-3	4	4	4	4a	4	6	False	True				False	8		V/vi[V(64)/vi		Eb	I	V/vi	V(64)/vi		V			64	vi	M	False	False	(4, 3, 0)	()	4	4	major	major	I	I, major	V/vi	vi	vi/I	vi	True	V/vi	V/vi, major	III	V(64)/vi, major	vi	vi	Cad	5	6	-3	-3	0	1	1	G	G	Eb	C	major triad	0	True	True	True	True	True	0	0	-3	1	True	False	False
720	90	6.0	75	-3	E	-1	1.0	1	True	2	4	1	1	3/16	True	-3	4	4	4	4a	5	6	False	True				False	8		V/vi[V(64)/vi		Eb	I	V/vi	V(64)/vi		V			64	vi	M	False	False	(4, 3, 0)	()	4	4	major	major	I	I, major	V/vi	vi	vi/I	vi	True	V/vi	V/vi, major	III	V(64)/vi, major	vi	vi	Cad	5	6	-3	-3	0	1	1	G	G	Eb	C	major triad	0	True	True	True	True	True	0	0	-3	1	True	False	False
780	60	6.5	57	3	A	0	1.5	0	False	2	4	2	1	1/8	True	-3	4	4	4	4a	3	13/2	False	True				False	9		viio65/V/vi		Eb	I	V/vi	viio65/V/vi		vii	o	65		V/vi	o7	False	False	(6, 3, 0, 9)	()	9	6	major	major	I	I, major	vii/V/vi	III	V/vi/I	III	False	viio65/V/vi	viio65/V/vi, major	III	viio65/V/vi, major	vi	vi	viio7	7	3	-3	-3	1	6	3	F#	A	Eb	G	diminished seventh chord	1	True	True	True	True	True	6	6	2	#4	True	False	True
780	60	6.5	63	-3	E	-1	1.5	0	False	2	4	1	2	1/8	True	-3	4	4	4	4a	4	13/2	False	True				False	9		viio65/V/vi		Eb	I	V/vi	viio65/V/vi		vii	o	65		V/vi	o7	False	False	(6, 3, 0, 9)	()	9	6	major	major	I	I, major	vii/V/vi	III	V/vi/I	III	False	viio65/V/vi	viio65/V/vi, major	III	viio65/V/vi, major	vi	vi	viio7	7	3	-3	-3	1	6	3	F#	A	Eb	G	diminished seventh chord	1	True	True	True	True	True	0	0	-4	1	True	False	False
