onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
16	12	2.0	53	-1	F	0	1.0	1	True	2	4	1	1	3/8	True	-5	2	2	2	2a	3	2	False	True				False	2		I	Db	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-5	-5	-5	-5	-5	Db	Db	Db	Db	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
16	12	2.0	56	-4	A	-1	1.0	1	True	2	4	1	1	3/8	True	-5	2	2	2	2a	3	2	False	True				False	2		I	Db	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-5	-5	-5	-5	-5	Db	Db	Db	Db	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
28	4	3.5	30	-6	G	-1	2.5	0	False	2	4	2	1	1/8	True	-5	2	2	2	2a	1	7/2	False	True				False	3		ii65	Db	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	ii7	2		-5	-5	-5	-3	-6	Eb	Gb	Db	Db	minor seventh chord	1	True	True	True	True	True	-1	-1	-1	4	True	False	True
28	4	3.5	49	-5	D	-1	2.5	0	False	2	4	1	1	1/8	True	-5	2	2	2	2a	3	7/2	False	True				False	3		ii65	Db	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	ii7	2		-5	-5	-5	-3	-6	Eb	Gb	Db	Db	minor seventh chord	1	True	True	True	True	True	0	0	0	1	True	False	False
28	4	3.5	51	-3	E	-1	2.5	0	False	2	4	1	1	1/8	True	-5	2	2	2	2a	3	7/2	False	True				False	3		ii65	Db	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	ii7	2		-5	-5	-5	-3	-6	Eb	Gb	Db	Db	minor seventh chord	1	True	True	True	True	True	2	2	2	2	True	True	False
28	4	3.5	58	-2	B	-1	2.5	0	False	2	4	1	1	1/8	True	-5	2	2	2	2a	3	7/2	False	True				False	3		ii65	Db	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	ii7	2		-5	-5	-5	-3	-6	Eb	Gb	Db	Db	minor seventh chord	1	True	True	True	True	True	3	3	3	6	True	False	False
32	8	4.0	32	-4	A	-1	1.0	1	True	2	4	2	1	1/4	True	-5	3	3	3	3a	1	4	False	True				False	4		V(4)	Db	I		V(4)		V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(4), major		V	V	5		-5	-5	-5	-4	-4	Ab	Ab	Db	Db	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
32	8	4.0	49	-5	D	-1	1.0	1	True	2	4	1	1	1/4	True	-5	3	3	3	3a	3	4	False	True				False	4		V(4)	Db	I		V(4)		V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(4), major		V	V	5		-5	-5	-5	-4	-4	Ab	Ab	Db	Db	major triad	0	True	True	True	True	True	0	0	0	1	True	False	False
32	8	4.0	51	-3	E	-1	1.0	1	True	2	4	1	1	1/4	True	-5	3	3	3	3a	3	4	False	True				False	4		V(4)	Db	I		V(4)		V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(4), major		V	V	5		-5	-5	-5	-4	-4	Ab	Ab	Db	Db	major triad	0	True	True	True	True	True	2	2	2	2	True	False	False
32	8	4.0	56	-4	A	-1	1.0	1	True	2	4	1	1	1/4	True	-5	3	3	3	3a	3	4	False	True				False	4		V(4)	Db	I		V(4)		V			4		M	False	False	(1, 0, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(4), major		V	V	5		-5	-5	-5	-4	-4	Ab	Ab	Db	Db	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
40	7	5.0	44	-4	A	-1	2.0	2	True	2	4	2	1	7/32	True	-5	3	3	3	3a	2	5	False	True				False	5		V	Db	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		-5	-5	-5	-4	-4	Ab	Ab	Db	Db	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
40	8	5.0	48	0	C	0	2.0	2	True	2	4	1	1	1/4	True	-5	3	3	3	3a	3	5	False	True				False	5		V	Db	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		-5	-5	-5	-4	-4	Ab	Ab	Db	Db	major triad	0	True	True	True	True	True	5	5	5	7	True	False	False
40	8	5.0	51	-3	E	-1	2.0	2	True	2	4	1	1	1/4	True	-5	3	3	3	3a	3	5	False	True				False	5		V	Db	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		-5	-5	-5	-4	-4	Ab	Ab	Db	Db	major triad	0	True	True	True	True	True	2	2	2	2	True	False	False
40	8	5.0	56	-4	A	-1	2.0	2	True	2	4	1	1	1/4	True	-5	3	3	3	3a	3	5	False	True				False	5		V	Db	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		-5	-5	-5	-4	-4	Ab	Ab	Db	Db	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
47	1	5.875	42	-6	G	-1	2.875	0	False	2	4	2	1	1/32	True	-5	3	3	3	3a	2	47/8	False	False				False	5		V	Db	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		-5	-5	-5	-4	-4	Ab	Ab	Db	Db	major triad	0	True	True	True	True	True	-1	-1	-1	4	False	False	False
48	6	6.0	41	-1	F	0	1.0	1	True	2	4	2	1	3/16	True	-5	4	4	4	4a	2	6	False	True				False	6		I6	Db	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		-5	-5	-5	-5	-1	Db	F	Db	Db	major triad	1	True	True	True	True	True	4	4	4	3	True	False	True
48	16	6.0	49	-5	D	-1	1.0	1	True	2	4	1	1	1/2	True	-5	4	4	4	4a	3	6	False	True				False	6		I6	Db	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		-5	-5	-5	-5	-1	Db	F	Db	Db	major triad	1	True	True	True	True	True	0	0	0	1	True	True	False
48	16	6.0	53	-1	F	0	1.0	1	True	2	4	1	1	1/2	True	-5	4	4	4	4a	3	6	False	True				False	6		I6	Db	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		-5	-5	-5	-5	-1	Db	F	Db	Db	major triad	1	True	True	True	True	True	4	4	4	3	True	False	True
48	16	6.0	56	-4	A	-1	1.0	1	True	2	4	1	1	1/2	True	-5	4	4	4	4a	3	6	False	True				False	6		I6	Db	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		-5	-5	-5	-5	-1	Db	F	Db	Db	major triad	1	True	True	True	True	True	1	1	1	5	True	False	False
54	2	6.75	42	-6	G	-1	1.75	0	False	2	4	2	1	1/16	True	-5	4	4	4	4a	2	27/4	False	False				False	6		I6	Db	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		-5	-5	-5	-5	-1	Db	F	Db	Db	major triad	1	True	True	True	True	True	-1	-1	-1	4	False	False	False
56	3	7.0	44	-4	A	-1	2.0	2	True	2	4	2	1	3/32	True	-5	4	4	4	4a	2	7	False	False				False	6		I6	Db	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		-5	-5	-5	-5	-1	Db	F	Db	Db	major triad	1	True	True	True	True	True	1	1	1	5	True	False	False
59	1	7.375	42	-6	G	-1	2.375	0	False	2	4	2	1	1/32	True	-5	4	4	4	4a	2	59/8	False	False				False	6		I6	Db	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		-5	-5	-5	-5	-1	Db	F	Db	Db	major triad	1	True	True	True	True	True	-1	-1	-1	4	False	False	False
60	3	7.5	41	-1	F	0	2.5	0	False	2	4	2	1	3/32	True	-5	4	4	4	4a	2	15/2	False	False				False	6		I6	Db	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		-5	-5	-5	-5	-1	Db	F	Db	Db	major triad	1	True	True	True	True	True	4	4	4	3	True	False	True
63	1	7.875	39	-3	E	-1	2.875	0	False	2	4	2	1	1/32	True	-5	4	4	4	4a	2	63/8	False	False				False	6		I6	Db	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		-5	-5	-5	-5	-1	Db	F	Db	Db	major triad	1	True	True	True	True	True	2	2	2	2	False	False	False
64	8	8.0	37	-5	D	-1	1.0	1	True	2	4	2	1	1/4	True	-5	5	5	5	5a	2	8	False	True				False	7		I	Db	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-5	-5	-5	-5	-5	Db	Db	Db	Db	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
64	8	8.0	49	-5	D	-1	1.0	1	True	2	4	2	1	1/4	True	-5	5	5	5	5a	3	8	False	True				False	7		I	Db	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-5	-5	-5	-5	-5	Db	Db	Db	Db	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
64	8	8.0	53	-1	F	0	1.0	1	True	2	4	1	1	1/4	True	-5	5	5	5	5a	3	8	False	True				False	7		I	Db	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-5	-5	-5	-5	-5	Db	Db	Db	Db	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
64	8	8.0	56	-4	A	-1	1.0	1	True	2	4	1	1	1/4	True	-5	5	5	5	5a	3	8	False	True				False	7		I	Db	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-5	-5	-5	-5	-5	Db	Db	Db	Db	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
64	8	8.0	61	-5	D	-1	1.0	1	True	2	4	1	1	1/4	True	-5	5	5	5	5a	4	8	False	True				False	7		I	Db	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-5	-5	-5	-5	-5	Db	Db	Db	Db	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
72	8	9.0	30	-6	G	-1	2.0	2	True	2	4	2	1	1/4	True	-5	5	5	5	5a	1	9	False	True				False	8		IV	Db	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	IV	4		-5	-5	-5	-6	-6	Gb	Gb	Db	Db	major triad	0	True	True	True	True	True	-1	-1	-1	4	True	True	True
72	8	9.0	42	-6	G	-1	2.0	2	True	2	4	2	1	1/4	True	-5	5	5	5	5a	2	9	False	True				False	8		IV	Db	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	IV	4		-5	-5	-5	-6	-6	Gb	Gb	Db	Db	major triad	0	True	True	True	True	True	-1	-1	-1	4	True	True	True
72	8	9.0	54	-6	G	-1	2.0	2	True	2	4	1	1	1/4	True	-5	5	5	5	5a	3	9	False	True				False	8		IV	Db	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	IV	4		-5	-5	-5	-6	-6	Gb	Gb	Db	Db	major triad	0	True	True	True	True	True	-1	-1	-1	4	True	True	True
72	8	9.0	58	-2	B	-1	2.0	2	True	2	4	1	1	1/4	True	-5	5	5	5	5a	3	9	False	True				False	8		IV	Db	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	IV	4		-5	-5	-5	-6	-6	Gb	Gb	Db	Db	major triad	0	True	True	True	True	True	3	3	3	6	True	False	False
72	8	9.0	61	-5	D	-1	2.0	2	True	2	4	1	1	1/4	True	-5	5	5	5	5a	4	9	False	True				False	8		IV	Db	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	IV	4		-5	-5	-5	-6	-6	Gb	Gb	Db	Db	major triad	0	True	True	True	True	True	0	0	0	1	True	False	False
80	12	10.0	37	-5	D	-1	1.0	1	True	2	4	2	1	3/8	True	-5	6	6	6	6a	2	10	False	True				False	9		I	Db	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-5	-5	-5	-5	-5	Db	Db	Db	Db	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
80	12	10.0	49	-5	D	-1	1.0	1	True	2	4	2	1	3/8	True	-5	6	6	6	6a	3	10	False	True				False	9		I	Db	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-5	-5	-5	-5	-5	Db	Db	Db	Db	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
80	12	10.0	53	-1	F	0	1.0	1	True	2	4	1	1	3/8	True	-5	6	6	6	6a	3	10	False	True				False	9		I	Db	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-5	-5	-5	-5	-5	Db	Db	Db	Db	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
80	12	10.0	56	-4	A	-1	1.0	1	True	2	4	1	1	3/8	True	-5	6	6	6	6a	3	10	False	True				False	9		I	Db	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-5	-5	-5	-5	-5	Db	Db	Db	Db	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
80	12	10.0	61	-5	D	-1	1.0	1	True	2	4	1	1	3/8	True	-5	6	6	6	6a	4	10	False	True				False	9		I	Db	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-5	-5	-5	-5	-5	Db	Db	Db	Db	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
92	4	11.5	33	-9	B	-2	2.5	0	False	2	4	2	1	1/8	True	-5	6	6	6	6a	1	23/2	False	True				False	10		Ger6	Db	I		Ger6	Ger	vii	o	65	b3	V	Ger	False	False	(-4, 0, -3, 6)	()	6	-4	major	major	I	I, major	vii/V	V	V/I	V	False	viio65/V	viio65/V, major		Ger6, major	V	V	Ger7	7	5	-5	-5	-4	1	-9	G	Bbb	Db	Ab	German augmented sixth chord	1	True	True	True	True	True	-4	-4	-5	b6	True	False	True
92	4	11.5	45	-9	B	-2	2.5	0	False	2	4	2	1	1/8	True	-5	6	6	6	6a	2	23/2	False	True				False	10		Ger6	Db	I		Ger6	Ger	vii	o	65	b3	V	Ger	False	False	(-4, 0, -3, 6)	()	6	-4	major	major	I	I, major	vii/V	V	V/I	V	False	viio65/V	viio65/V, major		Ger6, major	V	V	Ger7	7	5	-5	-5	-4	1	-9	G	Bbb	Db	Ab	German augmented sixth chord	1	True	True	True	True	True	-4	-4	-5	b6	True	False	True
92	4	11.5	52	4	E	0	2.5	0	False	2	4	1	1	1/8	True	-5	6	6	6	6a	3	23/2	False	True				False	10		Ger6	Db	I		Ger6	Ger	vii	o	65	b3	V	Ger	False	False	(-4, 0, -3, 6)	()	6	-4	major	major	I	I, major	vii/V	V	V/I	V	False	viio65/V	viio65/V, major		Ger6, major	V	V	Ger7	7	5	-5	-5	-4	1	-9	G	Bbb	Db	Ab	German augmented sixth chord	1	True	True	True	True	True	9	9	8	#2	False	False	False
92	4	11.5	55	1	G	0	2.5	0	False	2	4	1	1	1/8	True	-5	6	6	6	6a	3	23/2	False	True				False	10		Ger6	Db	I		Ger6	Ger	vii	o	65	b3	V	Ger	False	False	(-4, 0, -3, 6)	()	6	-4	major	major	I	I, major	vii/V	V	V/I	V	False	viio65/V	viio65/V, major		Ger6, major	V	V	Ger7	7	5	-5	-5	-4	1	-9	G	Bbb	Db	Ab	German augmented sixth chord	1	True	True	True	True	True	6	6	5	#4	True	True	False
92	4	11.5	61	-5	D	-1	2.5	0	False	2	4	1	1	1/8	True	-5	6	6	6	6a	4	23/2	False	True				False	10		Ger6	Db	I		Ger6	Ger	vii	o	65	b3	V	Ger	False	False	(-4, 0, -3, 6)	()	6	-4	major	major	I	I, major	vii/V	V	V/I	V	False	viio65/V	viio65/V, major		Ger6, major	V	V	Ger7	7	5	-5	-5	-4	1	-9	G	Bbb	Db	Ab	German augmented sixth chord	1	True	True	True	True	True	0	0	-1	1	True	False	False
96	8	12.0	32	-4	A	-1	1.0	1	True	2	4	2	1	1/4	True	-5	7	7	7	7a	1	12	False	True				False	11		V7(4)	Db	I		V7(4)		V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	V7	5		-5	-5	-5	-4	-4	Ab	Ab	Db	Db	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
96	8	12.0	44	-4	A	-1	1.0	1	True	2	4	2	1	1/4	True	-5	7	7	7	7a	2	12	False	True				False	11		V7(4)	Db	I		V7(4)		V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	V7	5		-5	-5	-5	-4	-4	Ab	Ab	Db	Db	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
96	8	12.0	51	-3	E	-1	1.0	1	True	2	4	1	1	1/4	True	-5	7	7	7	7a	3	12	False	True				False	11		V7(4)	Db	I		V7(4)		V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	V7	5		-5	-5	-5	-4	-4	Ab	Ab	Db	Db	dominant seventh chord	7	True	True	True	True	True	2	2	2	2	True	False	False
96	8	12.0	54	-6	G	-1	1.0	1	True	2	4	1	1	1/4	True	-5	7	7	7	7a	3	12	False	True				False	11		V7(4)	Db	I		V7(4)		V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	V7	5		-5	-5	-5	-4	-4	Ab	Ab	Db	Db	dominant seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	False	False
96	8	12.0	61	-5	D	-1	1.0	1	True	2	4	1	1	1/4	True	-5	7	7	7	7a	4	12	False	True				False	11		V7(4)	Db	I		V7(4)		V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	V7	5		-5	-5	-5	-4	-4	Ab	Ab	Db	Db	dominant seventh chord	7	True	True	True	True	True	0	0	0	1	True	False	False
104	8	13.0	44	-4	A	-1	2.0	2	True	2	4	2	1	1/4	True	-5	7	7	7	7a	2	13	False	True				False	12		V7	Db	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		-5	-5	-5	-4	-4	Ab	Ab	Db	Db	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
104	8	13.0	51	-3	E	-1	2.0	2	True	2	4	1	1	1/4	True	-5	7	7	7	7a	3	13	False	True				False	12		V7	Db	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		-5	-5	-5	-4	-4	Ab	Ab	Db	Db	dominant seventh chord	7	True	True	True	True	True	2	2	2	2	True	False	False
104	8	13.0	54	-6	G	-1	2.0	2	True	2	4	1	1	1/4	True	-5	7	7	7	7a	3	13	False	True				False	12		V7	Db	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		-5	-5	-5	-4	-4	Ab	Ab	Db	Db	dominant seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	False	False
104	8	13.0	60	0	C	0	2.0	2	True	2	4	1	1	1/4	True	-5	7	7	7	7a	4	13	False	True				False	12		V7	Db	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		-5	-5	-5	-4	-4	Ab	Ab	Db	Db	dominant seventh chord	7	True	True	True	True	True	5	5	5	7	True	False	False
