onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	3	0.0	58	-2	B	-1	3.0	3	True	3	4	1	1	3/16	True	-3	1	1	0	0a	3	0	True	True			{	False	0		Eb.V{	Eb	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		-3	-3	-3	-2	-2	Bb	Bb	Eb	Eb	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
3	1	0.75	63	-3	E	-1	3.75	0	False	3	4	1	1	1/16	True	-3	1	1	0	0a	4	3/4	False	False				False	0		Eb.V{	Eb	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		-3	-3	-3	-2	-2	Bb	Bb	Eb	Eb	major triad	0	True	True	True	True	True	0	0	0	1	False	False	False
4	12	1.0	51	-3	E	-1	1.0	1	True	3	4	2	2	3/4	True	-3	2	2	1	1a	3	1	False	True				False	1		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
4	2	1.0	55	1	G	0	1.0	1	True	3	4	2	1	1/8	True	-3	2	2	1	1a	3	1	False	True				False	1		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
4	8	1.0	63	-3	E	-1	1.0	1	True	3	4	1	1	1/2	True	-3	2	2	1	1a	4	1	False	True				False	1		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
6	2	1.5	58	-2	B	-1	1.5	0	False	3	4	2	1	1/8	True	-3	2	2	1	1a	3	3/2	False	False				False	1		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
8	2	2.0	55	1	G	0	2.0	2	True	3	4	2	1	1/8	True	-3	2	2	1	1a	3	2	False	False				False	1		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
10	2	2.5	58	-2	B	-1	2.5	0	False	3	4	2	1	1/8	True	-3	2	2	1	1a	3	5/2	False	False				False	1		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
12	2	3.0	55	1	G	0	3.0	3	True	3	4	2	1	1/8	True	-3	2	2	1	1a	3	3	False	False				False	1		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
12	3	3.0	67	1	G	0	3.0	3	True	3	4	1	1	3/16	True	-3	2	2	1	1a	4	3	False	False				False	1		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
14	2	3.5	58	-2	B	-1	3.5	0	False	3	4	2	1	1/8	True	-3	2	2	1	1a	3	7/2	False	False				False	1		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
15	1	3.75	63	-3	E	-1	3.75	0	False	3	4	1	1	1/16	True	-3	2	2	1	1a	4	15/4	False	False				False	1		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
16	8	4.0	53	-1	F	0	1.0	1	True	3	4	2	2	1/2	True	-3	3	3	2	2a	3	4	True	True				False	2		V43(4)	Eb	I		V43(4)	V		43	4		Mm7	False	False	(2, -1, 1, 0)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43(4), major		V	V7	5		-3	-3	-3	-2	-1	Bb	F	Eb	Eb	dominant seventh chord	2	True	True	True	True	True	2	2	2	2	True	False	True
16	2	4.0	56	-4	A	-1	1.0	1	True	3	4	2	1	1/8	True	-3	3	3	2	2a	3	4	True	True				False	2		V43(4)	Eb	I		V43(4)	V		43	4		Mm7	False	False	(2, -1, 1, 0)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43(4), major		V	V7	5		-3	-3	-3	-2	-1	Bb	F	Eb	Eb	dominant seventh chord	2	True	True	True	True	True	-1	-1	-1	4	True	False	False
16	4	4.0	63	-3	E	-1	1.0	1	True	3	4	1	1	1/4	True	-3	3	3	2	2a	4	4	True	True				False	2		V43(4)	Eb	I		V43(4)	V		43	4		Mm7	False	False	(2, -1, 1, 0)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43(4), major		V	V7	5		-3	-3	-3	-2	-1	Bb	F	Eb	Eb	dominant seventh chord	2	True	True	True	True	True	0	0	0	1	True	False	False
18	2	4.5	58	-2	B	-1	1.5	0	False	3	4	2	1	1/8	True	-3	3	3	2	2a	3	9/2	False	False				False	2		V43(4)	Eb	I		V43(4)	V		43	4		Mm7	False	False	(2, -1, 1, 0)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43(4), major		V	V7	5		-3	-3	-3	-2	-1	Bb	F	Eb	Eb	dominant seventh chord	2	True	True	True	True	True	1	1	1	5	True	True	False
20	2	5.0	56	-4	A	-1	2.0	2	True	3	4	2	1	1/8	True	-3	3	3	2	2a	3	5	False	True				False	3		V43	Eb	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	V7	5		-3	-3	-3	-2	-1	Bb	F	Eb	Eb	dominant seventh chord	2	True	True	True	True	True	-1	-1	-1	4	True	False	False
20	6	5.0	62	2	D	0	2.0	2	True	3	4	1	1	3/8	True	-3	3	3	2	2a	4	5	False	True				False	3		V43	Eb	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	V7	5		-3	-3	-3	-2	-1	Bb	F	Eb	Eb	dominant seventh chord	2	True	True	True	True	True	5	5	5	7	True	False	False
22	2	5.5	58	-2	B	-1	2.5	0	False	3	4	2	1	1/8	True	-3	3	3	2	2a	3	11/2	False	False				False	3		V43	Eb	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	V7	5		-3	-3	-3	-2	-1	Bb	F	Eb	Eb	dominant seventh chord	2	True	True	True	True	True	1	1	1	5	True	True	False
24	2	6.0	53	-1	F	0	3.0	3	True	3	4	2	2	1/8	False	-3	3	3	2	2a	3	6	False	False				False	3		V43	Eb	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	V7	5		-3	-3	-3	-2	-1	Bb	F	Eb	Eb	dominant seventh chord	2	True	True	True	True	True	2	2	2	2	True	False	True
24	2	6.0	56	-4	A	-1	3.0	3	True	3	4	2	1	1/8	True	-3	3	3	2	2a	3	6	False	False				False	3		V43	Eb	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	V7	5		-3	-3	-3	-2	-1	Bb	F	Eb	Eb	dominant seventh chord	2	True	True	True	True	True	-1	-1	-1	4	True	False	False
26	2	6.5	51	-3	E	-1	3.5	0	False	3	4	2	2	1/8	True	-3	3	3	2	2a	3	13/2	False	True				False	4		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
26	2	6.5	55	1	G	0	3.5	0	False	3	4	2	1	1/8	True	-3	3	3	2	2a	3	13/2	False	True				False	4		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
26	2	6.5	63	-3	E	-1	3.5	0	False	3	4	1	1	1/8	True	-3	3	3	2	2a	4	13/2	False	True				False	4		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
28	6	7.0	50	2	D	0	1.0	1	True	3	4	2	1	3/8	True	-3	4	4	3	3a	3	7	False	True				False	5		V6	Eb	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		-3	-3	-3	-2	2	Bb	D	Eb	Eb	major triad	1	True	True	True	True	True	5	5	5	7	True	False	True
28	6	7.0	53	-1	F	0	1.0	1	True	3	4	2	1	3/8	True	-3	4	4	3	3a	3	7	False	True				False	5		V6	Eb	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		-3	-3	-3	-2	2	Bb	D	Eb	Eb	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
28	2	7.0	58	-2	B	-1	1.0	1	True	3	4	1	2	1/8	True	-3	4	4	3	3a	3	7	False	True				False	5		V6	Eb	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		-3	-3	-3	-2	2	Bb	D	Eb	Eb	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
28	6	7.0	65	-1	F	0	1.0	1	True	3	4	1	1	3/8	True	-3	4	4	3	3a	4	7	False	True				False	5		V6	Eb	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		-3	-3	-3	-2	2	Bb	D	Eb	Eb	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
30	2	7.5	58	-2	B	-1	1.5	0	False	3	4	1	2	1/8	True	-3	4	4	3	3a	3	15/2	False	False				False	5		V6	Eb	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		-3	-3	-3	-2	2	Bb	D	Eb	Eb	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
32	2	8.0	58	-2	B	-1	2.0	2	True	3	4	1	2	1/8	True	-3	4	4	3	3a	3	8	False	False				False	5		V6	Eb	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		-3	-3	-3	-2	2	Bb	D	Eb	Eb	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
34	2	8.5	48	0	C	0	2.5	0	False	3	4	2	1	1/8	True	-3	4	4	3	3a	3	17/2	False	True				False	6		vi7	Eb	I		vi7	vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7, major		vi	vi7	6		-3	-3	-3	0	0	C	C	Eb	Eb	minor seventh chord	7	True	True	True	True	True	3	3	3	6	True	True	True
34	2	8.5	51	-3	E	-1	2.5	0	False	3	4	2	1	1/8	True	-3	4	4	3	3a	3	17/2	False	True				False	6		vi7	Eb	I		vi7	vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7, major		vi	vi7	6		-3	-3	-3	0	0	C	C	Eb	Eb	minor seventh chord	7	True	True	True	True	True	0	0	0	1	True	False	False
34	2	8.5	58	-2	B	-1	2.5	0	False	3	4	1	2	1/8	True	-3	4	4	3	3a	3	17/2	False	True				False	6		vi7	Eb	I		vi7	vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7, major		vi	vi7	6		-3	-3	-3	0	0	C	C	Eb	Eb	minor seventh chord	7	True	True	True	True	True	1	1	1	5	True	False	False
34	2	8.5	67	1	G	0	2.5	0	False	3	4	1	1	1/8	True	-3	4	4	3	3a	4	17/2	False	True				False	6		vi7	Eb	I		vi7	vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7, major		vi	vi7	6		-3	-3	-3	0	0	C	C	Eb	Eb	minor seventh chord	7	True	True	True	True	True	4	4	4	3	True	False	False
36	2	9.0	46	-2	B	-1	3.0	3	True	3	4	2	1	1/8	True	-3	4	4	3	3a	2	9	False	True				False	7		V7	Eb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		-3	-3	-3	-2	-2	Bb	Bb	Eb	Eb	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
36	2	9.0	50	2	D	0	3.0	3	True	3	4	2	1	1/8	True	-3	4	4	3	3a	3	9	False	True				False	7		V7	Eb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		-3	-3	-3	-2	-2	Bb	Bb	Eb	Eb	dominant seventh chord	7	True	True	True	True	True	5	5	5	7	True	False	False
36	2	9.0	58	-2	B	-1	3.0	3	True	3	4	1	2	1/8	True	-3	4	4	3	3a	3	9	False	True				False	7		V7	Eb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		-3	-3	-3	-2	-2	Bb	Bb	Eb	Eb	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
36	2	9.0	65	-1	F	0	3.0	3	True	3	4	1	1	1/8	True	-3	4	4	3	3a	4	9	False	True				False	7		V7	Eb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		-3	-3	-3	-2	-2	Bb	Bb	Eb	Eb	dominant seventh chord	7	True	True	True	True	True	2	2	2	2	True	False	False
36	2	9.0	68	-4	A	-1	3.0	3	True	3	4	1	1	1/8	True	-3	4	4	3	3a	4	9	False	True				False	7		V7	Eb	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		-3	-3	-3	-2	-2	Bb	Bb	Eb	Eb	dominant seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	False	False
38	2	9.5	50	2	D	0	3.5	0	False	3	4	2	1	1/8	True	-3	4	4	3	3a	3	19/2	False	True				False	8		V6	Eb	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		-3	-3	-3	-2	2	Bb	D	Eb	Eb	major triad	1	True	True	True	True	True	5	5	5	7	True	False	True
38	2	9.5	53	-1	F	0	3.5	0	False	3	4	2	1	1/8	True	-3	4	4	3	3a	3	19/2	False	True				False	8		V6	Eb	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		-3	-3	-3	-2	2	Bb	D	Eb	Eb	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
38	2	9.5	58	-2	B	-1	3.5	0	False	3	4	1	2	1/8	True	-3	4	4	3	3a	3	19/2	False	True				False	8		V6	Eb	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		-3	-3	-3	-2	2	Bb	D	Eb	Eb	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
38	2	9.5	65	-1	F	0	3.5	0	False	3	4	1	1	1/8	True	-3	4	4	3	3a	4	19/2	False	True				False	8		V6	Eb	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		-3	-3	-3	-2	2	Bb	D	Eb	Eb	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
38	2	9.5	70	-2	B	-1	3.5	0	False	3	4	1	1	1/8	True	-3	4	4	3	3a	4	19/2	False	True				False	8		V6	Eb	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		-3	-3	-3	-2	2	Bb	D	Eb	Eb	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
40	4	10.0	51	-3	E	-1	1.0	1	True	3	4	2	1	1/4	True	-3	5	5	4	4a	3	10	False	True				False	9		I(94)	Eb	I		I(94)	I			94		M	False	False	(0, -1, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(94), major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
40	2	10.0	58	-2	B	-1	1.0	1	True	3	4	1	2	1/8	True	-3	5	5	4	4a	3	10	False	True				False	9		I(94)	Eb	I		I(94)	I			94		M	False	False	(0, -1, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(94), major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
40	4	10.0	65	-1	F	0	1.0	1	True	3	4	1	1	1/4	True	-3	5	5	4	4a	4	10	False	True				False	9		I(94)	Eb	I		I(94)	I			94		M	False	False	(0, -1, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(94), major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	2	2	2	2	False	False	False
40	4	10.0	68	-4	A	-1	1.0	1	True	3	4	1	1	1/4	True	-3	5	5	4	4a	4	10	False	True				False	9		I(94)	Eb	I		I(94)	I			94		M	False	False	(0, -1, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(94), major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	-1	-1	-1	4	True	False	False
42	2	10.5	58	-2	B	-1	1.5	0	False	3	4	1	2	1/8	True	-3	5	5	4	4a	3	21/2	False	False				False	9		I(94)	Eb	I		I(94)	I			94		M	False	False	(0, -1, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(94), major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
44	4	11.0	39	-3	E	-1	2.0	2	True	3	4	2	1	1/4	True	-3	5	5	4	4a	2	11	False	True				False	10		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
44	2	11.0	58	-2	B	-1	2.0	2	True	3	4	1	2	1/8	True	-3	5	5	4	4a	3	11	False	True				False	10		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
44	4	11.0	63	-3	E	-1	2.0	2	True	3	4	1	1	1/4	True	-3	5	5	4	4a	4	11	False	True				False	10		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
44	4	11.0	67	1	G	0	2.0	2	True	3	4	1	1	1/4	True	-3	5	5	4	4a	4	11	False	True				False	10		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
46	2	11.5	58	-2	B	-1	2.5	0	False	3	4	1	2	1/8	True	-3	5	5	4	4a	3	23/2	False	False				False	10		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
48	3	12.0	51	-3	E	-1	3.0	3	True	3	4	2	1	3/16	True	-3	5	5	4	4a	3	12	False	False				False	10		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
48	2	12.0	63	-3	E	-1	3.0	3	True	3	4	1	2	1/8	True	-3	5	5	4	4a	4	12	False	False				False	10		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
48	3	12.0	67	1	G	0	3.0	3	True	3	4	1	1	3/16	True	-3	5	5	4	4a	4	12	False	False				False	10		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
50	2	12.5	63	-3	E	-1	3.5	0	False	3	4	1	2	1/8	True	-3	5	5	4	4a	4	25/2	False	False				False	10		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
51	1	12.75	53	-1	F	0	3.75	0	False	3	4	2	1	1/16	True	-3	5	5	4	4a	3	51/4	False	False				False	10		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	2	2	2	2	False	False	False
51	1	12.75	68	-4	A	-1	3.75	0	False	3	4	1	1	1/16	True	-3	5	5	4	4a	4	51/4	False	False				False	10		I	Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	-1	-1	-1	4	False	False	False
52	6	13.0	55	1	G	0	1.0	1	True	3	4	2	1	3/8	True	-3	6	6	5	5a	3	13	False	True				False	11		I6	Eb	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		-3	-3	-3	-3	1	Eb	G	Eb	Eb	major triad	1	True	True	True	True	True	4	4	4	3	True	False	True
