onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	3	0.0	55	1	G	0	4.75	0	False	4	4	1	1	1/16	True	0	1	1	0	0a	3	0	True	True			{	False	0		C.V{	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		0	0	0	1	1	G	G	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
3	6	0.25	48	0	C	0	1.0	1	True	4	4	2	1	1/8	True	0	2	2	1	1a	3	1/4	False	True				False	1		I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
3	6	0.25	52	4	E	0	1.0	1	True	4	4	2	1	1/8	True	0	2	2	1	1a	3	1/4	False	True				False	1		I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
3	6	0.25	55	1	G	0	1.0	1	True	4	4	2	1	1/8	True	0	2	2	1	1a	3	1/4	False	True				False	1		I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
3	6	0.25	60	0	C	0	1.0	1	True	4	4	1	1	1/8	True	0	2	2	1	1a	4	1/4	False	True				False	1		I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
15	6	1.25	50	2	D	0	2.0	2	True	4	4	2	1	1/8	True	0	2	2	1	1a	3	5/4	False	True				False	2		V43	C	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	V7	5		0	0	0	1	2	G	D	C	C	dominant seventh chord	2	True	True	True	True	True	2	2	2	2	True	False	True
15	6	1.25	53	-1	F	0	2.0	2	True	4	4	2	1	1/8	True	0	2	2	1	1a	3	5/4	False	True				False	2		V43	C	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	V7	5		0	0	0	1	2	G	D	C	C	dominant seventh chord	2	True	True	True	True	True	-1	-1	-1	4	True	False	False
15	6	1.25	55	1	G	0	2.0	2	True	4	4	2	1	1/8	True	0	2	2	1	1a	3	5/4	False	True				False	2		V43	C	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	V7	5		0	0	0	1	2	G	D	C	C	dominant seventh chord	2	True	True	True	True	True	1	1	1	5	True	True	False
15	6	1.25	59	5	B	0	2.0	2	True	4	4	1	1	1/8	True	0	2	2	1	1a	3	5/4	False	True				False	2		V43	C	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	V7	5		0	0	0	1	2	G	D	C	C	dominant seventh chord	2	True	True	True	True	True	5	5	5	7	True	False	False
27	6	2.25	52	4	E	0	3.0	3	True	4	4	2	1	1/8	True	0	2	2	1	1a	3	9/4	False	True				False	3		I6	C	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		0	0	0	0	4	C	E	C	C	major triad	1	True	True	True	True	True	4	4	4	3	True	False	True
27	6	2.25	55	1	G	0	3.0	3	True	4	4	2	1	1/8	True	0	2	2	1	1a	3	9/4	False	True				False	3		I6	C	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		0	0	0	0	4	C	E	C	C	major triad	1	True	True	True	True	True	1	1	1	5	True	False	False
27	6	2.25	60	0	C	0	3.0	3	True	4	4	1	1	1/8	True	0	2	2	1	1a	4	9/4	False	True				False	3		I6	C	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		0	0	0	0	4	C	E	C	C	major triad	1	True	True	True	True	True	0	0	0	1	True	True	False
39	6	3.25	47	5	B	0	4.0	4	True	4	4	2	1	1/8	True	0	2	2	1	1a	2	13/4	False	True				False	4		V6	C	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		0	0	0	1	5	G	B	C	C	major triad	1	True	True	True	True	True	5	5	5	7	True	False	True
39	6	3.25	55	1	G	0	4.0	4	True	4	4	2	1	1/8	True	0	2	2	1	1a	3	13/4	False	True				False	4		V6	C	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		0	0	0	1	5	G	B	C	C	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
39	6	3.25	62	2	D	0	4.0	4	True	4	4	1	1	1/8	True	0	2	2	1	1a	4	13/4	False	True				False	4		V6	C	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		0	0	0	1	5	G	B	C	C	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
51	6	4.25	48	0	C	0	1.0	1	True	4	4	2	2	1/8	True	0	3	3	2	2a	3	17/4	False	True				False	5		I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
51	6	4.25	55	1	G	0	1.0	1	True	4	4	2	1	1/8	True	0	3	3	2	2a	3	17/4	False	True				False	5		I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
51	6	4.25	60	0	C	0	1.0	1	True	4	4	1	1	1/8	True	0	3	3	2	2a	4	17/4	False	True				False	5		I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
51	6	4.25	64	4	E	0	1.0	1	True	4	4	1	1	1/8	True	0	3	3	2	2a	4	17/4	False	True				False	5		I	C	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
63	6	5.25	41	-1	F	0	2.0	2	True	4	4	2	2	1/8	True	0	3	3	2	2a	2	21/4	False	True				False	6		ii6	C	I		ii6	ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	ii	2		0	0	0	2	-1	D	F	C	C	minor triad	1	True	True	True	True	True	-1	-1	-1	4	True	False	True
63	6	5.25	57	3	A	0	2.0	2	True	4	4	2	1	1/8	True	0	3	3	2	2a	3	21/4	False	True				False	6		ii6	C	I		ii6	ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	ii	2		0	0	0	2	-1	D	F	C	C	minor triad	1	True	True	True	True	True	3	3	3	6	True	False	False
63	6	5.25	62	2	D	0	2.0	2	True	4	4	1	1	1/8	True	0	3	3	2	2a	4	21/4	False	True				False	6		ii6	C	I		ii6	ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	ii	2		0	0	0	2	-1	D	F	C	C	minor triad	1	True	True	True	True	True	2	2	2	2	True	True	False
63	6	5.25	65	-1	F	0	2.0	2	True	4	4	1	1	1/8	True	0	3	3	2	2a	4	21/4	False	True				False	6		ii6	C	I		ii6	ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	ii	2		0	0	0	2	-1	D	F	C	C	minor triad	1	True	True	True	True	True	-1	-1	-1	4	True	False	True
75	12	6.25	43	1	G	0	3.0	3	True	4	4	2	1	1/4	True	0	3	3	2	2a	2	25/4	False	True				False	7		V	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		0	0	0	1	1	G	G	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
75	24	6.25	59	5	B	0	3.0	3	True	4	4	1	1	1/2	True	0	3	3	2	2a	3	25/4	False	True				False	7		V	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		0	0	0	1	1	G	G	C	C	major triad	0	True	True	True	True	True	5	5	5	7	True	False	False
75	24	6.25	62	2	D	0	3.0	3	True	4	4	1	1	1/2	True	0	3	3	2	2a	4	25/4	False	True				False	7		V	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		0	0	0	1	1	G	G	C	C	major triad	0	True	True	True	True	True	2	2	2	2	True	False	False
87	9	7.25	55	1	G	0	4.0	4	True	4	4	2	1	3/16	True	0	3	3	2	2a	3	29/4	False	False				False	7		V	C	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		0	0	0	1	1	G	G	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
