onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	4	0.0	26	2	D	0	1.0	1	True	3	4	2	1	1/4	True	-1	1	1	1	1a	1	0	True	True			{	False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
0	4	0.0	38	2	D	0	1.0	1	True	3	4	2	1	1/4	True	-1	1	1	1	1a	2	0	True	True			{	False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
1	1	0.25	57	3	A	0	1.25	0	False	3	4	1	1	1/16	True	-1	1	1	1	1a	3	1/4	False	False				False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
2	1	0.5	62	2	D	0	1.5	0	False	3	4	1	1	1/16	True	-1	1	1	1	1a	4	1/2	False	False				False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
3	1	0.75	64	4	E	0	1.75	0	False	3	4	1	1	1/16	True	-1	1	1	1	1a	4	3/4	False	False				False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	True	True	True	True	2	2	2	2	False	False	False
4	4	1.0	45	3	A	0	2.0	2	True	3	4	2	1	1/4	True	-1	1	1	1	1a	2	1	False	False				False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
4	4	1.0	50	2	D	0	2.0	2	True	3	4	2	1	1/4	True	-1	1	1	1	1a	3	1	False	False				False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
4	4	1.0	53	-1	F	0	2.0	2	True	3	4	2	1	1/4	True	-1	1	1	1	1a	3	1	False	False				False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
4	4	1.0	57	3	A	0	2.0	2	True	3	4	2	1	1/4	True	-1	1	1	1	1a	3	1	False	False				False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
4	1	1.0	65	-1	F	0	2.0	2	True	3	4	1	1	1/16	True	-1	1	1	1	1a	4	1	False	False				False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
5	1	1.25	69	3	A	0	2.25	0	False	3	4	1	1	1/16	True	-1	1	1	1	1a	4	5/4	False	False				False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
6	1	1.5	74	2	D	0	2.5	0	False	3	4	1	1	1/16	True	-1	1	1	1	1a	5	3/2	False	False				False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
7	1	1.75	77	-1	F	0	2.75	0	False	3	4	1	1	1/16	True	-1	1	1	1	1a	5	7/4	False	False				False	0	d.i{	d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
8	4	2.0	44	-4	A	-1	3.0	3	True	3	4	2	1	1/4	True	-1	1	1	1	1a	2	2	False	True				False	1	bI64	d	i		bI64		bI		64			M	True	True	(-6, -7, -3)	()	-7	-6	minor	minor	i	i, minor	bI		i	i	True	bI64	bI64, minor		bI64, minor		bI	bI	-1		2	2	2	-5	-4	Db	Ab	D	D	major triad	2	True	True	True	True	True	-6	-6	-6	b5	True	False	True
8	4	2.0	49	-5	D	-1	3.0	3	True	3	4	2	1	1/4	True	-1	1	1	1	1a	3	2	False	True				False	1	bI64	d	i		bI64		bI		64			M	True	True	(-6, -7, -3)	()	-7	-6	minor	minor	i	i, minor	bI		i	i	True	bI64	bI64, minor		bI64, minor		bI	bI	-1		2	2	2	-5	-4	Db	Ab	D	D	major triad	2	True	True	True	True	True	-7	-7	-7	b1	True	True	False
8	4	2.0	53	-1	F	0	3.0	3	True	3	4	2	1	1/4	True	-1	1	1	1	1a	3	2	False	True				False	1	bI64	d	i		bI64		bI		64			M	True	True	(-6, -7, -3)	()	-7	-6	minor	minor	i	i, minor	bI		i	i	True	bI64	bI64, minor		bI64, minor		bI	bI	-1		2	2	2	-5	-4	Db	Ab	D	D	major triad	2	True	True	True	True	True	-3	-3	-3	3	True	False	False
