onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	1	0.0	70	10	A	1	1.0	1	True	2	2	1	1	1/4	True	0	1	1	1	1a	4	0	True	True			{	False	0	b.Fr43/iv{		b	i		Fr43/iv	Fr	V		43	b5	V/iv	Fr	True	True	(-5, -1, 1, 5)	()	1	-5	minor	minor	i	i, minor	V/V/iv	I	V/iv/i	I	False	V43/V/iv	V43/V/iv, minor		Fr43/iv, minor	iv	iv	Fr7	5	1	5	5	5	6	0	F#	C	B	B	French augmented sixth chord	2	True	True	True	True	True	5	5	5	#7	True	False	False
1	1	0.5	66	6	F	1	1.5	0	False	2	2	1	1	1/4	True	0	1	1	1	1a	4	1	False	False				False	0	b.Fr43/iv{		b	i		Fr43/iv	Fr	V		43	b5	V/iv	Fr	True	True	(-5, -1, 1, 5)	()	1	-5	minor	minor	i	i, minor	V/V/iv	I	V/iv/i	I	False	V43/V/iv	V43/V/iv, minor		Fr43/iv, minor	iv	iv	Fr7	5	1	5	5	5	6	0	F#	C	B	B	French augmented sixth chord	2	True	True	True	True	True	1	1	1	5	True	True	False
2	1	1.0	60	0	C	0	2.0	2	True	2	2	1	1	1/4	True	0	1	1	1	1a	4	2	False	False				False	0	b.Fr43/iv{		b	i		Fr43/iv	Fr	V		43	b5	V/iv	Fr	True	True	(-5, -1, 1, 5)	()	1	-5	minor	minor	i	i, minor	V/V/iv	I	V/iv/i	I	False	V43/V/iv	V43/V/iv, minor		Fr43/iv, minor	iv	iv	Fr7	5	1	5	5	5	6	0	F#	C	B	B	French augmented sixth chord	2	True	True	True	True	True	-5	-5	-5	b2	True	False	True
3	1	1.5	59	5	B	0	2.5	0	False	2	2	1	1	1/4	True	0	1	1	1	1a	3	3	False	False				False	0	b.Fr43/iv{		b	i		Fr43/iv	Fr	V		43	b5	V/iv	Fr	True	True	(-5, -1, 1, 5)	()	1	-5	minor	minor	i	i, minor	V/V/iv	I	V/iv/i	I	False	V43/V/iv	V43/V/iv, minor		Fr43/iv, minor	iv	iv	Fr7	5	1	5	5	5	6	0	F#	C	B	B	French augmented sixth chord	2	True	True	True	True	True	0	0	0	1	False	False	False
4	4	2.0	47	5	B	0	1.0	1	True	2	2	2	1	1	True	0	2	2	2	2a	2	4	False	True				False	1	I		b	i		I		I					M	True	True	(0, 4, 1)	()	0	0	minor	minor	i	i, minor	I		i	i	True	I	I, minor		I, minor		I	I	1		5	5	5	5	5	B	B	B	B	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
4	4	2.0	54	6	F	1	1.0	1	True	2	2	2	1	1	True	0	2	2	2	2a	3	4	False	True				False	1	I		b	i		I		I					M	True	True	(0, 4, 1)	()	0	0	minor	minor	i	i, minor	I		i	i	True	I	I, minor		I, minor		I	I	1		5	5	5	5	5	B	B	B	B	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
4	1	2.0	63	9	D	1	1.0	1	True	2	2	1	1	1/4	True	0	2	2	2	2a	4	4	False	True				False	1	I		b	i		I		I					M	True	True	(0, 4, 1)	()	0	0	minor	minor	i	i, minor	I		i	i	True	I	I, minor		I, minor		I	I	1		5	5	5	5	5	B	B	B	B	major triad	0	True	True	True	True	True	4	4	4	#3	True	False	False
5	1	2.5	65	11	E	1	1.5	0	False	2	2	1	1	1/4	True	0	2	2	2	2a	4	5	False	True				False	2	I(#4)		b	i		I(#4)		I			#4		M	True	True	(0, 4, 6)	()	0	0	minor	minor	i	i, minor	I		i	i	True	I	I, minor		I(#4), minor		I	I	1		5	5	5	5	5	B	B	B	B	major triad	0	True	True	True	True	True	6	6	6	#4	True	False	False
6	2	3.0	62	2	D	0	2.0	2	True	2	2	1	1	1/2	True	0	2	2	2	2a	4	6	False	True				False	3	i		b	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		5	5	5	5	5	B	B	B	B	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
8	1	4.0	70	10	A	1	1.0	1	True	2	2	1	1	1/4	True	0	3	3	3	3a	4	8	False	True				False	4	Fr43/iv		b	i		Fr43/iv	Fr	V		43	b5	V/iv	Fr	True	True	(-5, -1, 1, 5)	()	1	-5	minor	minor	i	i, minor	V/V/iv	I	V/iv/i	I	False	V43/V/iv	V43/V/iv, minor		Fr43/iv, minor	iv	iv	Fr7	5	1	5	5	5	6	0	F#	C	B	B	French augmented sixth chord	2	True	True	True	True	True	5	5	5	#7	True	False	False
9	1	4.5	66	6	F	1	1.5	0	False	2	2	1	1	1/4	True	0	3	3	3	3a	4	9	False	False				False	4	Fr43/iv		b	i		Fr43/iv	Fr	V		43	b5	V/iv	Fr	True	True	(-5, -1, 1, 5)	()	1	-5	minor	minor	i	i, minor	V/V/iv	I	V/iv/i	I	False	V43/V/iv	V43/V/iv, minor		Fr43/iv, minor	iv	iv	Fr7	5	1	5	5	5	6	0	F#	C	B	B	French augmented sixth chord	2	True	True	True	True	True	1	1	1	5	True	True	False
10	1	5.0	60	0	C	0	2.0	2	True	2	2	1	1	1/4	True	0	3	3	3	3a	4	10	False	False				False	4	Fr43/iv		b	i		Fr43/iv	Fr	V		43	b5	V/iv	Fr	True	True	(-5, -1, 1, 5)	()	1	-5	minor	minor	i	i, minor	V/V/iv	I	V/iv/i	I	False	V43/V/iv	V43/V/iv, minor		Fr43/iv, minor	iv	iv	Fr7	5	1	5	5	5	6	0	F#	C	B	B	French augmented sixth chord	2	True	True	True	True	True	-5	-5	-5	b2	True	False	True
