onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	24	0.0	41	-1	F	0	1.0	1	True	4	4	2	1	1/4	True	-4	1	1	1	1a	2	0	True	True			{	False	0		f.i{		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
0	24	0.0	53	-1	F	0	1.0	1	True	4	4	2	1	1/4	True	-4	1	1	1	1a	3	0	True	True			{	False	0		f.i{		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
18	6	0.75	56	-4	A	-1	1.75	0	False	4	4	1	1	1/16	True	-4	1	1	1	1a	3	3/4	False	False				False	0		f.i{		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
24	18	1.0	60	0	C	0	2.0	2	True	4	4	1	1	3/16	True	-4	1	1	1	1a	4	1	False	False				False	0		f.i{		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
42	6	1.75	65	-1	F	0	2.75	0	False	4	4	1	1	1/16	True	-4	1	1	1	1a	4	7/4	False	False				False	0		f.i{		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
48	24	2.0	53	-1	F	0	3.0	3	True	4	4	2	1	1/4	True	-4	1	1	1	1a	3	2	False	False				False	0		f.i{		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
48	24	2.0	60	0	C	0	3.0	3	True	4	4	2	1	1/4	True	-4	1	1	1	1a	4	2	False	False				False	0		f.i{		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
48	18	2.0	68	-4	A	-1	3.0	3	True	4	4	1	1	3/16	True	-4	1	1	1	1a	4	2	False	False				False	0		f.i{		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
66	6	2.75	72	0	C	0	3.75	0	False	4	4	1	1	1/16	True	-4	1	1	1	1a	5	11/4	False	False				False	0		f.i{		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
72	18	3.0	77	-1	F	0	4.0	4	True	4	4	1	1	3/16	True	-4	1	1	1	1a	5	3	False	False				False	0		f.i{		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
90	6	3.75	80	-4	A	-1	4.75	0	False	4	4	1	1	1/16	True	-4	1	1	1	1a	5	15/4	False	False				False	0		f.i{		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
96	24	4.0	52	4	E	0	1.0	1	True	4	4	2	1	1/4	True	-4	2	2	2	2a	3	4	False	True				False	1		V6		f	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	V	5		-1	-1	-1	0	4	C	E	F	F	major triad	1	True	True	True	True	True	5	5	5	#7	True	False	True
96	24	4.0	60	0	C	0	1.0	1	True	4	4	2	1	1/4	True	-4	2	2	2	2a	4	4	False	True				False	1		V6		f	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	V	5		-1	-1	-1	0	4	C	E	F	F	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
96	24	4.0	79	1	G	0	1.0	1	True	4	4	1	1	1/4	True	-4	2	2	2	2a	5	4	False	True				False	1		V6		f	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	V	5		-1	-1	-1	0	4	C	E	F	F	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
120	24	5.0	72	0	C	0	2.0	2	True	4	4	1	1	1/4	True	-4	2	2	2	2a	5	5	False	False				False	1		V6		f	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	V	5		-1	-1	-1	0	4	C	E	F	F	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
144	24	6.0	48	0	C	0	3.0	3	True	4	4	2	1	1/4	True	-4	2	2	2	2a	3	6	False	True				False	2		V		f	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		-1	-1	-1	0	0	C	C	F	F	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
144	24	6.0	52	4	E	0	3.0	3	True	4	4	2	1	1/4	True	-4	2	2	2	2a	3	6	False	True				False	2		V		f	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		-1	-1	-1	0	0	C	C	F	F	major triad	0	True	True	True	True	True	5	5	5	#7	True	False	False
162	6	6.75	70	-2	B	-1	3.75	0	False	4	4	1	1	1/16	True	-4	2	2	2	2a	4	27/4	False	False				False	2		V		f	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		-1	-1	-1	0	0	C	C	F	F	major triad	0	True	True	True	True	True	-1	-1	-1	4	False	False	False
168	18	7.0	68	-4	A	-1	4.0	4	True	4	4	1	1	3/16	True	-4	2	2	2	2a	4	7	False	False				False	2		V		f	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		-1	-1	-1	0	0	C	C	F	F	major triad	0	True	True	True	True	True	-3	-3	-3	3	False	False	False
186	6	7.75	67	1	G	0	4.75	0	False	4	4	1	1	1/16	True	-4	2	2	2	2a	4	31/4	False	False				False	2		V		f	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		-1	-1	-1	0	0	C	C	F	F	major triad	0	True	True	True	True	True	2	2	2	2	True	False	False
192	24	8.0	41	-1	F	0	1.0	1	True	4	4	2	1	1/4	True	-4	3	3	3	3a	2	8	False	True				False	3		i		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
192	24	8.0	53	-1	F	0	1.0	1	True	4	4	2	1	1/4	True	-4	3	3	3	3a	3	8	False	True				False	3		i		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
192	18	8.0	68	-4	A	-1	1.0	1	True	4	4	1	1	3/16	True	-4	3	3	3	3a	4	8	False	True				False	3		i		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
210	6	8.75	56	-4	A	-1	1.75	0	False	4	4	1	1	1/16	True	-4	3	3	3	3a	3	35/4	False	False				False	3		i		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
216	18	9.0	60	0	C	0	2.0	2	True	4	4	1	1	3/16	True	-4	3	3	3	3a	4	9	False	False				False	3		i		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
234	6	9.75	65	-1	F	0	2.75	0	False	4	4	1	1	1/16	True	-4	3	3	3	3a	4	39/4	False	False				False	3		i		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
240	24	10.0	53	-1	F	0	3.0	3	True	4	4	2	1	1/4	True	-4	3	3	3	3a	3	10	False	False				False	3		i		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
240	24	10.0	60	0	C	0	3.0	3	True	4	4	2	1	1/4	True	-4	3	3	3	3a	4	10	False	False				False	3		i		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
240	18	10.0	68	-4	A	-1	3.0	3	True	4	4	1	1	3/16	True	-4	3	3	3	3a	4	10	False	False				False	3		i		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
258	6	10.75	72	0	C	0	3.75	0	False	4	4	1	1	1/16	True	-4	3	3	3	3a	5	43/4	False	False				False	3		i		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
264	18	11.0	77	-1	F	0	4.0	4	True	4	4	1	1	3/16	True	-4	3	3	3	3a	5	11	False	False				False	3		i		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
282	6	11.75	80	-4	A	-1	4.75	0	False	4	4	1	1	1/16	True	-4	3	3	3	3a	5	47/4	False	False				False	3		i		f	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
288	24	12.0	52	4	E	0	1.0	1	True	4	4	2	1	1/4	True	-4	4	4	4	4a	3	12	False	True				False	4		V6		f	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	V	5		-1	-1	-1	0	4	C	E	F	F	major triad	1	True	True	True	True	True	5	5	5	#7	True	False	True
288	24	12.0	60	0	C	0	1.0	1	True	4	4	2	1	1/4	True	-4	4	4	4	4a	4	12	False	True				False	4		V6		f	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	V	5		-1	-1	-1	0	4	C	E	F	F	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
288	24	12.0	79	1	G	0	1.0	1	True	4	4	1	1	1/4	True	-4	4	4	4	4a	5	12	False	True				False	4		V6		f	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	V	5		-1	-1	-1	0	4	C	E	F	F	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
312	24	13.0	72	0	C	0	2.0	2	True	4	4	1	1	1/4	True	-4	4	4	4	4a	5	13	False	False				False	4		V6		f	i		V6	V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor		V6, minor		V	V	5		-1	-1	-1	0	4	C	E	F	F	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
