onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	12	0.0	72	0	C	0	4.5	0	False	4	4	1	1	1/8	True	-1	1	1	0	0a	5	0	True	True			{	False	0	F.I{	F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-1	-1	-1	-1	-1	F	F	F	F	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
12	12	0.5	81	3	A	0	1.0	1	True	4	4	1	1	1/8	True	-1	2	2	1	1a	5	1/2	False	False				False	0	F.I{	F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-1	-1	-1	-1	-1	F	F	F	F	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
24	4	1.0	79	1	G	0	1.5	0	False	4	4	1	1	1/24	True	-1	2	2	1	1a	5	1	False	False				False	0	F.I{	F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-1	-1	-1	-1	-1	F	F	F	F	major triad	0	True	True	True	True	True	2	2	2	2	False	False	False
28	4	1.167	77	-1	F	0	1.667	0	False	4	4	1	1	1/24	True	-1	2	2	1	1a	5	7/6	False	False				False	0	F.I{	F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-1	-1	-1	-1	-1	F	F	F	F	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
32	4	1.333	76	4	E	0	1.833	0	False	4	4	1	1	1/24	True	-1	2	2	1	1a	5	4/3	False	False				False	0	F.I{	F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-1	-1	-1	-1	-1	F	F	F	F	major triad	0	True	True	True	True	True	5	5	5	7	False	False	False
36	12	1.5	77	-1	F	0	2.0	2	True	4	4	1	1	1/8	True	-1	2	2	1	1a	5	3/2	False	False				False	0	F.I{	F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-1	-1	-1	-1	-1	F	F	F	F	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
48	12	2.0	53	-1	F	0	2.5	0	False	4	4	2	1	1/8	True	-1	2	2	1	1a	3	2	False	False				False	0	F.I{	F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-1	-1	-1	-1	-1	F	F	F	F	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
48	12	2.0	60	0	C	0	2.5	0	False	4	4	2	1	1/8	True	-1	2	2	1	1a	4	2	False	False				False	0	F.I{	F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-1	-1	-1	-1	-1	F	F	F	F	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
48	6	2.0	69	3	A	0	2.5	0	False	4	4	1	1	1/16	True	-1	2	2	1	1a	4	2	False	False				False	0	F.I{	F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-1	-1	-1	-1	-1	F	F	F	F	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
54	6	2.25	72	0	C	0	2.75	0	False	4	4	1	1	1/16	True	-1	2	2	1	1a	5	9/4	False	False				False	0	F.I{	F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-1	-1	-1	-1	-1	F	F	F	F	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
60	0	2.5	72	0	C	0	3.0	3	True	4	4	1	1	0	True	-1	2	2	1	1a	5	5/2	False	True				False	1	V65	F	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	V7	5		-1	-1	-1	0	4	C	E	F	F	dominant seventh chord	1	True	True	True	True	True	1	1	1	5	True	True	False
60	12	2.5	52	4	E	0	3.0	3	True	4	4	2	1	1/8	True	-1	2	2	1	1a	3	5/2	False	True				False	1	V65	F	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	V7	5		-1	-1	-1	0	4	C	E	F	F	dominant seventh chord	1	True	True	True	True	True	5	5	5	7	True	False	True
60	12	2.5	60	0	C	0	3.0	3	True	4	4	2	1	1/8	True	-1	2	2	1	1a	4	5/2	False	True				False	1	V65	F	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	V7	5		-1	-1	-1	0	4	C	E	F	F	dominant seventh chord	1	True	True	True	True	True	1	1	1	5	True	True	False
60	12	2.5	70	-2	B	-1	3.0	3	True	4	4	1	1	1/8	True	-1	2	2	1	1a	4	5/2	False	True				False	1	V65	F	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	V7	5		-1	-1	-1	0	4	C	E	F	F	dominant seventh chord	1	True	True	True	True	True	-1	-1	-1	4	True	False	False
72	12	3.0	53	-1	F	0	3.5	0	False	4	4	2	1	1/8	True	-1	2	2	1	1a	3	3	False	True				False	2	I	F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-1	-1	-1	-1	-1	F	F	F	F	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
72	12	3.0	60	0	C	0	3.5	0	False	4	4	2	1	1/8	True	-1	2	2	1	1a	4	3	False	True				False	2	I	F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-1	-1	-1	-1	-1	F	F	F	F	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
72	12	3.0	69	3	A	0	3.5	0	False	4	4	1	1	1/8	True	-1	2	2	1	1a	4	3	False	True				False	2	I	F	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-1	-1	-1	-1	-1	F	F	F	F	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
96	12	4.0	57	3	A	0	4.5	0	False	4	4	2	1	1/8	True	-1	2	2	1	1a	3	4	False	True				False	3	I6	F	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		-1	-1	-1	-1	3	F	A	F	F	major triad	1	True	True	True	True	True	4	4	4	3	True	False	True
96	12	4.0	60	0	C	0	4.5	0	False	4	4	2	1	1/8	True	-1	2	2	1	1a	4	4	False	True				False	3	I6	F	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		-1	-1	-1	-1	3	F	A	F	F	major triad	1	True	True	True	True	True	1	1	1	5	True	False	False
96	6	4.0	65	-1	F	0	4.5	0	False	4	4	1	1	1/16	True	-1	2	2	1	1a	4	4	False	True				False	3	I6	F	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		-1	-1	-1	-1	3	F	A	F	F	major triad	1	True	True	True	True	True	0	0	0	1	True	True	False
102	6	4.25	69	3	A	0	4.75	0	False	4	4	1	1	1/16	True	-1	2	2	1	1a	4	17/4	False	False				False	3	I6	F	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		-1	-1	-1	-1	3	F	A	F	F	major triad	1	True	True	True	True	True	4	4	4	3	True	False	True
108	24	4.5	58	-2	B	-1	1.0	1	True	4	4	2	1	1/4	True	-1	3	3	2	2a	3	9/2	False	True				False	4	ii6	F	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	ii	2		-1	-1	-1	1	-2	G	Bb	F	F	minor triad	1	True	True	True	True	True	-1	-1	-1	4	True	False	True
108	24	4.5	62	2	D	0	1.0	1	True	4	4	2	1	1/4	True	-1	3	3	2	2a	4	9/2	False	True				False	4	ii6	F	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	ii	2		-1	-1	-1	1	-2	G	Bb	F	F	minor triad	1	True	True	True	True	True	3	3	3	6	True	False	False
108	6	4.5	69	3	A	0	1.0	1	True	4	4	1	1	1/16	True	-1	3	3	2	2a	4	9/2	False	True				False	4	ii6	F	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	ii	2		-1	-1	-1	1	-2	G	Bb	F	F	minor triad	1	True	True	True	True	True	4	4	4	3	False	False	False
114	6	4.75	67	1	G	0	1.25	0	False	4	4	1	1	1/16	True	-1	3	3	2	2a	4	19/4	False	False				False	4	ii6	F	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	ii	2		-1	-1	-1	1	-2	G	Bb	F	F	minor triad	1	True	True	True	True	True	2	2	2	2	True	True	False
120	12	5.0	67	1	G	0	1.5	0	False	4	4	1	1	1/8	True	-1	3	3	2	2a	4	5	False	False				False	4	ii6	F	I		ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	ii	2		-1	-1	-1	1	-2	G	Bb	F	F	minor triad	1	True	True	True	True	True	2	2	2	2	True	True	False
132	24	5.5	60	0	C	0	2.0	2	True	4	4	2	1	1/4	True	-1	3	3	2	2a	4	11/2	False	True				False	5	viio6/IV	F	I		viio6/IV		vii	o	6		IV	o	False	False	(1, -2, 4)	()	4	1	major	major	I	I, major	vii/IV	IV	IV/I	IV	False	viio6/IV	viio6/IV, major		viio6/IV, major	IV	IV	viio	7	4	-1	-1	-2	3	0	A	C	F	Bb	diminished triad	1	True	True	True	True	True	1	1	2	5	True	False	True
132	24	5.5	63	-3	E	-1	2.0	2	True	4	4	2	1	1/4	True	-1	3	3	2	2a	4	11/2	False	True				False	5	viio6/IV	F	I		viio6/IV		vii	o	6		IV	o	False	False	(1, -2, 4)	()	4	1	major	major	I	I, major	vii/IV	IV	IV/I	IV	False	viio6/IV	viio6/IV, major		viio6/IV, major	IV	IV	viio	7	4	-1	-1	-2	3	0	A	C	F	Bb	diminished triad	1	True	True	True	True	True	-2	-2	-1	b7	True	False	False
