onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	9240	0.0	74	2	D	0	1.0	1	True	2	4	1	1	1/4	True	-1	1	1	1	1a	5	0	True	True			{	False	0	d.i6{		d	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		2	2	2	2	-1	D	F	D	D	minor triad	1	True	True	True	True	True	0	0	0	1	True	True	False
4620	4620	0.5	65	-1	F	0	1.5	0	False	2	4	1	2	1/8	True	-1	1	1	1	1a	4	1/2	False	False				False	0	d.i6{		d	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		2	2	2	2	-1	D	F	D	D	minor triad	1	True	True	True	True	True	-3	-3	-3	3	True	False	True
4620	4620	0.5	69	3	A	0	1.5	0	False	2	4	1	2	1/8	True	-1	1	1	1	1a	4	1/2	False	False				False	0	d.i6{		d	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		2	2	2	2	-1	D	F	D	D	minor triad	1	True	True	True	True	True	1	1	1	5	True	False	False
9240	4620	1.0	64	4	E	0	2.0	2	True	2	4	1	2	1/8	True	-1	1	1	1	1a	4	1	False	True				False	1	#viio6		d	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	viio	#7		2	2	2	7	4	C#	E	D	D	diminished triad	1	True	True	True	True	True	2	2	2	2	True	False	True
9240	4620	1.0	67	1	G	0	2.0	2	True	2	4	1	2	1/8	True	-1	1	1	1	1a	4	1	False	True				False	1	#viio6		d	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	viio	#7		2	2	2	7	4	C#	E	D	D	diminished triad	1	True	True	True	True	True	-1	-1	-1	4	True	False	False
9240	4620	1.0	73	7	C	1	2.0	2	True	2	4	1	1	1/8	True	-1	1	1	1	1a	5	1	False	True				False	1	#viio6		d	i		#viio6		#vii	o	6			o	True	True	(2, -1, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio6	#viio6, minor		#viio6, minor		#vii	viio	#7		2	2	2	7	4	C#	E	D	D	diminished triad	1	True	True	True	True	True	5	5	5	#7	True	True	False
13860	4620	1.5	62	2	D	0	2.5	0	False	2	4	1	2	1/8	True	-1	1	1	1	1a	4	3/2	False	True				False	2	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
13860	4620	1.5	65	-1	F	0	2.5	0	False	2	4	1	2	1/8	True	-1	1	1	1	1a	4	3/2	False	True				False	2	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
13860	4620	1.5	74	2	D	0	2.5	0	False	2	4	1	1	1/8	True	-1	1	1	1	1a	5	3/2	False	True				False	2	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
18480	0	2.0	72	0	C	0	1.0	1	True	2	4	1	1	0	True	-1	2	2	2	2a	5	2	False	True				False	3	#viio		d	i		#viio		#vii	o				o	True	True	(5, 2, -1)	()	5	5	minor	minor	i	i, minor	#vii		i	i	True	#viio	#viio, minor		#viio, minor		#vii	viio	#7		2	2	2	7	7	C#	C#	D	D	diminished triad	0	True	True	True	True	True	-2	-2	-2	7	False	False	False
18480	4620	2.0	61	7	C	1	1.0	1	True	2	4	1	2	1/8	True	-1	2	2	2	2a	4	2	False	True				False	3	#viio		d	i		#viio		#vii	o				o	True	True	(5, 2, -1)	()	5	5	minor	minor	i	i, minor	#vii		i	i	True	#viio	#viio, minor		#viio, minor		#vii	viio	#7		2	2	2	7	7	C#	C#	D	D	diminished triad	0	True	True	True	True	True	5	5	5	#7	True	True	True
18480	4620	2.0	64	4	E	0	1.0	1	True	2	4	1	2	1/8	True	-1	2	2	2	2a	4	2	False	True				False	3	#viio		d	i		#viio		#vii	o				o	True	True	(5, 2, -1)	()	5	5	minor	minor	i	i, minor	#vii		i	i	True	#viio	#viio, minor		#viio, minor		#vii	viio	#7		2	2	2	7	7	C#	C#	D	D	diminished triad	0	True	True	True	True	True	2	2	2	2	True	False	False
18480	4620	2.0	70	-2	B	-1	1.0	1	True	2	4	1	1	1/8	True	-1	2	2	2	2a	4	2	False	True				False	3	#viio		d	i		#viio		#vii	o				o	True	True	(5, 2, -1)	()	5	5	minor	minor	i	i, minor	#vii		i	i	True	#viio	#viio, minor		#viio, minor		#vii	viio	#7		2	2	2	7	7	C#	C#	D	D	diminished triad	0	True	True	True	True	True	-4	-4	-4	6	False	False	False
23100	4620	2.5	62	2	D	0	1.5	0	False	2	4	1	2	1/8	True	-1	2	2	2	2a	4	5/2	False	True				False	4	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
23100	4620	2.5	65	-1	F	0	1.5	0	False	2	4	1	2	1/8	True	-1	2	2	2	2a	4	5/2	False	True				False	4	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
23100	4620	2.5	69	3	A	0	1.5	0	False	2	4	1	1	1/8	True	-1	2	2	2	2a	4	5/2	False	True				False	4	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
27720	9240	3.0	69	3	A	0	2.0	2	True	2	4	1	2	1/4	True	-1	2	2	2	2a	4	3	False	False				False	4	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
27720	9240	3.0	77	-1	F	0	2.0	2	True	2	4	1	1	1/4	True	-1	2	2	2	2a	5	3	False	False				False	4	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
32340	4620	3.5	50	2	D	0	2.5	0	False	2	4	2	1	1/8	True	-1	2	2	2	2a	3	7/2	False	False				False	4	i		d	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		2	2	2	2	2	D	D	D	D	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
36960	9240	4.0	55	1	G	0	1.0	1	True	2	4	2	1	1/4	True	-1	3	3	3	3a	3	4	False	True				False	5	iio6(94)		d	i		iio6(94)		ii	o	6	94		o	True	True	(1, -4, 2)	(-3,)	2	1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6(94), minor		ii	iio	2		2	2	2	4	3	E	A	D	D	diminished triad	1	True	True	True	True	True	-1	-1	-1	4	False	False	False
36960	4620	4.0	69	3	A	0	1.0	1	True	2	4	1	2	1/8	False	-1	3	3	3	3a	4	4	False	True				False	5	iio6(94)		d	i		iio6(94)		ii	o	6	94		o	True	True	(1, -4, 2)	(-3,)	2	1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6(94), minor		ii	iio	2		2	2	2	4	3	E	A	D	D	diminished triad	1	True	True	True	True	True	1	1	1	5	True	False	True
36960	4620	4.0	77	-1	F	0	1.0	1	True	2	4	1	1	1/8	False	-1	3	3	3	3a	5	4	False	True				False	5	iio6(94)		d	i		iio6(94)		ii	o	6	94		o	True	True	(1, -4, 2)	(-3,)	2	1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6(94), minor		ii	iio	2		2	2	2	4	3	E	A	D	D	diminished triad	1	True	True	True	True	True	-3	-3	-3	3	False	False	False
41580	9240	4.5	67	1	G	0	1.5	0	False	2	4	1	2	1/4	True	-1	3	3	3	3a	4	9/2	False	True				False	6	iio6		d	i		iio6		ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor		iio6, minor		ii	iio	2		2	2	2	4	1	E	G	D	D	diminished triad	1	True	True	True	True	True	-1	-1	-1	4	True	False	True
