onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	2	0.0	51	-3	E	-1	1.0	1	True	3	4	2	2	1/8	True	-3	1	1	1	1a	3	0	True	True			{	False	0	Eb.I{		Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
0	2	0.0	67	1	G	0	1.0	1	True	3	4	1	1	1/8	True	-3	1	1	1	1a	4	0	True	True			{	False	0	Eb.I{		Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
2	2	0.5	63	-3	E	-1	1.5	0	False	3	4	2	2	1/8	True	-3	1	1	1	1a	4	1/2	False	False				False	0	Eb.I{		Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
2	1	0.5	68	-4	A	-1	1.5	0	False	3	4	1	1	1/16	True	-3	1	1	1	1a	4	1/2	False	False				False	0	Eb.I{		Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	-1	-1	-1	4	False	False	False
3	1	0.75	70	-2	B	-1	1.75	0	False	3	4	1	1	1/16	True	-3	1	1	1	1a	4	3/4	False	False				False	0	Eb.I{		Eb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-3	-3	-3	-3	-3	Eb	Eb	Eb	Eb	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
4	2	1.0	61	-5	D	-1	2.0	2	True	3	4	2	2	1/8	True	-3	1	1	1	1a	4	1	False	True				False	1	viio64/IV		Eb	I		viio64/IV	vii	o	64		IV	o	False	False	(-2, 4, 1)	()	4	-2	major	major	I	I, major	vii/IV	IV	IV/I	IV	False	viio64/IV	viio64/IV, major		viio64/IV, major	IV	IV	viio	7	4	-3	-3	-4	1	-5	G	Db	Eb	Ab	diminished triad	2	True	True	True	True	True	-2	-2	-1	b7	True	False	True
4	8	1.0	67	1	G	0	2.0	2	True	3	4	1	2	1/2	True	-3	1	1	1	1a	4	1	False	True				False	1	viio64/IV		Eb	I		viio64/IV	vii	o	64		IV	o	False	False	(-2, 4, 1)	()	4	-2	major	major	I	I, major	vii/IV	IV	IV/I	IV	False	viio64/IV	viio64/IV, major		viio64/IV, major	IV	IV	viio	7	4	-3	-3	-4	1	-5	G	Db	Eb	Ab	diminished triad	2	True	True	True	True	True	4	4	5	3	True	True	False
4	8	1.0	70	-2	B	-1	2.0	2	True	3	4	1	1	1/2	True	-3	1	1	1	1a	4	1	False	True				False	1	viio64/IV		Eb	I		viio64/IV	vii	o	64		IV	o	False	False	(-2, 4, 1)	()	4	-2	major	major	I	I, major	vii/IV	IV	IV/I	IV	False	viio64/IV	viio64/IV, major		viio64/IV, major	IV	IV	viio	7	4	-3	-3	-4	1	-5	G	Db	Eb	Ab	diminished triad	2	True	True	True	True	True	1	1	2	5	True	False	False
6	2	1.5	60	0	C	0	2.5	0	False	3	4	2	2	1/8	True	-3	1	1	1	1a	4	3/2	False	False				False	1	viio64/IV		Eb	I		viio64/IV	vii	o	64		IV	o	False	False	(-2, 4, 1)	()	4	-2	major	major	I	I, major	vii/IV	IV	IV/I	IV	False	viio64/IV	viio64/IV, major		viio64/IV, major	IV	IV	viio	7	4	-3	-3	-4	1	-5	G	Db	Eb	Ab	diminished triad	2	True	True	True	True	True	3	3	4	6	False	False	False
8	2	2.0	58	-2	B	-1	3.0	3	True	3	4	2	2	1/8	True	-3	1	1	1	1a	3	2	False	False				False	1	viio64/IV		Eb	I		viio64/IV	vii	o	64		IV	o	False	False	(-2, 4, 1)	()	4	-2	major	major	I	I, major	vii/IV	IV	IV/I	IV	False	viio64/IV	viio64/IV, major		viio64/IV, major	IV	IV	viio	7	4	-3	-3	-4	1	-5	G	Db	Eb	Ab	diminished triad	2	True	True	True	True	True	1	1	2	5	True	False	False
