onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	24	0.0	57	3	A	0	1.0	1	True	3	4	2	1	1/4	True	1	1	1	1	1a	3	0	True	True			{	False	0	G.viio6{		G	I		viio6	vii	o	6			o	False	False	(2, -1, 5)	()	5	2	major	major	I	I, major	vii		I	I	False	viio6	viio6, major		viio6, major		vii	viio	7		1	1	1	6	3	F#	A	G	G	diminished triad	1	True	True	True	True	True	2	2	2	2	True	False	True
0	3	0.0	84	0	C	0	1.0	1	True	3	4	1	1	1/32	True	1	1	1	1	1a	6	0	True	True			{	False	0	G.viio6{		G	I		viio6	vii	o	6			o	False	False	(2, -1, 5)	()	5	2	major	major	I	I, major	vii		I	I	False	viio6	viio6, major		viio6, major		vii	viio	7		1	1	1	6	3	F#	A	G	G	diminished triad	1	True	True	True	True	True	-1	-1	-1	4	True	False	False
3	3	0.125	83	5	B	0	1.125	0	False	3	4	1	1	1/32	True	1	1	1	1	1a	5	1/8	False	False				False	0	G.viio6{		G	I		viio6	vii	o	6			o	False	False	(2, -1, 5)	()	5	2	major	major	I	I, major	vii		I	I	False	viio6	viio6, major		viio6, major		vii	viio	7		1	1	1	6	3	F#	A	G	G	diminished triad	1	True	True	True	True	True	4	4	4	3	False	False	False
6	3	0.25	81	3	A	0	1.25	0	False	3	4	1	1	1/32	True	1	1	1	1	1a	5	1/4	False	False				False	0	G.viio6{		G	I		viio6	vii	o	6			o	False	False	(2, -1, 5)	()	5	2	major	major	I	I, major	vii		I	I	False	viio6	viio6, major		viio6, major		vii	viio	7		1	1	1	6	3	F#	A	G	G	diminished triad	1	True	True	True	True	True	2	2	2	2	True	False	True
9	3	0.375	79	1	G	0	1.375	0	False	3	4	1	1	1/32	True	1	1	1	1	1a	5	3/8	False	False				False	0	G.viio6{		G	I		viio6	vii	o	6			o	False	False	(2, -1, 5)	()	5	2	major	major	I	I, major	vii		I	I	False	viio6	viio6, major		viio6, major		vii	viio	7		1	1	1	6	3	F#	A	G	G	diminished triad	1	True	True	True	True	True	0	0	0	1	False	False	False
12	3	0.5	78	6	F	1	1.5	0	False	3	4	1	1	1/32	True	1	1	1	1	1a	5	1/2	False	False				False	0	G.viio6{		G	I		viio6	vii	o	6			o	False	False	(2, -1, 5)	()	5	2	major	major	I	I, major	vii		I	I	False	viio6	viio6, major		viio6, major		vii	viio	7		1	1	1	6	3	F#	A	G	G	diminished triad	1	True	True	True	True	True	5	5	5	7	True	True	False
15	3	0.625	76	4	E	0	1.625	0	False	3	4	1	1	1/32	True	1	1	1	1	1a	5	5/8	False	False				False	0	G.viio6{		G	I		viio6	vii	o	6			o	False	False	(2, -1, 5)	()	5	2	major	major	I	I, major	vii		I	I	False	viio6	viio6, major		viio6, major		vii	viio	7		1	1	1	6	3	F#	A	G	G	diminished triad	1	True	True	True	True	True	3	3	3	6	False	False	False
18	3	0.75	74	2	D	0	1.75	0	False	3	4	1	1	1/32	True	1	1	1	1	1a	5	3/4	False	False				False	0	G.viio6{		G	I		viio6	vii	o	6			o	False	False	(2, -1, 5)	()	5	2	major	major	I	I, major	vii		I	I	False	viio6	viio6, major		viio6, major		vii	viio	7		1	1	1	6	3	F#	A	G	G	diminished triad	1	True	True	True	True	True	1	1	1	5	False	False	False
21	3	0.875	72	0	C	0	1.875	0	False	3	4	1	1	1/32	True	1	1	1	1	1a	5	7/8	False	False				False	0	G.viio6{		G	I		viio6	vii	o	6			o	False	False	(2, -1, 5)	()	5	2	major	major	I	I, major	vii		I	I	False	viio6	viio6, major		viio6, major		vii	viio	7		1	1	1	6	3	F#	A	G	G	diminished triad	1	True	True	True	True	True	-1	-1	-1	4	True	False	False
24	24	1.0	55	1	G	0	2.0	2	True	3	4	2	1	1/4	True	1	1	1	1	1a	3	1	False	True				False	1	I		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
24	12	1.0	71	5	B	0	2.0	2	True	3	4	1	1	1/8	True	1	1	1	1	1a	4	1	False	True				False	1	I		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
36	12	1.5	83	5	B	0	2.5	0	False	3	4	1	1	1/8	True	1	1	1	1	1a	5	3/2	False	False				False	1	I		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
48	12	2.0	43	1	G	0	3.0	3	True	3	4	2	1	1/8	True	1	1	1	1	1a	2	2	False	False				False	1	I		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
60	12	2.5	55	1	G	0	3.5	0	False	3	4	2	1	1/8	True	1	1	1	1	1a	3	5/2	False	False				False	1	I		G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
