onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	12	0.0	53	-1	F	0	1.0	1	True	3	8	2	1	1/8	True	0	1	1	1	1a	3	0	True	True			{	False	0	F.I[I{	F	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		-1	-1	-1	-1	-1	F	F	F	F	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
0	12	0.0	57	3	A	0	1.0	1	True	3	8	2	1	1/8	True	0	1	1	1	1a	3	0	True	True			{	False	0	F.I[I{	F	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		-1	-1	-1	-1	-1	F	F	F	F	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
0	18	0.0	65	-1	F	0	1.0	1	True	3	8	1	1	3/16	True	0	1	1	1	1a	4	0	True	True			{	False	0	F.I[I{	F	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		-1	-1	-1	-1	-1	F	F	F	F	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
12	12	1.0	53	-1	F	0	2.0	2	True	3	8	2	1	1/8	True	0	1	1	1	1a	3	1/2	False	False				False	0	F.I[I{	F	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		-1	-1	-1	-1	-1	F	F	F	F	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
12	12	1.0	60	0	C	0	2.0	2	True	3	8	2	1	1/8	True	0	1	1	1	1a	4	1/2	False	False				False	0	F.I[I{	F	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		-1	-1	-1	-1	-1	F	F	F	F	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
18	6	1.5	69	3	A	0	2.5	0	False	3	8	1	1	1/16	True	0	1	1	1	1a	4	3/4	False	False				False	0	F.I[I{	F	I	I	I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major	I	I, major		I	I	1		-1	-1	-1	-1	-1	F	F	F	F	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
24	12	2.0	53	-1	F	0	3.0	3	True	3	8	2	1	1/8	True	0	1	1	1	1a	3	1	False	True				False	1	ii6	F	I	I	ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major	I	ii6, major		ii	ii	2		-1	-1	-1	1	-2	G	Bb	F	F	minor triad	1	True	True	True	True	True	0	0	0	1	False	False	False
24	12	2.0	58	-2	B	-1	3.0	3	True	3	8	2	1	1/8	True	0	1	1	1	1a	3	1	False	True				False	1	ii6	F	I	I	ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major	I	ii6, major		ii	ii	2		-1	-1	-1	1	-2	G	Bb	F	F	minor triad	1	True	True	True	True	True	-1	-1	-1	4	True	False	True
24	12	2.0	67	1	G	0	3.0	3	True	3	8	1	1	1/8	True	0	1	1	1	1a	4	1	False	True				False	1	ii6	F	I	I	ii6		ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major	I	ii6, major		ii	ii	2		-1	-1	-1	1	-2	G	Bb	F	F	minor triad	1	True	True	True	True	True	2	2	2	2	True	True	False
36	0	3.0	67	1	G	0	1.0	1	True	3	8	1	1	0	True	0	2	2	2	2a	4	3/2	False	True				False	2	I(42)	F	I	I	I(42)		I			42		M	False	False	(2, -1, 1)	()	0	2	major	major	I	I, major	I		I	I	False	I	I, major	I	I(42), major		I	I	1		-1	-1	-1	-1	1	F	G	F	F	major triad	0	True	True	True	True	True	2	2	2	2	True	False	True
