onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
22	2	2.75	80	8	G	1	3.75	0	False	4	4	1	1	1/16	True	0	1	1	1	1a	5	11/4	False	False				False	0		a.i{		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	5	5	5	#7	False	False	False
24	2	3.0	81	3	A	0	4.0	4	True	4	4	1	1	1/16	True	0	1	1	1	1a	5	3	False	False				False	0		a.i{		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
26	2	3.25	84	0	C	0	4.25	0	False	4	4	1	1	1/16	True	0	1	1	1	1a	6	13/4	False	False				False	0		a.i{		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
28	2	3.5	81	3	A	0	4.5	0	False	4	4	1	1	1/16	True	0	1	1	1	1a	5	7/2	False	False				False	0		a.i{		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
30	2	3.75	76	4	E	0	4.75	0	False	4	4	1	1	1/16	True	0	1	1	1	1a	5	15/4	False	False				False	0		a.i{		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
32	2	4.0	69	3	A	0	1.0	1	True	4	4	1	1	1/16	True	0	2	2	2	2a	4	4	False	False				False	0		a.i{		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
34	2	4.25	72	0	C	0	1.25	0	False	4	4	1	1	1/16	True	0	2	2	2	2a	5	17/4	False	False				False	0		a.i{		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
36	2	4.5	76	4	E	0	1.5	0	False	4	4	1	1	1/16	True	0	2	2	2	2a	5	9/2	False	False				False	0		a.i{		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
38	2	4.75	77	-1	F	0	1.75	0	False	4	4	1	1	1/16	True	0	2	2	2	2a	5	19/4	False	False				False	0		a.i{		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	-4	-4	-4	6	False	False	False
40	2	5.0	68	8	G	1	2.0	2	True	4	4	1	1	1/16	True	0	2	2	2	2a	4	5	False	True				False	1		#viio7		a	i		#viio7	#vii	o	7			o7	True	True	(5, 2, -1, -4)	()	5	5	minor	minor	i	i, minor	#vii		i	i	True	#viio7	#viio7, minor		#viio7, minor		#vii	viio7	#7		3	3	3	8	8	G#	G#	A	A	diminished seventh chord	7	True	True	True	True	True	5	5	5	#7	True	True	True
42	2	5.25	77	-1	F	0	2.25	0	False	4	4	1	1	1/16	True	0	2	2	2	2a	5	21/4	False	False				False	1		#viio7		a	i		#viio7	#vii	o	7			o7	True	True	(5, 2, -1, -4)	()	5	5	minor	minor	i	i, minor	#vii		i	i	True	#viio7	#viio7, minor		#viio7, minor		#vii	viio7	#7		3	3	3	8	8	G#	G#	A	A	diminished seventh chord	7	True	True	True	True	True	-4	-4	-4	6	True	False	False
44	2	5.5	76	4	E	0	2.5	0	False	4	4	1	1	1/16	True	0	2	2	2	2a	5	11/2	False	False				False	1		#viio7		a	i		#viio7	#vii	o	7			o7	True	True	(5, 2, -1, -4)	()	5	5	minor	minor	i	i, minor	#vii		i	i	True	#viio7	#viio7, minor		#viio7, minor		#vii	viio7	#7		3	3	3	8	8	G#	G#	A	A	diminished seventh chord	7	True	True	True	True	True	1	1	1	5	False	False	False
46	2	5.75	74	2	D	0	2.75	0	False	4	4	1	1	1/16	True	0	2	2	2	2a	5	23/4	False	False				False	1		#viio7		a	i		#viio7	#vii	o	7			o7	True	True	(5, 2, -1, -4)	()	5	5	minor	minor	i	i, minor	#vii		i	i	True	#viio7	#viio7, minor		#viio7, minor		#vii	viio7	#7		3	3	3	8	8	G#	G#	A	A	diminished seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	False	False
48	2	6.0	72	0	C	0	3.0	3	True	4	4	1	1	1/16	True	0	2	2	2	2a	5	6	False	True				False	2		i6		a	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		3	3	3	3	0	A	C	A	A	minor triad	1	True	True	True	True	True	-3	-3	-3	3	True	False	True
50	2	6.25	76	4	E	0	3.25	0	False	4	4	1	1	1/16	True	0	2	2	2	2a	5	25/4	False	False				False	2		i6		a	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		3	3	3	3	0	A	C	A	A	minor triad	1	True	True	True	True	True	1	1	1	5	True	False	False
52	2	6.5	80	8	G	1	3.5	0	False	4	4	1	1	1/16	True	0	2	2	2	2a	5	13/2	False	False				False	2		i6		a	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		3	3	3	3	0	A	C	A	A	minor triad	1	True	True	True	True	True	5	5	5	#7	False	False	False
54	2	6.75	81	3	A	0	3.75	0	False	4	4	1	1	1/16	True	0	2	2	2	2a	5	27/4	False	False				False	2		i6		a	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		3	3	3	3	0	A	C	A	A	minor triad	1	True	True	True	True	True	0	0	0	1	True	True	False
56	2	7.0	64	4	E	0	4.0	4	True	4	4	1	1	1/16	True	0	2	2	2	2a	4	7	False	True				False	3		V7		a	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
58	2	7.25	74	2	D	0	4.25	0	False	4	4	1	1	1/16	True	0	2	2	2	2a	5	29/4	False	False				False	3		V7		a	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	False	False
60	2	7.5	72	0	C	0	4.5	0	False	4	4	1	1	1/16	True	0	2	2	2	2a	5	15/2	False	False				False	3		V7		a	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	-3	-3	-3	3	False	False	False
62	2	7.75	71	5	B	0	4.75	0	False	4	4	1	1	1/16	True	0	2	2	2	2a	4	31/4	False	False				False	3		V7		a	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	2	2	2	2	True	False	False
64	2	8.0	69	3	A	0	1.0	1	True	4	4	1	1	1/16	True	0	3	3	3	3a	4	8	False	True				False	4		i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
66	2	8.25	72	0	C	0	1.25	0	False	4	4	1	1	1/16	True	0	3	3	3	3a	5	33/4	False	False				False	4		i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
68	2	8.5	76	4	E	0	1.5	0	False	4	4	1	1	1/16	True	0	3	3	3	3a	5	17/2	False	False				False	4		i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
70	2	8.75	77	-1	F	0	1.75	0	False	4	4	1	1	1/16	True	0	3	3	3	3a	5	35/4	False	False				False	4		i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	-4	-4	-4	6	False	False	False
72	2	9.0	68	8	G	1	2.0	2	True	4	4	1	1	1/16	True	0	3	3	3	3a	4	9	False	True				False	5		#viio7		a	i		#viio7	#vii	o	7			o7	True	True	(5, 2, -1, -4)	()	5	5	minor	minor	i	i, minor	#vii		i	i	True	#viio7	#viio7, minor		#viio7, minor		#vii	viio7	#7		3	3	3	8	8	G#	G#	A	A	diminished seventh chord	7	True	True	True	True	True	5	5	5	#7	True	True	True
74	2	9.25	77	-1	F	0	2.25	0	False	4	4	1	1	1/16	True	0	3	3	3	3a	5	37/4	False	False				False	5		#viio7		a	i		#viio7	#vii	o	7			o7	True	True	(5, 2, -1, -4)	()	5	5	minor	minor	i	i, minor	#vii		i	i	True	#viio7	#viio7, minor		#viio7, minor		#vii	viio7	#7		3	3	3	8	8	G#	G#	A	A	diminished seventh chord	7	True	True	True	True	True	-4	-4	-4	6	True	False	False
76	2	9.5	76	4	E	0	2.5	0	False	4	4	1	1	1/16	True	0	3	3	3	3a	5	19/2	False	False				False	5		#viio7		a	i		#viio7	#vii	o	7			o7	True	True	(5, 2, -1, -4)	()	5	5	minor	minor	i	i, minor	#vii		i	i	True	#viio7	#viio7, minor		#viio7, minor		#vii	viio7	#7		3	3	3	8	8	G#	G#	A	A	diminished seventh chord	7	True	True	True	True	True	1	1	1	5	False	False	False
78	2	9.75	74	2	D	0	2.75	0	False	4	4	1	1	1/16	True	0	3	3	3	3a	5	39/4	False	False				False	5		#viio7		a	i		#viio7	#vii	o	7			o7	True	True	(5, 2, -1, -4)	()	5	5	minor	minor	i	i, minor	#vii		i	i	True	#viio7	#viio7, minor		#viio7, minor		#vii	viio7	#7		3	3	3	8	8	G#	G#	A	A	diminished seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	False	False
80	2	10.0	72	0	C	0	3.0	3	True	4	4	1	1	1/16	True	0	3	3	3	3a	5	10	False	True				False	6		i6		a	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		3	3	3	3	0	A	C	A	A	minor triad	1	True	True	True	True	True	-3	-3	-3	3	True	False	True
82	2	10.25	76	4	E	0	3.25	0	False	4	4	1	1	1/16	True	0	3	3	3	3a	5	41/4	False	False				False	6		i6		a	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		3	3	3	3	0	A	C	A	A	minor triad	1	True	True	True	True	True	1	1	1	5	True	False	False
84	2	10.5	80	8	G	1	3.5	0	False	4	4	1	1	1/16	True	0	3	3	3	3a	5	21/2	False	False				False	6		i6		a	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		3	3	3	3	0	A	C	A	A	minor triad	1	True	True	True	True	True	5	5	5	#7	False	False	False
86	2	10.75	81	3	A	0	3.75	0	False	4	4	1	1	1/16	True	0	3	3	3	3a	5	43/4	False	False				False	6		i6		a	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		3	3	3	3	0	A	C	A	A	minor triad	1	True	True	True	True	True	0	0	0	1	True	True	False
88	2	11.0	64	4	E	0	4.0	4	True	4	4	1	1	1/16	True	0	3	3	3	3a	4	11	False	True				False	7		V7		a	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
90	2	11.25	74	2	D	0	4.25	0	False	4	4	1	1	1/16	True	0	3	3	3	3a	5	45/4	False	False				False	7		V7		a	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	False	False
92	2	11.5	72	0	C	0	4.5	0	False	4	4	1	1	1/16	True	0	3	3	3	3a	5	23/2	False	False				False	7		V7		a	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	-3	-3	-3	3	False	False	False
94	2	11.75	71	5	B	0	4.75	0	False	4	4	1	1	1/16	True	0	3	3	3	3a	4	47/4	False	False				False	7		V7		a	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	2	2	2	2	True	False	False
96	2	12.0	69	3	A	0	1.0	1	True	4	4	1	1	1/16	True	0	4	4	4	4a	4	12	False	True				False	8		i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
98	2	12.25	72	0	C	0	1.25	0	False	4	4	1	1	1/16	True	0	4	4	4	4a	5	49/4	False	False				False	8		i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
100	2	12.5	68	8	G	1	1.5	0	False	4	4	1	1	1/16	True	0	4	4	4	4a	4	25/2	False	False				False	8		i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	5	5	5	#7	False	False	False
102	2	12.75	69	3	A	0	1.75	0	False	4	4	1	1	1/16	True	0	4	4	4	4a	4	51/4	False	False				False	8		i		a	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
104	2	13.0	65	-1	F	0	2.0	2	True	4	4	1	1	1/16	True	0	4	4	4	4a	4	13	False	True				False	9		iv6		a	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	iv	4		3	3	3	2	-1	D	F	A	A	minor triad	1	True	True	True	True	True	-4	-4	-4	6	True	False	True
106	2	13.25	74	2	D	0	2.25	0	False	4	4	1	1	1/16	True	0	4	4	4	4a	5	53/4	False	False				False	9		iv6		a	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	iv	4		3	3	3	2	-1	D	F	A	A	minor triad	1	True	True	True	True	True	-1	-1	-1	4	True	True	False
108	2	13.5	68	8	G	1	2.5	0	False	4	4	1	1	1/16	True	0	4	4	4	4a	4	27/2	False	False				False	9		iv6		a	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	iv	4		3	3	3	2	-1	D	F	A	A	minor triad	1	True	True	True	True	True	5	5	5	#7	False	False	False
110	2	13.75	69	3	A	0	2.75	0	False	4	4	1	1	1/16	True	0	4	4	4	4a	4	55/4	False	False				False	9		iv6		a	i		iv6	iv		6			m	True	True	(-4, 0, -1)	()	-1	-4	minor	minor	i	i, minor	iv		i	i	True	iv6	iv6, minor		iv6, minor		iv	iv	4		3	3	3	2	-1	D	F	A	A	minor triad	1	True	True	True	True	True	0	0	0	1	True	False	False
112	2	14.0	64	4	E	0	3.0	3	True	4	4	1	1	1/16	True	0	4	4	4	4a	4	14	False	True				False	10		i64		a	i		i64	i		64			m	True	True	(1, 0, -3)	()	0	1	minor	minor	i	i, minor	i		i	i	True	i64	i64, minor		i64, minor		i	i	1		3	3	3	3	4	A	E	A	A	minor triad	2	True	True	True	True	True	1	1	1	5	True	False	True
114	2	14.25	72	0	C	0	3.25	0	False	4	4	1	1	1/16	True	0	4	4	4	4a	5	57/4	False	False				False	10		i64		a	i		i64	i		64			m	True	True	(1, 0, -3)	()	0	1	minor	minor	i	i, minor	i		i	i	True	i64	i64, minor		i64, minor		i	i	1		3	3	3	3	4	A	E	A	A	minor triad	2	True	True	True	True	True	-3	-3	-3	3	True	False	False
116	2	14.5	68	8	G	1	3.5	0	False	4	4	1	1	1/16	True	0	4	4	4	4a	4	29/2	False	False				False	10		i64		a	i		i64	i		64			m	True	True	(1, 0, -3)	()	0	1	minor	minor	i	i, minor	i		i	i	True	i64	i64, minor		i64, minor		i	i	1		3	3	3	3	4	A	E	A	A	minor triad	2	True	True	True	True	True	5	5	5	#7	False	False	False
118	2	14.75	69	3	A	0	3.75	0	False	4	4	1	1	1/16	True	0	4	4	4	4a	4	59/4	False	False				False	10		i64		a	i		i64	i		64			m	True	True	(1, 0, -3)	()	0	1	minor	minor	i	i, minor	i		i	i	True	i64	i64, minor		i64, minor		i	i	1		3	3	3	3	4	A	E	A	A	minor triad	2	True	True	True	True	True	0	0	0	1	True	True	False
120	2	15.0	62	2	D	0	4.0	4	True	4	4	1	1	1/16	True	0	4	4	4	4a	4	15	False	True				False	11		iv7		a	i		iv7	iv		7			mm7	True	True	(-1, -4, 0, -3)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv7	iv7, minor		iv7, minor		iv	iv7	4		3	3	3	2	2	D	D	A	A	minor seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	True	True
122	2	15.25	72	0	C	0	4.25	0	False	4	4	1	1	1/16	True	0	4	4	4	4a	5	61/4	False	False				False	11		iv7		a	i		iv7	iv		7			mm7	True	True	(-1, -4, 0, -3)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv7	iv7, minor		iv7, minor		iv	iv7	4		3	3	3	2	2	D	D	A	A	minor seventh chord	7	True	True	True	True	True	-3	-3	-3	3	True	False	False
124	2	15.5	71	5	B	0	4.5	0	False	4	4	1	1	1/16	True	0	4	4	4	4a	4	31/2	False	False				False	11		iv7		a	i		iv7	iv		7			mm7	True	True	(-1, -4, 0, -3)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv7	iv7, minor		iv7, minor		iv	iv7	4		3	3	3	2	2	D	D	A	A	minor seventh chord	7	True	True	True	True	True	2	2	2	2	False	False	False
126	2	15.75	69	3	A	0	4.75	0	False	4	4	1	1	1/16	True	0	4	4	4	4a	4	63/4	False	False				False	11		iv7		a	i		iv7	iv		7			mm7	True	True	(-1, -4, 0, -3)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv7	iv7, minor		iv7, minor		iv	iv7	4		3	3	3	2	2	D	D	A	A	minor seventh chord	7	True	True	True	True	True	0	0	0	1	True	False	False
128	2	16.0	68	8	G	1	1.0	1	True	4	4	1	1	1/16	True	0	5	5	5	5a	4	16	False	True				False	12		V7		a	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	5	5	5	#7	True	False	False
130	2	16.25	64	4	E	0	1.25	0	False	4	4	1	1	1/16	True	0	5	5	5	5a	4	65/4	False	False				False	12		V7		a	i		V7	V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		3	3	3	4	4	E	E	A	A	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
