onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
72	12	3.0	64	4	E	0	2.0	2	True	2	4	2	1	1/8	True	0	2	2	2	2a	4	3	False	True				False	3		III		a	i		III		III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	III	3		3	3	3	0	0	C	C	A	A	major triad	0	True	False	True	True	True	1	1	1	5	True	False	False
72	12	3.0	67	1	G	0	2.0	2	True	2	4	3	1	1/8	True	0	2	2	2	2a	4	3	False	True				False	3		III		a	i		III		III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	III	3		3	3	3	0	0	C	C	A	A	major triad	0	True	False	True	True	True	-2	-2	-2	7	True	False	False
72	12	3.0	72	0	C	0	2.0	2	True	2	4	2	1	1/8	True	0	2	2	2	2a	5	3	False	True				False	3		III		a	i		III		III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	III	3		3	3	3	0	0	C	C	A	A	major triad	0	True	False	True	True	True	-3	-3	-3	3	True	True	True
72	24	3.0	76	4	E	0	2.0	2	True	2	4	1	1	1/4	True	0	2	2	2	2a	5	3	False	True				False	3		III		a	i		III		III					M	True	True	(-3, 1, -2)	()	-3	-3	minor	minor	i	i, minor	III		i	i	True	III	III, minor		III, minor		III	III	3		3	3	3	0	0	C	C	A	A	major triad	0	True	False	True	True	True	1	1	1	5	True	False	False
96	12	4.0	53	-1	F	0	1.0	1	True	2	4	4	1	1/8	True	0	3	3	3	3a	3	4	False	True				False	4		VI		a	i		VI		VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	VI	6		3	3	3	-1	-1	F	F	A	A	major triad	0	True	False	True	True	True	-4	-4	-4	6	True	True	True
96	12	4.0	57	3	A	0	1.0	1	True	2	4	3	1	1/8	True	0	3	3	3	3a	3	4	False	True				False	4		VI		a	i		VI		VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	VI	6		3	3	3	-1	-1	F	F	A	A	major triad	0	True	False	True	True	True	0	0	0	1	True	False	False
96	12	4.0	60	0	C	0	1.0	1	True	2	4	2	1	1/8	True	0	3	3	3	3a	4	4	False	True				False	4		VI		a	i		VI		VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	VI	6		3	3	3	-1	-1	F	F	A	A	major triad	0	True	False	True	True	True	-3	-3	-3	3	True	False	False
96	12	4.0	65	-1	F	0	1.0	1	True	2	4	2	1	1/8	True	0	3	3	3	3a	4	4	False	True				False	4		VI		a	i		VI		VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	VI	6		3	3	3	-1	-1	F	F	A	A	major triad	0	True	False	True	True	True	-4	-4	-4	6	True	True	True
96	12	4.0	65	-1	F	0	1.0	1	True	2	4	3	1	1/8	True	0	3	3	3	3a	4	4	False	True				False	4		VI		a	i		VI		VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	VI	6		3	3	3	-1	-1	F	F	A	A	major triad	0	True	False	True	True	True	-4	-4	-4	6	True	True	True
96	12	4.0	69	3	A	0	1.0	1	True	2	4	2	1	1/8	True	0	3	3	3	3a	4	4	False	True				False	4		VI		a	i		VI		VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	VI	6		3	3	3	-1	-1	F	F	A	A	major triad	0	True	False	True	True	True	0	0	0	1	True	False	False
96	24	4.0	69	3	A	0	1.0	1	True	2	4	1	1	1/4	True	0	3	3	3	3a	4	4	False	True				False	4		VI		a	i		VI		VI					M	True	True	(-4, 0, -3)	()	-4	-4	minor	minor	i	i, minor	VI		i	i	True	VI	VI, minor		VI, minor		VI	VI	6		3	3	3	-1	-1	F	F	A	A	major triad	0	True	False	True	True	True	0	0	0	1	True	False	False
120	12	5.0	50	2	D	0	2.0	2	True	2	4	4	1	1/8	True	0	3	3	3	3a	3	5	False	True				False	5		iv		a	i		iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	iv	4		3	3	3	2	2	D	D	A	A	minor triad	0	True	False	True	True	True	-1	-1	-1	4	True	True	True
120	12	5.0	57	3	A	0	2.0	2	True	2	4	3	1	1/8	True	0	3	3	3	3a	3	5	False	True				False	5		iv		a	i		iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	iv	4		3	3	3	2	2	D	D	A	A	minor triad	0	True	False	True	True	True	0	0	0	1	True	False	False
120	12	5.0	62	2	D	0	2.0	2	True	2	4	2	1	1/8	True	0	3	3	3	3a	4	5	False	True				False	5		iv		a	i		iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	iv	4		3	3	3	2	2	D	D	A	A	minor triad	0	True	False	True	True	True	-1	-1	-1	4	True	True	True
120	12	5.0	65	-1	F	0	2.0	2	True	2	4	3	1	1/8	True	0	3	3	3	3a	4	5	False	True				False	5		iv		a	i		iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	iv	4		3	3	3	2	2	D	D	A	A	minor triad	0	True	False	True	True	True	-4	-4	-4	6	True	False	False
120	12	5.0	69	3	A	0	2.0	2	True	2	4	2	1	1/8	True	0	3	3	3	3a	4	5	False	True				False	5		iv		a	i		iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	iv	4		3	3	3	2	2	D	D	A	A	minor triad	0	True	False	True	True	True	0	0	0	1	True	False	False
120	18	5.0	74	2	D	0	2.0	2	True	2	4	1	1	3/16	True	0	3	3	3	3a	5	5	False	True				False	5		iv		a	i		iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	iv	4		3	3	3	2	2	D	D	A	A	minor triad	0	True	False	True	True	True	-1	-1	-1	4	True	True	True
138	3	5.75	72	0	C	0	2.75	0	False	2	4	1	1	1/32	True	0	3	3	3	3a	5	23/4	False	False				False	5		iv		a	i		iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	iv	4		3	3	3	2	2	D	D	A	A	minor triad	0	True	False	True	True	True	-3	-3	-3	3	False	False	False
141	3	5.875	71	5	B	0	2.875	0	False	2	4	1	1	1/32	True	0	3	3	3	3a	4	47/8	False	False				False	5		iv		a	i		iv		iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	iv	4		3	3	3	2	2	D	D	A	A	minor triad	0	True	False	True	True	True	2	2	2	2	False	False	False
144	12	6.0	52	4	E	0	1.0	1	True	2	4	4	1	1/8	True	0	4	4	4	4a	3	6	False	True				False	6		V[i6		a	i	V	i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor	V	i6, minor		i	i	1		3	3	3	3	0	A	C	A	A	minor triad	1	True	False	True	True	True	1	1	1	5	True	False	False
144	12	6.0	60	0	C	0	1.0	1	True	2	4	3	1	1/8	True	0	4	4	4	4a	4	6	False	True				False	6		V[i6		a	i	V	i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor	V	i6, minor		i	i	1		3	3	3	3	0	A	C	A	A	minor triad	1	True	False	True	True	True	-3	-3	-3	3	True	False	True
144	12	6.0	64	4	E	0	1.0	1	True	2	4	2	1	1/8	True	0	4	4	4	4a	4	6	False	True				False	6		V[i6		a	i	V	i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor	V	i6, minor		i	i	1		3	3	3	3	0	A	C	A	A	minor triad	1	True	False	True	True	True	1	1	1	5	True	False	False
144	12	6.0	69	3	A	0	1.0	1	True	2	4	1	1	1/8	True	0	4	4	4	4a	4	6	False	True				False	6		V[i6		a	i	V	i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor	V	i6, minor		i	i	1		3	3	3	3	0	A	C	A	A	minor triad	1	True	False	True	True	True	0	0	0	1	True	True	False
156	12	6.5	52	4	E	0	1.5	0	False	2	4	4	1	1/8	True	0	4	4	4	4a	3	13/2	False	True				False	7		iio6		a	i	V	iio6		ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor	V	iio6, minor		ii	iio	2		3	3	3	5	2	B	D	A	A	diminished triad	1	True	False	True	True	True	1	1	1	5	False	False	False
156	12	6.5	62	2	D	0	1.5	0	False	2	4	3	1	1/8	True	0	4	4	4	4a	4	13/2	False	True				False	7		iio6		a	i	V	iio6		ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor	V	iio6, minor		ii	iio	2		3	3	3	5	2	B	D	A	A	diminished triad	1	True	False	True	True	True	-1	-1	-1	4	True	False	True
156	12	6.5	65	-1	F	0	1.5	0	False	2	4	2	1	1/8	True	0	4	4	4	4a	4	13/2	False	True				False	7		iio6		a	i	V	iio6		ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor	V	iio6, minor		ii	iio	2		3	3	3	5	2	B	D	A	A	diminished triad	1	True	False	True	True	True	-4	-4	-4	6	True	False	False
156	12	6.5	71	5	B	0	1.5	0	False	2	4	1	1	1/8	True	0	4	4	4	4a	4	13/2	False	True				False	7		iio6		a	i	V	iio6		ii	o	6			o	True	True	(-1, -4, 2)	()	2	-1	minor	minor	i	i, minor	ii		i	i	True	iio6	iio6, minor	V	iio6, minor		ii	iio	2		3	3	3	5	2	B	D	A	A	diminished triad	1	True	False	True	True	True	2	2	2	2	True	True	False
168	12	7.0	40	4	E	0	2.0	2	True	2	4	4	1	1/8	True	0	4	4	4	4a	2	7	False	True			\\	True	8		V6]\\		a	i	V	V6		V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor	V	V6, minor		V	V	5		3	3	3	4	8	E	G#	A	A	major triad	1	True	False	True	True	True	1	1	1	5	True	True	False
168	12	7.0	56	8	G	1	2.0	2	True	2	4	3	1	1/8	True	0	4	4	4	4a	3	7	False	True			\\	True	8		V6]\\		a	i	V	V6		V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor	V	V6, minor		V	V	5		3	3	3	4	8	E	G#	A	A	major triad	1	True	False	True	True	True	5	5	5	#7	True	False	True
168	12	7.0	59	5	B	0	2.0	2	True	2	4	2	1	1/8	True	0	4	4	4	4a	3	7	False	True			\\	True	8		V6]\\		a	i	V	V6		V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor	V	V6, minor		V	V	5		3	3	3	4	8	E	G#	A	A	major triad	1	True	False	True	True	True	2	2	2	2	True	False	False
168	24	7.0	64	4	E	0	2.0	2	True	2	4	1	1	1/4	True	0	4	4	4	4a	4	7	False	True			\\	True	8		V6]\\		a	i	V	V6		V		6			M	True	True	(5, 2, 1)	()	1	5	minor	minor	i	i, minor	V		i	i	True	V6	V6, minor	V	V6, minor		V	V	5		3	3	3	4	8	E	G#	A	A	major triad	1	True	False	True	True	True	1	1	1	5	True	True	False
192	12	8.0	57	3	A	0	1.0	1	True	2	4	3	1	1/8	True	0	5	5	5	5a	3	8	False	True				False	9		i		a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	False	True	True	True	0	0	0	1	True	True	True
192	12	8.0	57	3	A	0	1.0	1	True	2	4	4	1	1/8	True	0	5	5	5	5a	3	8	False	True				False	9		i		a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	False	True	True	True	0	0	0	1	True	True	True
192	12	8.0	60	0	C	0	1.0	1	True	2	4	2	1	1/8	True	0	5	5	5	5a	4	8	False	True				False	9		i		a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	False	True	True	True	-3	-3	-3	3	True	False	False
192	12	8.0	64	4	E	0	1.0	1	True	2	4	2	1	1/8	True	0	5	5	5	5a	4	8	False	True				False	9		i		a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	False	True	True	True	1	1	1	5	True	False	False
192	12	8.0	64	4	E	0	1.0	1	True	2	4	3	1	1/8	True	0	5	5	5	5a	4	8	False	True				False	9		i		a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	False	True	True	True	1	1	1	5	True	False	False
192	12	8.0	69	3	A	0	1.0	1	True	2	4	2	1	1/8	True	0	5	5	5	5a	4	8	False	True				False	9		i		a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	False	True	True	True	0	0	0	1	True	True	True
192	12	8.0	72	0	C	0	1.0	1	True	2	4	3	1	1/8	True	0	5	5	5	5a	5	8	False	True				False	9		i		a	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		3	3	3	3	3	A	A	A	A	minor triad	0	True	False	True	True	True	-3	-3	-3	3	True	False	False
