onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	cadence_subtype	phraseend	a_phraseend	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	4	0.0	76	4	E	0	2.0	2	True	6	8	1	1	1/8	True	1	1	1	0	0a	5	0	True	True				{	False	0		e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
4	4	0.33299999999999996	74	2	D	0	2.333	0	False	6	8	1	1	1/8	True	1	1	1	0	0a	5	1/2	False	False					False	0		e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	-2	-2	-2	7	False	False	False
8	4	0.667	72	0	C	0	2.667	0	False	6	8	1	1	1/8	True	1	1	1	0	0a	5	1	False	False					False	0		e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	-4	-4	-4	6	False	False	False
12	4	1.0	71	5	B	0	1.0	1	True	6	8	1	1	1/8	True	1	2	2	1	1a	4	3/2	False	False					False	0		e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
16	4	1.333	72	0	C	0	1.333	0	False	6	8	1	1	1/8	True	1	2	2	1	1a	5	2	False	False					False	0		e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	-4	-4	-4	6	False	False	False
20	4	1.667	71	5	B	0	1.667	0	False	6	8	1	1	1/8	True	1	2	2	1	1a	4	5/2	False	False					False	0		e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	1	1	1	5	True	False	False
24	4	2.0	69	3	A	0	2.0	2	True	6	8	1	1	1/8	True	1	2	2	1	1a	4	3	False	False					False	0		e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	-1	-1	-1	4	False	False	False
28	4	2.333	67	1	G	0	2.333	0	False	6	8	1	1	1/8	True	1	2	2	1	1a	4	7/2	False	False					False	0		e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
32	4	2.667	66	6	F	1	2.667	0	False	6	8	1	1	1/8	True	1	2	2	1	1a	4	4	False	False					False	0		e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	2	2	2	2	False	False	False
36	0	3.0	66	6	F	1	1.0	1	True	6	8	1	1	0	True	1	3	3	2	2a	4	9/2	False	False					False	0		e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	2	2	2	2	False	False	False
36	8	3.0	67	1	G	0	1.0	1	True	6	8	1	1	1/4	True	1	3	3	2	2a	4	9/2	False	False					False	0		e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
44	0	3.667	66	6	F	1	1.667	0	False	6	8	1	1	0	True	1	3	3	2	2a	4	11/2	False	False					False	0		e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	2	2	2	2	False	False	False
44	4	3.667	64	4	E	0	1.667	0	False	6	8	1	1	1/8	True	1	3	3	2	2a	4	11/2	False	False					False	0		e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
48	4	4.0	64	4	E	0	2.0	2	True	6	8	2	1	1/8	True	1	3	3	2	2a	4	6	False	False					False	0		e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
48	4	4.0	79	1	G	0	2.0	2	True	6	8	1	1	1/8	True	1	3	3	2	2a	5	6	False	False					False	0		e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	-3	-3	-3	3	True	False	False
52	4	4.333	62	2	D	0	2.333	0	False	6	8	2	1	1/8	True	1	3	3	2	2a	4	13/2	False	False					False	0		e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	-2	-2	-2	7	False	False	False
52	4	4.333	78	6	F	1	2.333	0	False	6	8	1	1	1/8	True	1	3	3	2	2a	5	13/2	False	False					False	0		e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	2	2	2	2	False	False	False
56	4	4.667	60	0	C	0	2.667	0	False	6	8	2	1	1/8	True	1	3	3	2	2a	4	7	False	False					False	0		e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	-4	-4	-4	6	False	False	False
56	4	4.667	76	4	E	0	2.667	0	False	6	8	1	1	1/8	True	1	3	3	2	2a	5	7	False	False					False	0		e.i{	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
60	4	5.0	59	5	B	0	1.0	1	True	6	8	2	1	1/8	True	1	4	4	3	3a	3	15/2	False	True					False	1		V	e	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		4	4	4	5	5	B	B	E	E	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
60	8	5.0	75	9	D	1	1.0	1	True	6	8	1	1	1/4	True	1	4	4	3	3a	5	15/2	False	True					False	1		V	e	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		4	4	4	5	5	B	B	E	E	major triad	0	True	True	True	True	True	5	5	5	#7	True	False	False
64	4	5.333	60	0	C	0	1.333	0	False	6	8	2	1	1/8	True	1	4	4	3	3a	4	8	False	False					False	1		V	e	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		4	4	4	5	5	B	B	E	E	major triad	0	True	True	True	True	True	-4	-4	-4	6	False	False	False
68	4	5.667	59	5	B	0	1.667	0	False	6	8	2	1	1/8	True	1	4	4	3	3a	3	17/2	False	False					False	1		V	e	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		4	4	4	5	5	B	B	E	E	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
68	8	5.667	75	9	D	1	1.667	0	False	6	8	1	1	1/4	True	1	4	4	3	3a	5	17/2	False	False					False	1		V	e	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		4	4	4	5	5	B	B	E	E	major triad	0	True	True	True	True	True	5	5	5	#7	True	False	False
72	4	6.0	57	3	A	0	2.0	2	True	6	8	2	1	1/8	True	1	4	4	3	3a	3	9	False	False					False	1		V	e	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		4	4	4	5	5	B	B	E	E	major triad	0	True	True	True	True	True	-1	-1	-1	4	False	False	False
76	4	6.333	55	1	G	0	2.333	0	False	6	8	2	1	1/8	True	1	4	4	3	3a	3	19/2	False	True					False	2		V43	e	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	V7	5		4	4	4	5	6	B	F#	E	E	dominant seventh chord	2	True	True	True	True	True	-3	-3	-3	3	False	False	False
76	8	6.333	78	6	F	1	2.333	0	False	6	8	1	1	1/4	True	1	4	4	3	3a	5	19/2	False	True					False	2		V43	e	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	V7	5		4	4	4	5	6	B	F#	E	E	dominant seventh chord	2	True	True	True	True	True	2	2	2	2	True	False	True
80	4	6.667	54	6	F	1	2.667	0	False	6	8	2	1	1/8	True	1	4	4	3	3a	3	10	False	False					False	2		V43	e	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	V7	5		4	4	4	5	6	B	F#	E	E	dominant seventh chord	2	True	True	True	True	True	2	2	2	2	True	False	True
84	8	7.0	55	1	G	0	1.0	1	True	6	8	2	1	1/4	True	1	5	5	4	4a	3	21/2	False	True					False	3		i6	e	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		4	4	4	4	1	E	G	E	E	minor triad	1	True	True	True	True	True	-3	-3	-3	3	True	False	True
84	4	7.0	71	5	B	0	1.0	1	True	6	8	1	1	1/8	True	1	5	5	4	4a	4	21/2	False	True					False	3		i6	e	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		4	4	4	4	1	E	G	E	E	minor triad	1	True	True	True	True	True	1	1	1	5	True	False	False
88	4	7.333	69	3	A	0	1.333	0	False	6	8	1	1	1/8	True	1	5	5	4	4a	4	11	False	False					False	3		i6	e	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		4	4	4	4	1	E	G	E	E	minor triad	1	True	True	True	True	True	-1	-1	-1	4	False	False	False
92	8	7.667	54	6	F	1	1.667	0	False	6	8	2	1	1/4	True	1	5	5	4	4a	3	23/2	False	False					False	3		i6	e	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		4	4	4	4	1	E	G	E	E	minor triad	1	True	True	True	True	True	2	2	2	2	False	False	False
92	4	7.667	71	5	B	0	1.667	0	False	6	8	1	1	1/8	True	1	5	5	4	4a	4	23/2	False	False					False	3		i6	e	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		4	4	4	4	1	E	G	E	E	minor triad	1	True	True	True	True	True	1	1	1	5	True	False	False
96	4	8.0	73	7	C	1	2.0	2	True	6	8	1	1	1/8	True	1	5	5	4	4a	5	12	False	False					False	3		i6	e	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		4	4	4	4	1	E	G	E	E	minor triad	1	True	True	True	True	True	3	3	3	#6	False	False	False
100	8	8.333	52	4	E	0	2.333	0	False	6	8	2	1	1/4	True	1	5	5	4	4a	3	25/2	False	True					False	4		i7	e	i		i7	i		7			mm7	True	True	(0, -3, 1, -2)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i7	i7, minor		i7, minor		i	i7	1		4	4	4	4	4	E	E	E	E	minor seventh chord	7	True	True	True	True	True	0	0	0	1	True	True	True
100	4	8.333	74	2	D	0	2.333	0	False	6	8	1	1	1/8	True	1	5	5	4	4a	5	25/2	False	True					False	4		i7	e	i		i7	i		7			mm7	True	True	(0, -3, 1, -2)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i7	i7, minor		i7, minor		i	i7	1		4	4	4	4	4	E	E	E	E	minor seventh chord	7	True	True	True	True	True	-2	-2	-2	7	True	False	False
104	4	8.667	76	4	E	0	2.667	0	False	6	8	1	1	1/8	True	1	5	5	4	4a	5	13	False	False					False	4		i7	e	i		i7	i		7			mm7	True	True	(0, -3, 1, -2)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i7	i7, minor		i7, minor		i	i7	1		4	4	4	4	4	E	E	E	E	minor seventh chord	7	True	True	True	True	True	0	0	0	1	True	True	True
108	4	9.0	57	3	A	0	1.0	1	True	6	8	2	1	1/8	True	1	6	6	5	5a	3	27/2	False	True					False	5		IV	e	i		IV	IV					M	True	True	(-1, 3, 0)	()	-1	-1	minor	minor	i	i, minor	IV		i	i	True	IV	IV, minor		IV, minor		IV	IV	4		4	4	4	3	3	A	A	E	E	major triad	0	True	True	True	True	True	-1	-1	-1	4	True	True	True
