onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	cadence_subtype	phraseend	a_phraseend	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	24	0.0	70	-2	B	-1	1.0	1	True	4	4	1	1	1/4	True	-2	1	1	1	1a	4	0	True	True				{	False	0	Bb.I{	Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-2	-2	-2	-2	-2	Bb	Bb	Bb	Bb	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
24	24	1.0	58	-2	B	-1	2.0	2	True	4	4	2	1	1/4	True	-2	1	1	1	1a	3	1	False	False					False	0	Bb.I{	Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-2	-2	-2	-2	-2	Bb	Bb	Bb	Bb	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
24	12	1.0	70	-2	B	-1	2.0	2	True	4	4	1	1	1/8	False	-2	1	1	1	1a	4	1	False	False					False	0	Bb.I{	Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-2	-2	-2	-2	-2	Bb	Bb	Bb	Bb	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
36	6	1.5	72	0	C	0	2.5	0	False	4	4	1	1	1/16	True	-2	1	1	1	1a	5	3/2	False	False					False	0	Bb.I{	Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-2	-2	-2	-2	-2	Bb	Bb	Bb	Bb	major triad	0	True	True	True	True	True	2	2	2	2	False	False	False
42	6	1.75	70	-2	B	-1	2.75	0	False	4	4	1	1	1/16	True	-2	1	1	1	1a	4	7/4	False	False					False	0	Bb.I{	Bb	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-2	-2	-2	-2	-2	Bb	Bb	Bb	Bb	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
48	12	2.0	58	-2	B	-1	3.0	3	True	4	4	2	1	1/8	False	-2	1	1	1	1a	3	2	False	True					False	1	ii2	Bb	I		ii2	ii		2			mm7	False	False	(0, 2, -1, 3)	()	2	0	major	major	I	I, major	ii		I	I	False	ii2	ii2, major		ii2, major		ii	ii7	2		-2	-2	-2	0	-2	C	Bb	Bb	Bb	minor seventh chord	3	True	True	True	True	True	0	0	0	1	True	False	True
48	24	2.0	72	0	C	0	3.0	3	True	4	4	1	1	1/4	True	-2	1	1	1	1a	5	2	False	True					False	1	ii2	Bb	I		ii2	ii		2			mm7	False	False	(0, 2, -1, 3)	()	2	0	major	major	I	I, major	ii		I	I	False	ii2	ii2, major		ii2, major		ii	ii7	2		-2	-2	-2	0	-2	C	Bb	Bb	Bb	minor seventh chord	3	True	True	True	True	True	2	2	2	2	True	True	False
60	6	2.5	56	-4	A	-1	3.5	0	False	4	4	2	1	1/16	True	-2	1	1	1	1a	3	5/2	False	False					False	1	ii2	Bb	I		ii2	ii		2			mm7	False	False	(0, 2, -1, 3)	()	2	0	major	major	I	I, major	ii		I	I	False	ii2	ii2, major		ii2, major		ii	ii7	2		-2	-2	-2	0	-2	C	Bb	Bb	Bb	minor seventh chord	3	True	True	True	True	True	-2	-2	-2	b7	False	False	False
66	6	2.75	55	1	G	0	3.75	0	False	4	4	2	1	1/16	True	-2	1	1	1	1a	3	11/4	False	False					False	1	ii2	Bb	I		ii2	ii		2			mm7	False	False	(0, 2, -1, 3)	()	2	0	major	major	I	I, major	ii		I	I	False	ii2	ii2, major		ii2, major		ii	ii7	2		-2	-2	-2	0	-2	C	Bb	Bb	Bb	minor seventh chord	3	True	True	True	True	True	3	3	3	6	True	False	False
72	24	3.0	56	-4	A	-1	4.0	4	True	4	4	2	1	1/4	True	-2	1	1	1	1a	3	3	False	True					False	2	ii65/IV	Bb	I		ii65/IV	ii		65		IV	mm7	False	False	(-2, 2, -1, 1)	()	1	-2	major	major	I	I, major	ii/IV	IV	IV/I	IV	False	ii65/IV	ii65/IV, major		ii65/IV, major	IV	IV	ii7	2	4	-2	-2	-3	-1	-4	F	Ab	Bb	Eb	minor seventh chord	1	True	True	True	True	True	-2	-2	-1	b7	True	False	True
