onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	cadence_subtype	phraseend	a_phraseend	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	2	0.0	76	4	E	0	3.75	0	False	3	2	1	1	1/8	True	4	1	1	0	0a	5	0	True	False					False	0	E.I{	E	I		I	I	+	65	4	V	M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I	V	I	I	False	I	I, major		I, major	V	I	I	1	5	4	4	4	4	4	E	E	E	E	major triad	0	False	True	True	True	True	0	0	0	1	True	True	True
2	6	0.25	68	8	G	1	1.0	1	True	3	2	1	1	3/8	True	4	2	2	1	1a	4	1/2	False	True				{	False	0	E.I{	E	I		I	I	+	65	4	V	M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I	V	I	I	False	I	I, major		I, major	V	I	I	1	5	4	4	4	4	4	E	E	E	E	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
2	6	0.25	71	5	B	0	1.0	1	True	3	2	1	1	3/8	True	4	2	2	1	1a	4	1/2	False	True				{	False	0	E.I{	E	I		I	I	+	65	4	V	M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I	V	I	I	False	I	I, major		I, major	V	I	I	1	5	4	4	4	4	4	E	E	E	E	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
2	6	0.25	76	4	E	0	1.0	1	True	3	2	1	1	3/8	True	4	2	2	1	1a	5	1/2	False	True				{	False	0	E.I{	E	I		I	I	+	65	4	V	M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I	V	I	I	False	I	I, major		I, major	V	I	I	1	5	4	4	4	4	4	E	E	E	E	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
4	2	0.5	52	4	E	0	1.25	0	False	3	2	2	1	1/8	True	4	2	2	1	1a	3	1	False	False					False	0	E.I{	E	I		I	I	+	65	4	V	M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I	V	I	I	False	I	I, major		I, major	V	I	I	1	5	4	4	4	4	4	E	E	E	E	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
6	2	0.75	54	6	F	1	1.5	0	False	3	2	2	1	1/8	True	4	2	2	1	1a	3	3/2	False	False					False	0	E.I{	E	I		I	I	+	65	4	V	M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I	V	I	I	False	I	I, major		I, major	V	I	I	1	5	4	4	4	4	4	E	E	E	E	major triad	0	True	True	True	True	True	2	2	2	2	False	False	False
8	2	1.0	56	8	G	1	1.75	0	False	3	2	2	1	1/8	True	4	2	2	1	1a	3	2	False	False					False	0	E.I{	E	I		I	I	+	65	4	V	M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I	V	I	I	False	I	I, major		I, major	V	I	I	1	5	4	4	4	4	4	E	E	E	E	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
8	2	1.0	75	9	D	1	1.75	0	False	3	2	1	1	1/8	True	4	2	2	1	1a	5	2	False	False					False	0	E.I{	E	I		I	I	+	65	4	V	M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I	V	I	I	False	I	I, major		I, major	V	I	I	1	5	4	4	4	4	4	E	E	E	E	major triad	0	True	True	True	True	True	5	5	5	7	False	False	False
10	4	1.25	57	3	A	0	2.0	2	True	3	2	2	1	1/4	True	4	2	2	1	1a	3	5/2	False	True					False	1	ii65	E	I		ii65	ii	+	65	4	V	mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii	V	I	I	False	ii65	ii65, major		ii65, major	V	ii	ii7	2	5	4	4	4	6	3	F#	A	E	E	minor seventh chord	1	True	True	True	True	True	-1	-1	-1	4	True	False	True
10	4	1.25	73	7	C	1	2.0	2	True	3	2	1	1	1/4	True	4	2	2	1	1a	5	5/2	False	True					False	1	ii65	E	I		ii65	ii	+	65	4	V	mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii	V	I	I	False	ii65	ii65, major		ii65, major	V	ii	ii7	2	5	4	4	4	6	3	F#	A	E	E	minor seventh chord	1	True	True	True	True	True	3	3	3	6	True	False	False
