onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	cadence_subtype	phraseend	a_phraseend	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
180	12	15.0	72	0	C	0	1.0	1	True	3	4	1	1	1/4	True	1	6	6	6	6a	5	15	False	True					False	8		iv	e	i		iv	iv					m	True	True	(-1, -4, 0)	()	-1	-1	minor	minor	i	i, minor	iv		i	i	True	iv	iv, minor		iv, minor		iv	iv	4		4	4	4	3	3	A	A	E	E	minor triad	0	True	True	True	True	True	-4	-4	-4	6	True	False	False
192	18	16.0	81	3	A	0	2.0	2	True	3	4	1	1	3/8	True	1	6	6	6	6a	5	16	False	True					False	9		IV	e	i		IV	IV					M	True	True	(-1, 3, 0)	()	-1	-1	minor	minor	i	i, minor	IV		i	i	True	IV	IV, minor		IV, minor		IV	IV	4		4	4	4	3	3	A	A	E	E	major triad	0	True	True	True	True	True	-1	-1	-1	4	True	True	True
204	12	17.0	55	1	G	0	3.0	3	True	3	4	2	1	1/4	True	1	6	6	6	6a	3	17	False	True					False	10		IV2	e	i		IV2	IV		2			Mm7	True	True	(-3, -1, 3, 0)	()	-1	-3	minor	minor	i	i, minor	IV		i	i	True	IV2	IV2, minor		IV2, minor		IV	IV7	4		4	4	4	3	1	A	G	E	E	dominant seventh chord	3	True	True	True	True	True	-3	-3	-3	3	True	False	True
210	6	17.5	73	7	C	1	3.5	0	False	3	4	1	1	1/8	True	1	6	6	6	6a	5	35/2	False	False					False	10		IV2	e	i		IV2	IV		2			Mm7	True	True	(-3, -1, 3, 0)	()	-1	-3	minor	minor	i	i, minor	IV		i	i	True	IV2	IV2, minor		IV2, minor		IV	IV7	4		4	4	4	3	1	A	G	E	E	dominant seventh chord	3	True	True	True	True	True	3	3	3	#6	True	False	False
216	12	18.0	54	6	F	1	1.0	1	True	3	4	2	1	1/4	True	1	7	7	7	7a	3	18	False	True					False	11		V43	e	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	V7	5		4	4	4	5	6	B	F#	E	E	dominant seventh chord	2	True	True	True	True	True	2	2	2	2	True	False	True
216	9	18.0	75	9	D	1	1.0	1	True	3	4	1	1	3/16	True	1	7	7	7	7a	5	18	False	True					False	11		V43	e	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	V7	5		4	4	4	5	6	B	F#	E	E	dominant seventh chord	2	True	True	True	True	True	5	5	5	#7	True	False	False
225	1	18.75	76	4	E	0	1.75	0	False	3	4	1	1	1/48	True	1	7	7	7	7a	5	75/4	False	False					False	11		V43	e	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	V7	5		4	4	4	5	6	B	F#	E	E	dominant seventh chord	2	True	True	True	True	True	0	0	0	1	False	False	False
226	1	18.833	75	9	D	1	1.833	0	False	3	4	1	1	1/48	True	1	7	7	7	7a	5	113/6	False	False					False	11		V43	e	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	V7	5		4	4	4	5	6	B	F#	E	E	dominant seventh chord	2	True	True	True	True	True	5	5	5	#7	True	False	False
227	1	18.917	76	4	E	0	1.917	0	False	3	4	1	1	1/48	True	1	7	7	7	7a	5	227/12	False	False					False	11		V43	e	i		V43	V		43			Mm7	True	True	(2, -1, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V43	V43, minor		V43, minor		V	V7	5		4	4	4	5	6	B	F#	E	E	dominant seventh chord	2	True	True	True	True	True	0	0	0	1	False	False	False
228	12	19.0	52	4	E	0	2.0	2	True	3	4	2	1	1/4	True	1	7	7	7	7a	3	19	False	True					False	12		i	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
228	18	19.0	76	4	E	0	2.0	2	True	3	4	1	1	3/8	True	1	7	7	7	7a	5	19	False	True					False	12		i	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
240	12	20.0	40	4	E	0	3.0	3	True	3	4	2	1	1/4	True	1	7	7	7	7a	2	20	False	False					False	12		i	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
246	3	20.5	75	9	D	1	3.5	0	False	3	4	1	1	1/16	True	1	7	7	7	7a	5	41/2	False	False					False	12		i	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	5	5	5	#7	False	False	False
249	3	20.75	76	4	E	0	3.75	0	False	3	4	1	1	1/16	True	1	7	7	7	7a	5	83/4	False	False					False	12		i	e	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		4	4	4	4	4	E	E	E	E	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
252	0	21.0	76	4	E	0	1.0	1	True	3	4	1	1	0	True	1	8	8	8	8a	5	21	False	True	HC.SIM	HC	SIM	}	True	13	1	V|HC.SIM}	e	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		4	4	4	5	5	B	B	E	E	major triad	0	True	True	True	True	True	0	0	0	1	False	False	False
252	12	21.0	47	5	B	0	1.0	1	True	3	4	2	1	1/4	True	1	8	8	8	8a	2	21	False	True	HC.SIM	HC	SIM	}	True	13	1	V|HC.SIM}	e	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		4	4	4	5	5	B	B	E	E	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
