onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	30	0.0	60	0	C	0	3.875	0	False	3	4	1	1	1/32	True	-4	1	1	0	0a	4	0	True	True				False	0	f.V7		f	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		-1	-1	-1	0	0	C	C	F	F	dominant seventh chord	7	True	False	True	True	True	1	1	1	5	True	True	True
30	180	0.125	72	0	C	0	1.0	1	True	3	4	1	1	3/16	True	-4	2	2	1	1a	5	1/8	False	False				False	0	f.V7		f	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		-1	-1	-1	0	0	C	C	F	F	dominant seventh chord	7	True	False	True	True	True	1	1	1	5	True	True	True
210	15	0.875	70	-2	B	-1	1.75	0	False	3	4	1	1	1/64	True	-4	2	2	1	1a	4	7/8	False	False				False	0	f.V7		f	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		-1	-1	-1	0	0	C	C	F	F	dominant seventh chord	7	True	False	True	True	True	-1	-1	-1	4	True	False	False
225	15	0.937	68	-4	A	-1	1.812	0	False	3	4	1	1	1/64	True	-4	2	2	1	1a	4	15/16	False	False				False	0	f.V7		f	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		-1	-1	-1	0	0	C	C	F	F	dominant seventh chord	7	True	False	True	True	True	-3	-3	-3	3	False	False	False
240	15	1.0	67	1	G	0	1.875	0	False	3	4	1	1	1/64	True	-4	2	2	1	1a	4	1	False	False				False	0	f.V7		f	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		-1	-1	-1	0	0	C	C	F	F	dominant seventh chord	7	True	False	True	True	True	2	2	2	2	True	False	False
255	15	1.063	65	-1	F	0	1.938	0	False	3	4	1	1	1/64	True	-4	2	2	1	1a	4	17/16	False	False				False	0	f.V7		f	i		V7		V		7			Mm7	True	True	(1, 5, 2, -1)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V7	V7, minor		V7, minor		V	V7	5		-1	-1	-1	0	0	C	C	F	F	dominant seventh chord	7	True	False	True	True	True	0	0	0	1	False	False	False
270	120	1.125	65	-1	F	0	2.0	2	True	3	4	1	1	1/8	True	-4	2	2	1	1a	4	9/8	False	True				False	1	i		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	False	True	True	True	0	0	0	1	True	True	True
390	120	1.625	65	-1	F	0	2.5	0	False	3	4	1	1	1/8	True	-4	2	2	1	1a	4	13/8	False	False				False	1	i		f	i		i		i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		-1	-1	-1	-1	-1	F	F	F	F	minor triad	0	True	False	True	True	True	0	0	0	1	True	True	True
510	240	2.125	56	-4	A	-1	3.0	3	True	3	4	2	1	1/4	True	-4	2	2	1	1a	3	17/8	False	True				False	2	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		-1	-1	-1	-1	-4	F	Ab	F	F	minor triad	1	True	False	True	True	True	-3	-3	-3	3	True	False	True
510	240	2.125	60	0	C	0	3.0	3	True	3	4	2	1	1/4	True	-4	2	2	1	1a	4	17/8	False	True				False	2	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		-1	-1	-1	-1	-4	F	Ab	F	F	minor triad	1	True	False	True	True	True	1	1	1	5	True	False	False
510	120	2.125	65	-1	F	0	3.0	3	True	3	4	1	1	1/8	True	-4	2	2	1	1a	4	17/8	False	True				False	2	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		-1	-1	-1	-1	-4	F	Ab	F	F	minor triad	1	True	False	True	True	True	0	0	0	1	True	True	False
630	120	2.625	65	-1	F	0	3.5	0	False	3	4	1	1	1/8	True	-4	2	2	1	1a	4	21/8	False	False				False	2	i6		f	i		i6		i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		-1	-1	-1	-1	-4	F	Ab	F	F	minor triad	1	True	False	True	True	True	0	0	0	1	True	True	False
750	480	3.125	55	1	G	0	1.0	1	True	3	4	2	1	1/2	True	-4	3	3	2	2a	3	25/8	False	True			\\	True	3	#viio65\\		f	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	viio7	#7		-1	-1	-1	4	1	E	G	F	F	diminished seventh chord	1	True	False	True	True	True	2	2	2	2	True	False	True
750	480	3.125	58	-2	B	-1	1.0	1	True	3	4	2	1	1/2	True	-4	3	3	2	2a	3	25/8	False	True			\\	True	3	#viio65\\		f	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	viio7	#7		-1	-1	-1	4	1	E	G	F	F	diminished seventh chord	1	True	False	True	True	True	-1	-1	-1	4	True	False	False
750	480	3.125	61	-5	D	-1	1.0	1	True	3	4	2	1	1/2	True	-4	3	3	2	2a	4	25/8	False	True			\\	True	3	#viio65\\		f	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	viio7	#7		-1	-1	-1	4	1	E	G	F	F	diminished seventh chord	1	True	False	True	True	True	-4	-4	-4	6	True	False	False
750	180	3.125	64	4	E	0	1.0	1	True	3	4	1	1	3/16	True	-4	3	3	2	2a	4	25/8	False	True			\\	True	3	#viio65\\		f	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	viio7	#7		-1	-1	-1	4	1	E	G	F	F	diminished seventh chord	1	True	False	True	True	True	5	5	5	#7	True	True	False
930	0	3.875	67	1	G	0	1.75	0	False	3	4	1	1	0	True	-4	3	3	2	2a	4	31/8	False	False				False	3	#viio65\\		f	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	viio7	#7		-1	-1	-1	4	1	E	G	F	F	diminished seventh chord	1	True	False	True	True	True	2	2	2	2	True	False	True
930	30	3.875	65	-1	F	0	1.75	0	False	3	4	1	1	1/32	True	-4	3	3	2	2a	4	31/8	False	False				False	3	#viio65\\		f	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	viio7	#7		-1	-1	-1	4	1	E	G	F	F	diminished seventh chord	1	True	False	True	True	True	0	0	0	1	False	False	False
960	30	4.0	64	4	E	0	1.875	0	False	3	4	1	1	1/32	True	-4	3	3	2	2a	4	4	False	False				False	3	#viio65\\		f	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	viio7	#7		-1	-1	-1	4	1	E	G	F	F	diminished seventh chord	1	True	False	True	True	True	5	5	5	#7	True	True	False
990	180	4.125	73	-5	D	-1	2.0	2	True	3	4	1	1	3/16	True	-4	3	3	2	2a	5	33/8	False	False				False	3	#viio65\\		f	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	viio7	#7		-1	-1	-1	4	1	E	G	F	F	diminished seventh chord	1	True	False	True	True	True	-4	-4	-4	6	True	False	False
1170	30	4.875	70	-2	B	-1	2.75	0	False	3	4	1	1	1/32	True	-4	3	3	2	2a	4	39/8	False	False				False	3	#viio65\\		f	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	viio7	#7		-1	-1	-1	4	1	E	G	F	F	diminished seventh chord	1	True	False	True	True	True	-1	-1	-1	4	True	False	False
1200	30	5.0	67	1	G	0	2.875	0	False	3	4	1	1	1/32	True	-4	3	3	2	2a	4	5	False	False				False	3	#viio65\\		f	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	viio7	#7		-1	-1	-1	4	1	E	G	F	F	diminished seventh chord	1	True	False	True	True	True	2	2	2	2	True	False	True
1230	120	5.125	64	4	E	0	3.0	3	True	3	4	1	1	1/8	True	-4	3	3	2	2a	4	41/8	False	False				False	3	#viio65\\		f	i		#viio65		#vii	o	65			o7	True	True	(2, -1, -4, 5)	()	5	2	minor	minor	i	i, minor	#vii		i	i	True	#viio65	#viio65, minor		#viio65, minor		#vii	viio7	#7		-1	-1	-1	4	1	E	G	F	F	diminished seventh chord	1	True	False	True	True	True	5	5	5	#7	True	True	False
1440	30	6.0	67	1	G	0	3.875	0	False	3	4	1	1	1/32	True	-4	3	3	2	2a	4	6	False	True				False	4	V7/V		f	i		V7/V		V		7		V	Mm7	True	True	(2, 6, 3, 0)	()	2	2	minor	minor	i	i, minor	V/V	V	V/i	V	False	V7/V	V7/V, minor		V7/V, minor	V	V	V7	5	5	-1	-1	0	1	1	G	G	F	C	dominant seventh chord	7	True	False	True	True	True	2	2	1	2	True	True	True
1470	180	6.125	79	1	G	0	1.0	1	True	3	4	1	1	3/16	True	-4	4	4	3	3a	5	49/8	False	False				False	4	V7/V		f	i		V7/V		V		7		V	Mm7	True	True	(2, 6, 3, 0)	()	2	2	minor	minor	i	i, minor	V/V	V	V/i	V	False	V7/V	V7/V, minor		V7/V, minor	V	V	V7	5	5	-1	-1	0	1	1	G	G	F	C	dominant seventh chord	7	True	False	True	True	True	2	2	1	2	True	True	True
