onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
0	12	0.0	48	0	C	0	2.0	2	True	2	4	2	1	1/16	True	0	1	1	0	0a	3	0	True	True				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	False	True	True	True	0	0	0	1	True	True	True
0	12	0.0	84	0	C	0	2.0	2	True	2	4	1	1	1/16	True	0	1	1	0	0a	6	0	True	True				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	False	True	True	True	0	0	0	1	True	True	True
12	12	0.25	55	1	G	0	2.25	0	False	2	4	2	1	1/16	True	0	1	1	0	0a	3	1/4	False	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	False	True	True	True	1	1	1	5	True	False	False
12	12	0.25	83	5	B	0	2.25	0	False	2	4	1	1	1/16	True	0	1	1	0	0a	5	1/4	False	False				False	0	C.I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	False	True	True	True	5	5	5	7	False	False	False
24	12	0.5	50	2	D	0	2.5	0	False	2	4	2	1	1/16	True	0	1	1	0	0a	3	1/2	False	True				False	1	V64		C	I		V64		V		64			M	False	False	(2, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V64	V64, major		V64, major		V	V	5		0	0	0	1	2	G	D	C	C	major triad	2	True	False	True	True	True	2	2	2	2	True	False	True
24	12	0.5	81	3	A	0	2.5	0	False	2	4	1	1	1/16	True	0	1	1	0	0a	5	1/2	False	True				False	1	V64		C	I		V64		V		64			M	False	False	(2, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V64	V64, major		V64, major		V	V	5		0	0	0	1	2	G	D	C	C	major triad	2	True	False	True	True	True	3	3	3	6	False	False	False
36	12	0.75	55	1	G	0	2.75	0	False	2	4	2	1	1/16	True	0	1	1	0	0a	3	3/4	False	False				False	1	V64		C	I		V64		V		64			M	False	False	(2, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V64	V64, major		V64, major		V	V	5		0	0	0	1	2	G	D	C	C	major triad	2	True	False	True	True	True	1	1	1	5	True	True	False
36	12	0.75	79	1	G	0	2.75	0	False	2	4	1	1	1/16	True	0	1	1	0	0a	5	3/4	False	False				False	1	V64		C	I		V64		V		64			M	False	False	(2, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V64	V64, major		V64, major		V	V	5		0	0	0	1	2	G	D	C	C	major triad	2	True	False	True	True	True	1	1	1	5	True	True	False
48	0	1.0	78	6	F	1	1.0	1	True	2	4	1	1	0	True	0	2	2	1	1a	5	1	False	True				False	2	I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	False	True	True	True	6	6	6	#4	False	False	False
48	0	1.0	79	1	G	0	1.0	1	True	2	4	1	1	0	True	0	2	2	1	1a	5	1	False	True				False	2	I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	False	True	True	True	1	1	1	5	True	False	False
