corpus	piece	../../pitch_arrays/DLC	split	pitch_arrays	last_modified	last_modified_url	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	annotated_key	harmony_version	annotators	reviewers	composed_start	composed_end	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	comments	originalFormat	staff_1_ambitus	staff_1_instrument	staff_2_ambitus	staff_2_instrument	staff_3_ambitus	staff_3_instrument	staff_4_ambitus	staff_4_instrument	composed_source	subtitle_text	P86 (composer)	wikidata	musicbrainz	viaf	imslp	pdf	score_integrity	typesetter	transcriber	imslp.1	key	mode	electronic editor	electronic encoder	path	text	score integrity	extension	staff_5_ambitus	staff_5_instrument	staff_6_ambitus	staff_6_instrument	PDF	wdt:P86	librettist	sceneNumber	sceneTitle	staff_7_ambitus	staff_7_instrument	staff_8_ambitus	staff_8_instrument	staff_9_ambitus	staff_9_instrument	staff_10_ambitus	staff_10_instrument	staff_11_ambitus	staff_11_instrument	staff_12_ambitus	staff_12_instrument	staff_13_ambitus	staff_13_instrument	staff_14_ambitus	staff_14_instrument	staff_15_ambitus	staff_15_instrument	staff_16_ambitus	staff_16_instrument	staff_17_ambitus	staff_17_instrument	staff_18_ambitus	staff_18_instrument	staff_19_ambitus	staff_19_instrument	staff_20_ambitus	staff_20_instrument	staff_21_ambitus	staff_21_instrument	source.1	part_name_text	last_modified_url.1	rel_path.1	has_chords	has_cadence	has_phrase	has_pedal
ABC	n01op18-1_02	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n01op18-1_02.mscx	1: 9/8	1: -1	110	110	495.0	110	110	495.0		1647.75	2939	1412	0	0	263	d	1.0.0	Markus Neuwirth		1799	1799	Ludwig van Beethoven			op18_no1_mvmnt2_all						2016-01-31	3.02	Apple Macintosh			op18_no1_mvmnt2_all		Ludwig van Beethoven	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n01op18-1_02.mscx	0	36-93 (C2-A6)		xml	57-93 (A3-A6)	Violin	55-81 (G3-A5)	Violin	48-76 (C3-E5)	Viola	36-70 (C2-Bb4)	Cello																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n01op18-1_02.mscx	ABC/MS3/n01op18-1_02.mscx	True	False	True	True
ABC	n01op18-1_04	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n01op18-1_04.mscx	1: 2/4	1: -1	381	381	762.0	381	381	762.0		2424.5	5451	2622	0	0	598	F	1.0.0	Markus Neuwirth		1799	1799	Ludwig van Beethoven			Op.18 no1:4						2016-01-31	3.02	Apple Macintosh			Op.18 no1:4		Beethoven	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n01op18-1_04.mscx	0	36-93 (C2-A6)		xml	55-93 (G3-A6)	Violin	55-84 (G3-C6)	Violin	48-74 (C3-D5)	Viola	36-65 (C2-F4)	Cello																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n01op18-1_04.mscx	ABC/MS3/n01op18-1_04.mscx	True	False	True	True
ABC	n02op18-2_01	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n02op18-2_01.mscx	1: 2/4	1: 1	249	249	498.0	330	330	660.0		1504.38	3227	1549	0	0	486	G	1.0.0	Markus Neuwirth		1799	1800	Ludwig van Beethoven									2016-01-31	3.02	Apple Macintosh			"<font size=""24""/>Quartet No.2 in G Major
<font size=""16""/>Op. 18 no. 2, 1st Movement "		"<font size=""12""/>Ludwig van Beethoven"	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n02op18-2_01.mscx	0	37-95 (C#2-B6)		xml	55-95 (G3-B6)	Violin	55-84 (G3-C6)	Violin	49-76 (C#3-E5)	Viola	37-81 (C#2-A5)	Cello																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n02op18-2_01.mscx	ABC/MS3/n02op18-2_01.mscx	True	False	True	True
ABC	n02op18-2_02	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n02op18-2_02.mscx	1: 3/4, 28: 2/4, 64: 3/4	1: 0, 28: -1, 64: 0	92	86	226.0	118	110	274.0		742.12	1788	818	0	0	177	C	1.0.0	Markus Neuwirth		1799	1800	Ludwig van Beethoven									2016-01-31	3.02	Apple Macintosh			"<font size=""24""/>Quartet No.2 in G Major
<font size=""16""/>Op. 18, no.2, 2nd Movement"	"<font size=""14""/>Adagio Cantabile"	"<font size=""12""/>Ludwig van Beethoven"	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n02op18-2_02.mscx	0	36-89 (C2-F6)		xml	55-89 (G3-F6)	Violin	55-77 (G3-F5)	Violin	48-74 (C3-D5)	Viola	36-81 (C2-A5)	Cello																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n02op18-2_02.mscx	ABC/MS3/n02op18-2_02.mscx	True	False	True	True
ABC	n02op18-2_03	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n02op18-2_03.mscx	1: 3/4	1: 1, 46: 0	92	87	263.0	174	166	498.0	[[[83], [84]]]	797.0	1252	627	0	0	138	G	1.0.0	Markus Neuwirth		1799	1800	Ludwig van Beethoven									2016-01-31	3.02	Apple Macintosh			"<font size=""24""/>Quartet No.2 in G Major
<font size=""16""/><b>Op.18, No.2, 3rd Movement</b>"	"<font size=""14""/>Scherzo Allegro."	"<font size=""12""/>Ludwig van Beethoven"	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n02op18-2_03.mscx	0	36-96 (C2-C7)		xml	55-96 (G3-C7)	Violin	55-84 (G3-C6)	Violin	48-72 (C3-C5)	Viola	36-67 (C2-G4)	Cello																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n02op18-2_03.mscx	ABC/MS3/n02op18-2_03.mscx	True	False	True	True
ABC	n02op18-2_04	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n02op18-2_04.mscx	1: 2/4	1: 1	412	412	824.0	412	412	824.0		2780.5	4113	1700	0	0	468	G	1.0.0	Markus Neuwirth		1799	1800	Ludwig van Beethoven									2016-01-31	3.02	Apple Macintosh			"<font size=""24""/>Quartet No.2 in G Major
<font size=""16""/>Op.18 No. 2, 4th Movement"	"<font size=""12""/><b>Allegro Molto Quasi Presto</b>"	"<font size=""12""/>Ludwig van Beethoven"	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n02op18-2_04.mscx	0	36-91 (C2-G6)		xml	55-91 (G3-G6)	Violin	55-83 (G3-B5)	Violin	48-74 (C3-D5)	Viola	36-81 (C2-A5)	Cello																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n02op18-2_04.mscx	ABC/MS3/n02op18-2_04.mscx	True	False	True	True
ABC	n03op18-3_01	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n03op18-3_01.mscx	1: 2/2	1: 2	271	269	1084.0	376	376	1504.0	[[[108, 109], [110, 111]]]	3573.17	3124	1591	0	0	383	D	1.0.0	Markus Neuwirth		1798	1799	Ludwig van Beethoven			String Quartet Op18 No3					©	2015-08-12	3.02	Microsoft Windows			"<font size=""24""/>String Quartet Op18 No3"		"<font size=""12""/>L van Beethoven"	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n03op18-3_01.mscx	0	37-97 (C#2-C#7)		xml	55-97 (G3-C#7)	MusicXML Default 1	55-85 (G3-C#6)	MusicXML Default 2	48-71 (C3-B4)	MusicXML Default 3	37-67 (C#2-G4)	MusicXML Default 4																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n03op18-3_01.mscx	ABC/MS3/n03op18-3_01.mscx	True	False	True	True
ABC	n03op18-3_02	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n03op18-3_02.mscx	1: 2/4	1: -2	151	151	302.0	151	151	302.0		982.21	2847	1250	0	0	394	Bb	1.0.0	Markus Neuwirth		1798	1799	Ludwig van Beethoven			String Quartet Op18 No3					©	2015-08-12	3.02	Microsoft Windows			"<font size=""24""/>String Quartet Op18 No3"		"<font size=""12""/>L van Beethoven"	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n03op18-3_02.mscx	0	36-94 (C2-Bb6)		xml	55-94 (G3-Bb6)	MusicXML Default 1	55-86 (G3-D6)	MusicXML Default 2	48-72 (C3-C5)	MusicXML Default 3	36-65 (C2-F4)	MusicXML Default 4																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n03op18-3_02.mscx	ABC/MS3/n03op18-3_02.mscx	True	False	True	True
ABC	n03op18-3_03	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n03op18-3_03.mscx	1: 3/4	1: 2, 65: -1, 103: 2	172	168	504.0	249	242	726.0		1678.0	1149	506	0	0	278	D	1.0.0	Markus Neuwirth		1798	1799	Ludwig van Beethoven			String Quartet Op18 No3					©	2015-08-12	3.02	Microsoft Windows			"<font size=""24""/>String Quartet Op18 No3"		"<font size=""12""/>L van Beethoven"	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n03op18-3_03.mscx	0	37-93 (C#2-A6)		xml	58-93 (Bb3-A6)	MusicXML Default 1	55-81 (G3-A5)	MusicXML Default 2	48-74 (C3-D5)	MusicXML Default 3	37-59 (C#2-B3)	MusicXML Default 4																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n03op18-3_03.mscx	ABC/MS3/n03op18-3_03.mscx	True	False	True	True
ABC	n03op18-3_04	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n03op18-3_04.mscx	1: 6/8	1: 2	372	364	1113.0	484	483	1449.0	[[[115, 116, 117, 118, 119, 120, 121], [122, 123, 124, 125, 126, 127, 128]]]	3504.0	4364	1984	0	0	569	D	1.0.0	Markus Neuwirth		1798	1799	Ludwig van Beethoven			String Quartet Op18 No3					©	2015-08-12	3.02	Microsoft Windows			"<font size=""24""/>String Quartet Op18 No3"		"<font size=""12""/>L van Beethoven"	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n03op18-3_04.mscx	0	36-95 (C2-B6)		xml	55-95 (G3-B6)	MusicXML Default 1	55-86 (G3-D6)	MusicXML Default 2	48-78 (C3-F#5)	MusicXML Default 3	36-67 (C2-G4)	MusicXML Default 4																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n03op18-3_04.mscx	ABC/MS3/n03op18-3_04.mscx	True	False	True	True
ABC	n04op18-4_01	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n04op18-4_01.mscx	1: 4/4	1: -3	221	219	880.0	297	296	1184.0	[[[78], [79]]]	3323.0	4485	1587	0	0	554	c	1.0.0	Markus Neuwirth		1799	1799	Ludwig van Beethoven			String Quartet Op18 No4					©	2015-08-12	3.02	Microsoft Windows			"<font size=""24""/>String Quartet Op18 No4"		"<font size=""12""/>L van Beethoven"	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n04op18-4_01.mscx	0	36-96 (C2-C7)		xml	55-96 (G3-C7)	MusicXML Default 1	55-84 (G3-C6)	MusicXML Default 2	48-72 (C3-C5)	MusicXML Default 3	36-72 (C2-C5)	MusicXML Default 4																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n04op18-4_01.mscx	ABC/MS3/n04op18-4_01.mscx	True	False	True	True
ABC	n04op18-4_02	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n04op18-4_02.mscx	1: 3/8	1: 0	261	261	391.5	343	343	514.5		1188.75	3042	1246	0	0	369	C	1.0.0	Markus Neuwirth		1799	1799	Ludwig van Beethoven			String Quartet Op18 No4					©	2015-08-12	3.02	Microsoft Windows			"<font size=""24""/>String Quartet Op18 No4"		"<font size=""12""/>L van Beethoven"	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n04op18-4_02.mscx	0	36-91 (C2-G6)		xml	55-91 (G3-G6)	MusicXML Default 1	55-84 (G3-C6)	MusicXML Default 2	48-76 (C3-E5)	MusicXML Default 3	36-67 (C2-G4)	MusicXML Default 4																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n04op18-4_02.mscx	ABC/MS3/n04op18-4_02.mscx	True	False	True	True
ABC	n04op18-4_03	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n04op18-4_03.mscx	1: 3/4	1: -3, 54: -4	101	98	296.0	172	168	504.0	[[[52], [53]]]	970.0	996	488	0	0	145	c	1.0.0	Markus Neuwirth		1799	1799	Ludwig van Beethoven			String Quartet Op18 No4					©	2015-08-12	3.02	Microsoft Windows			"<font size=""24""/>String Quartet Op18 No4"		"<font size=""12""/>L van Beethoven"	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n04op18-4_03.mscx	0	36-91 (C2-G6)		xml	55-91 (G3-G6)	MusicXML Default 1	55-82 (G3-Bb5)	MusicXML Default 2	48-72 (C3-C5)	MusicXML Default 3	36-67 (C2-G4)	MusicXML Default 4																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n04op18-4_03.mscx	ABC/MS3/n04op18-4_03.mscx	True	False	True	True
ABC	n04op18-4_04	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n04op18-4_04.mscx	1: 2/2	1: -3, 78: 0, 95: -3	226	217	878.5	291	279	1116.0	[[[44], [45]], [[93], [94]], [[102], [103]]]	2871.0	3069	1283	0	0	386	c	1.0.0	Markus Neuwirth		1799	1799	Ludwig van Beethoven			String Quartet Op18 No4					©	2015-08-12	3.02	Microsoft Windows			"<font size=""24""/>String Quartet Op18 No4"		"<font size=""12""/>L van Beethoven"	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n04op18-4_04.mscx	0	36-96 (C2-C7)		xml	55-96 (G3-C7)	MusicXML Default 1	55-82 (G3-Bb5)	MusicXML Default 2	48-72 (C3-C5)	MusicXML Default 3	36-64 (C2-E4)	MusicXML Default 4																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n04op18-4_04.mscx	ABC/MS3/n04op18-4_04.mscx	True	False	True	True
ABC	n05op18-5_01	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n05op18-5_01.mscx	1: 6/8	1: 3	228	225	684.0	444	444	1332.0	[[[79], [80]], [[220, 221], [222, 223]]]	2065.0	3077	1365	0	0	430	A	1.0.0	Markus Neuwirth		1799	1799	Ludwig van Beethoven			String Quartet Op.18 No.5					©	2015-08-12	3.02	Microsoft Windows			"<font size=""24""/>String Quartet Op.18 No.5"		"<font size=""12""/>L. van BEETHOVEN"	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n05op18-5_01.mscx	0	38-97 (D2-C#7)		xml	57-97 (A3-C#7)	MusicXML Default 1	55-83 (G3-B5)	MusicXML Default 2	49-76 (C#3-E5)	MusicXML Default 3	38-73 (D2-C#5)	MusicXML Default 4																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n05op18-5_01.mscx	ABC/MS3/n05op18-5_01.mscx	True	False	True	True
ABC	n05op18-5_02	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n05op18-5_02.mscx	1: 3/4	1: 3	109	105	318.0	191	186	558.0	[[[82], [83]]]	928.0	822	389	0	0	168	A	1.0.0	Markus Neuwirth		1799	1799	Ludwig van Beethoven			String Quartet Op.18 No.5					©	2015-08-12	3.02	Microsoft Windows			"<font size=""24""/>String Quartet Op.18 No.5"		"<font size=""12""/>L. van BEETHOVEN"	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n05op18-5_02.mscx	0	37-88 (C#2-E6)		xml	56-88 (G#3-E6)	MusicXML Default 1	56-78 (G#3-F#5)	MusicXML Default 2	49-76 (C#3-E5)	MusicXML Default 3	37-64 (C#2-E4)	MusicXML Default 4																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n05op18-5_02.mscx	ABC/MS3/n05op18-5_02.mscx	True	False	True	True
ABC	n05op18-5_03	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n05op18-5_03.mscx	1: 2/4	1: 2	152	139	284.5	253	235	470.5	[[[71], [72]], [[99], [100]], [[108], [109]]]	990.46	2666	1232	0	0	247	D	1.0.0	Markus Neuwirth		1799	1799	Ludwig van Beethoven			String Quartet Op.18 No.5					©	2015-08-12	3.02	Microsoft Windows			"<font size=""24""/>String Quartet Op.18 No.5"		"<font size=""12""/>L. van BEETHOVEN"	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n05op18-5_03.mscx	0	36-93 (C2-A6)		xml	60-93 (C4-A6)	MusicXML Default 1	57-86 (A3-D6)	MusicXML Default 2	49-76 (C#3-E5)	MusicXML Default 3	36-67 (C2-G4)	MusicXML Default 4																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n05op18-5_03.mscx	ABC/MS3/n05op18-5_03.mscx	True	False	True	True
ABC	n05op18-5_04	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n05op18-5_04.mscx	1: 2/2	1: 3	304	300	1206.5	397	394	1576.0	[[[94, 95], [96, 97]]]	3828.5	3513	1779	0	0	567	A	1.0.0	Markus Neuwirth		1799	1799	Ludwig van Beethoven			String Quartet Op.18 No.5					©	2015-08-12	3.02	Microsoft Windows			"<font size=""24""/>String Quartet Op.18 No.5"		"<font size=""12""/>L. van BEETHOVEN"	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n05op18-5_04.mscx	0	37-95 (C#2-B6)		xml	56-95 (G#3-B6)	MusicXML Default 1	56-85 (G#3-C#6)	MusicXML Default 2	49-76 (C#3-E5)	MusicXML Default 3	37-69 (C#2-A4)	MusicXML Default 4																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n05op18-5_04.mscx	ABC/MS3/n05op18-5_04.mscx	True	False	True	True
ABC	n06op18-6_01	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n06op18-6_01.mscx	1: 2/2	1: -2	266	264	1064.0	528	528	2112.0	[[[91], [92]], [[265], [266]]]	3178.5	3685	1635	0	0	374	Bb	1.0.0	Markus Neuwirth		1800	1800	Ludwig van Beethoven			Scherzo					©	2015-08-12	3.02	Microsoft Windows			"<font size=""24""/>Scherzo"		"<font size=""12""/>L van Beethoven"	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n06op18-6_01.mscx	0	36-94 (C2-Bb6)		xml	57-94 (A3-Bb6)	MusicXML Default 1	55-86 (G3-D6)	MusicXML Default 2	48-77 (C3-F5)	MusicXML Default 3	36-66 (C2-Gb4)	MusicXML Default 4																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n06op18-6_01.mscx	ABC/MS3/n06op18-6_01.mscx	True	False	True	True
ABC	n06op18-6_02	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n06op18-6_02.mscx	1: 2/4	1: -3	79	79	158.0	79	79	158.0		489.25	1917	889	0	0	265	Eb	1.0.0	Markus Neuwirth		1800	1800	Ludwig van Beethoven			Scherzo					©	2015-08-12	3.02	Microsoft Windows			"<font size=""24""/>Scherzo"		"<font size=""12""/>L van Beethoven"	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n06op18-6_02.mscx	0	36-96 (C2-C7)		xml	55-96 (G3-C7)	MusicXML Default 1	55-78 (G3-Gb5)	MusicXML Default 2	48-74 (C3-D5)	MusicXML Default 3	36-70 (C2-Bb4)	MusicXML Default 4																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n06op18-6_02.mscx	ABC/MS3/n06op18-6_02.mscx	True	False	True	True
ABC	n06op18-6_04	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n06op18-6_04.mscx	1: 2/4, 45: 3/8, 196: 2/4, 206: 3/8, 211: 2/4, 213: 3/8	1: -2	297	296	471.25	297	296	471.25		1545.75	3233	1449	0	0	465	Bb	1.0.0	Markus Neuwirth		1800	1800	Ludwig van Beethoven			Scherzo					©	2015-08-12	3.02	Microsoft Windows			"<font size=""24""/>Scherzo"		"<font size=""12""/>L van Beethoven"	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n06op18-6_04.mscx	0	36-93 (C2-A6)		xml	55-93 (G3-A6)	MusicXML Default 1	55-82 (G3-Bb5)	MusicXML Default 2	48-75 (C3-Eb5)	MusicXML Default 3	36-69 (C2-A4)	MusicXML Default 4																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n06op18-6_04.mscx	ABC/MS3/n06op18-6_04.mscx	True	False	True	True
ABC	n07op59-1_02	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n07op59-1_02.mscx	1: 3/8	1: -2	476	476	714.0	476	476	714.0		2427.0	6622	2325	0	0	635	Bb	1.0.0	Markus Neuwirth		1806	1806	Ludwig van Beethoven									2015-11-25	3.02	Microsoft Windows			"<font size=""18""/>DREI QUARTETTE
<font size=""14""/>fur 2 Violinen, Bratsche und Violoncell
Op. 59 No.1 2nd Movement "		"<font size=""12""/>L. van Beethoven"	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n07op59-1_02.mscx	0	36-96 (C2-C7)		xml	55-96 (G3-C7)	Violin	55-87 (G3-Eb6)	Violin	48-79 (C3-G5)	Viola	36-75 (C2-Eb5)	Cello																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n07op59-1_02.mscx	ABC/MS3/n07op59-1_02.mscx	True	False	True	True
ABC	n07op59-1_03	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n07op59-1_03.mscx	1: 2/4	1: -4	133	132	266.12	133	132	266.12		947.06	3777	2145	0	0	374	f	1.0.0	Markus Neuwirth		1806	1806	Ludwig van Beethoven									2015-11-25	3.02	Microsoft Windows			"<font size=""18""/>DREI QUARTETTE
<font size=""14""/>fur 2 Violinen, Bratsche und Violoncell
Op. 59 No.1 3rd Movement"		"<font size=""12""/>L. van Beethoven"	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n07op59-1_03.mscx	0	36-96 (C2-C7)		xml	55-96 (G3-C7)	Violin	55-88 (G3-E6)	Violin	48-76 (C3-E5)	Viola	36-72 (C2-C5)	Cello																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n07op59-1_03.mscx	ABC/MS3/n07op59-1_03.mscx	True	False	True	True
ABC	n07op59-1_04	True		True	v2.4-5-g1a9e692	https://github.com/DCMLab/ABC/blob/v2.4-5-g1a9e692/MS3/n07op59-1_04.mscx	1: 2/4	1: -1	327	327	654.0	426	426	852.0		2386.25	5359	2148	0	0	604	F	1.0.0	Markus Neuwirth		1806	1806	Ludwig van Beethoven									2015-12-04	3.02	Microsoft Windows			"<font size=""18""/>DREI QUARTETTE
<font size=""14""/>fur 2 Violinen, Bratsche und Violoncell
Op. 59 No.1 4th Movement"	"<font size=""14""/><b>Theme russe.</b>"	"<font size=""12""/>L. van Beethoven"	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n07op59-1_04.mscx	0	36-96 (C2-C7)		xml	55-96 (G3-C7)	Violin	55-93 (G3-A6)	Violin	48-77 (C3-F5)	Viola	36-74 (C2-D5)	Cello																																																														https://github.com/DCMLab/ABC/blob/v2.4-5-g1a9e692/MS3/n07op59-1_04.mscx	ABC/MS3/n07op59-1_04.mscx	True	False	True	True
ABC	n08op59-2_01	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n08op59-2_01.mscx	1: 6/8	1: 1	261	255	783.0	471	470	1413.0	[[[69, 70]], [[71, 72, 73]], [[211, 212, 213, 214]], [[215]]]	2645.5	4953	2056	0	0	445	e	1.0.0	Markus Neuwirth		1806	1806	Ludwig van Beethoven			Op. 59 No. 2  Movement 1  Score					 	2015-11-25	3.02	Microsoft Windows			"<font size=""18""/><b>DREI QUARTETTE
</b><font size=""14""/><b>fur 2 Violinen, Bratsche und Violoncell
Op.59 No.2 1st movement</b>"		"<font size=""12""/>L. van Beethoven"	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n08op59-2_01.mscx	0	36-93 (C2-A6)		xml	55-93 (G3-A6)	Violin	55-83 (G3-B5)	Violin	48-76 (C3-E5)	Viola	36-69 (C2-A4)	Cello																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n08op59-2_01.mscx	ABC/MS3/n08op59-2_01.mscx	True	False	True	True
ABC	n08op59-2_02	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n08op59-2_02.mscx	1: 4/4	1: 4	157	157	628.0	157	157	628.0		2341.42	2856	1428	0	0	326	E	1.0.0	Markus Neuwirth		1806	1806	Ludwig van Beethoven			Op 59 No 2   2nd Movement - Score					 	2015-11-25	3.02	Microsoft Windows			"<font size=""10""/> "		Ludwig van Beethoven	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n08op59-2_02.mscx	0	36-97 (B#1-C#7)		xml	55-97 (G3-C#7)	Violin	55-85 (G3-C#6)	Violin	48-73 (C3-C#5)	Viola	36-74 (B#1-D5)	Cello																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n08op59-2_02.mscx	ABC/MS3/n08op59-2_02.mscx	True	False	True	True
ABC	n08op59-2_04	True		True	v2.3-1-g1597c2d	https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n08op59-2_04.mscx	1: 2/2	1: 1	409	409	1636.0	409	409	1636.0		4852.5	5053	2083	0	0	567	e	1.0.0	Markus Neuwirth		1806	1806	Ludwig van Beethoven			String Quartet Op 59 No. 2  - Fourth Movement						2015-12-04	3.02	Microsoft Windows			String Quartet Op 59 No. 2  - Fourth Movement		L. van Beethoven	3.6.2	2.5.4	ABC/MS3	ABC/MS3/n08op59-2_04.mscx	0	36-96 (C2-C7)		xml	55-96 (G3-C7)	Violin	55-86 (G3-D6)	Violin	48-73 (C3-C#5)	Viola	36-72 (C2-C5)	Cello																																																														https://github.com/DCMLab/ABC/blob/v2.3-1-g1597c2d/MS3/n08op59-2_04.mscx	ABC/MS3/n08op59-2_04.mscx	True	False	True	True
