onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
30	6	1.25	50	2	D	0	1.75	0	False	2	4	2	1	1/16	True	1	2	2	1	1a	3	5/4	False	False				False	2		I6		G	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		1	1	1	1	5	G	B	G	G	major triad	1	True	True	True	True	True	1	1	1	5	True	False	False
30	6	1.25	83	5	B	0	1.75	0	False	2	4	1	1	1/16	True	1	2	2	1	1a	5	5/4	False	False				False	2		I6		G	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		1	1	1	1	5	G	B	G	G	major triad	1	True	True	True	True	True	4	4	4	3	True	False	True
36	6	1.5	36	0	C	0	2.0	2	True	2	4	2	1	1/16	True	1	2	2	1	1a	2	3/2	False	True				False	3		IV(9)		G	I		IV(9)		IV			9		M	False	False	(-1, 3, 0)	(1,)	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV(9), major		IV	IV	4		1	1	1	0	0	C	C	G	G	major triad	0	True	True	True	True	True	-1	-1	-1	4	True	True	True
36	6	1.5	86	2	D	0	2.0	2	True	2	4	1	1	1/16	True	1	2	2	1	1a	6	3/2	False	True				False	3		IV(9)		G	I		IV(9)		IV			9		M	False	False	(-1, 3, 0)	(1,)	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV(9), major		IV	IV	4		1	1	1	0	0	C	C	G	G	major triad	0	True	True	True	True	True	1	1	1	5	False	False	False
42	6	1.75	52	4	E	0	2.25	0	False	2	4	2	1	1/16	True	1	2	2	1	1a	3	7/4	False	False				False	3		IV(9)		G	I		IV(9)		IV			9		M	False	False	(-1, 3, 0)	(1,)	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV(9), major		IV	IV	4		1	1	1	0	0	C	C	G	G	major triad	0	True	True	True	True	True	3	3	3	6	True	False	False
42	6	1.75	74	2	D	0	2.25	0	False	2	4	1	1	1/16	True	1	2	2	1	1a	5	7/4	False	False				False	3		IV(9)		G	I		IV(9)		IV			9		M	False	False	(-1, 3, 0)	(1,)	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV(9), major		IV	IV	4		1	1	1	0	0	C	C	G	G	major triad	0	True	True	True	True	True	1	1	1	5	False	False	False
48	6	2.0	38	2	D	0	2.5	0	False	2	4	2	1	1/16	True	1	2	2	1	1a	2	2	False	True				False	4		V(6)	iii6	G	I		V(6)		V			6		M	False	False	(1, 5, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(6), major		V	V	5		1	1	1	2	2	D	D	G	G	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
48	6	2.0	74	2	D	0	2.5	0	False	2	4	1	1	1/16	True	1	2	2	1	1a	5	2	False	True				False	4		V(6)	iii6	G	I		V(6)		V			6		M	False	False	(1, 5, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(6), major		V	V	5		1	1	1	2	2	D	D	G	G	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
54	6	2.25	54	6	F	1	2.75	0	False	2	4	2	1	1/16	True	1	2	2	1	1a	3	9/4	False	False				False	4		V(6)	iii6	G	I		V(6)		V			6		M	False	False	(1, 5, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(6), major		V	V	5		1	1	1	2	2	D	D	G	G	major triad	0	True	True	True	True	True	5	5	5	7	True	False	False
54	6	2.25	71	5	B	0	2.75	0	False	2	4	1	1	1/16	True	1	2	2	1	1a	4	9/4	False	False				False	4		V(6)	iii6	G	I		V(6)		V			6		M	False	False	(1, 5, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(6), major		V	V	5		1	1	1	2	2	D	D	G	G	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
60	6	2.5	40	4	E	0	1.0	1	True	2	4	2	1	1/16	True	1	3	3	2	2a	2	5/2	False	True				False	5		IV6(9)	vi7	G	I		IV6(9)		IV		6	9		M	False	False	(3, 0, -1)	(1,)	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6(9), major		IV	IV	4		1	1	1	0	4	C	E	G	G	major triad	1	True	True	True	True	True	3	3	3	6	True	False	True
60	6	2.5	74	2	D	0	1.0	1	True	2	4	1	1	1/16	True	1	3	3	2	2a	5	5/2	False	True				False	5		IV6(9)	vi7	G	I		IV6(9)		IV		6	9		M	False	False	(3, 0, -1)	(1,)	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6(9), major		IV	IV	4		1	1	1	0	4	C	E	G	G	major triad	1	True	True	True	True	True	1	1	1	5	False	False	False
66	6	2.75	55	1	G	0	1.25	0	False	2	4	2	1	1/16	True	1	3	3	2	2a	3	11/4	False	False				False	5		IV6(9)	vi7	G	I		IV6(9)		IV		6	9		M	False	False	(3, 0, -1)	(1,)	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6(9), major		IV	IV	4		1	1	1	0	4	C	E	G	G	major triad	1	True	True	True	True	True	0	0	0	1	True	False	False
66	6	2.75	62	2	D	0	1.25	0	False	2	4	1	1	1/16	True	1	3	3	2	2a	4	11/4	False	False				False	5		IV6(9)	vi7	G	I		IV6(9)		IV		6	9		M	False	False	(3, 0, -1)	(1,)	-1	3	major	major	I	I, major	IV		I	I	False	IV6	IV6, major		IV6(9), major		IV	IV	4		1	1	1	0	4	C	E	G	G	major triad	1	True	True	True	True	True	1	1	1	5	False	False	False
72	0	3.0	64	4	E	0	1.5	0	False	2	4	1	1	0	True	1	3	3	2	2a	4	3	False	True				False	6		V6		G	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		1	1	1	2	6	D	F#	G	G	major triad	1	True	True	True	True	True	3	3	3	6	False	False	False
72	6	3.0	42	6	F	1	1.5	0	False	2	4	2	1	1/16	True	1	3	3	2	2a	2	3	False	True				False	6		V6		G	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		1	1	1	2	6	D	F#	G	G	major triad	1	True	True	True	True	True	5	5	5	7	True	False	True
72	12	3.0	62	2	D	0	1.5	0	False	2	4	1	1	1/8	True	1	3	3	2	2a	4	3	False	True				False	6		V6		G	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		1	1	1	2	6	D	F#	G	G	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
78	6	3.25	57	3	A	0	1.75	0	False	2	4	2	1	1/16	True	1	3	3	2	2a	3	13/4	False	False				False	6		V6		G	I		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		1	1	1	2	6	D	F#	G	G	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
84	6	3.5	43	1	G	0	2.0	2	True	2	4	2	1	1/16	True	1	3	3	2	2a	2	7/2	False	True				False	7		I		G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
84	12	3.5	62	2	D	0	2.0	2	True	2	4	1	1	1/8	False	1	3	3	2	2a	4	7/2	False	True				False	7		I		G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
90	6	3.75	59	5	B	0	2.25	0	False	2	4	2	1	1/16	True	1	3	3	2	2a	3	15/4	False	False				False	7		I		G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
96	6	4.0	45	3	A	0	2.5	0	False	2	4	2	1	1/16	True	1	3	3	2	2a	2	4	False	True				False	8		viio6		G	I		viio6		vii	o	6			o	False	False	(2, -1, 5)	()	5	2	major	major	I	I, major	vii		I	I	False	viio6	viio6, major		viio6, major		vii	viio	7		1	1	1	6	3	F#	A	G	G	diminished triad	1	True	True	True	True	True	2	2	2	2	True	False	True
96	6	4.0	64	4	E	0	2.5	0	False	2	4	1	1	1/16	True	1	3	3	2	2a	4	4	False	True				False	8		viio6		G	I		viio6		vii	o	6			o	False	False	(2, -1, 5)	()	5	2	major	major	I	I, major	vii		I	I	False	viio6	viio6, major		viio6, major		vii	viio	7		1	1	1	6	3	F#	A	G	G	diminished triad	1	True	True	True	True	True	3	3	3	6	False	False	False
102	6	4.25	60	0	C	0	2.75	0	False	2	4	2	1	1/16	True	1	3	3	2	2a	4	17/4	False	False				False	8		viio6		G	I		viio6		vii	o	6			o	False	False	(2, -1, 5)	()	5	2	major	major	I	I, major	vii		I	I	False	viio6	viio6, major		viio6, major		vii	viio	7		1	1	1	6	3	F#	A	G	G	diminished triad	1	True	True	True	True	True	-1	-1	-1	4	True	False	False
102	6	4.25	66	6	F	1	2.75	0	False	2	4	1	1	1/16	True	1	3	3	2	2a	4	17/4	False	False				False	8		viio6		G	I		viio6		vii	o	6			o	False	False	(2, -1, 5)	()	5	2	major	major	I	I, major	vii		I	I	False	viio6	viio6, major		viio6, major		vii	viio	7		1	1	1	6	3	F#	A	G	G	diminished triad	1	True	True	True	True	True	5	5	5	7	True	True	False
108	6	4.5	47	5	B	0	1.0	1	True	2	4	2	1	1/16	True	1	4	4	3	3a	2	9/2	False	True				False	9		I6		G	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		1	1	1	1	5	G	B	G	G	major triad	1	True	True	True	True	True	4	4	4	3	True	False	True
108	6	4.5	67	1	G	0	1.0	1	True	2	4	1	1	1/16	True	1	4	4	3	3a	4	9/2	False	True				False	9		I6		G	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		1	1	1	1	5	G	B	G	G	major triad	1	True	True	True	True	True	0	0	0	1	True	True	False
114	6	4.75	62	2	D	0	1.25	0	False	2	4	2	1	1/16	True	1	4	4	3	3a	4	19/4	False	False				False	9		I6		G	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		1	1	1	1	5	G	B	G	G	major triad	1	True	True	True	True	True	1	1	1	5	True	False	False
114	6	4.75	69	3	A	0	1.25	0	False	2	4	1	1	1/16	True	1	4	4	3	3a	4	19/4	False	False				False	9		I6		G	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		1	1	1	1	5	G	B	G	G	major triad	1	True	True	True	True	True	2	2	2	2	False	False	False
120	6	5.0	48	0	C	0	1.5	0	False	2	4	2	1	1/16	True	1	4	4	3	3a	3	5	False	True				False	10		IVM7		G	I		IVM7		IV	M	7			MM7	False	False	(-1, 3, 0, 4)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IVM7	IVM7, major		IVM7, major		IV	IV7	4		1	1	1	0	0	C	C	G	G	major seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	True	True
120	12	5.0	71	5	B	0	1.5	0	False	2	4	1	1	1/8	True	1	4	4	3	3a	4	5	False	True				False	10		IVM7		G	I		IVM7		IV	M	7			MM7	False	False	(-1, 3, 0, 4)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IVM7	IVM7, major		IVM7, major		IV	IV7	4		1	1	1	0	0	C	C	G	G	major seventh chord	7	True	True	True	True	True	4	4	4	3	True	False	False
126	6	5.25	64	4	E	0	1.75	0	False	2	4	2	1	1/16	True	1	4	4	3	3a	4	21/4	False	False				False	10		IVM7		G	I		IVM7		IV	M	7			MM7	False	False	(-1, 3, 0, 4)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IVM7	IVM7, major		IVM7, major		IV	IV7	4		1	1	1	0	0	C	C	G	G	major seventh chord	7	True	True	True	True	True	3	3	3	6	True	False	False
132	6	5.5	50	2	D	0	2.0	2	True	2	4	2	1	1/16	True	1	4	4	3	3a	3	11/2	False	True				False	11		V7		G	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		1	1	1	2	2	D	D	G	G	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
132	6	5.5	71	5	B	0	2.0	2	True	2	4	1	1	1/16	True	1	4	4	3	3a	4	11/2	False	True				False	11		V7		G	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		1	1	1	2	2	D	D	G	G	dominant seventh chord	7	True	True	True	True	True	4	4	4	3	False	False	False
138	6	5.75	66	6	F	1	2.25	0	False	2	4	2	1	1/16	True	1	4	4	3	3a	4	23/4	False	False				False	11		V7		G	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		1	1	1	2	2	D	D	G	G	dominant seventh chord	7	True	True	True	True	True	5	5	5	7	True	False	False
138	6	5.75	72	0	C	0	2.25	0	False	2	4	1	1	1/16	True	1	4	4	3	3a	5	23/4	False	False				False	11		V7		G	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		1	1	1	2	2	D	D	G	G	dominant seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	False	False
144	6	6.0	52	4	E	0	2.5	0	False	2	4	2	1	1/16	True	1	4	4	3	3a	3	6	False	True				False	12		vi		G	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	vi	6		1	1	1	4	4	E	E	G	G	minor triad	0	True	True	True	True	True	3	3	3	6	True	True	True
144	12	6.0	71	5	B	0	2.5	0	False	2	4	1	1	1/8	True	1	4	4	3	3a	4	6	False	True				False	12		vi		G	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	vi	6		1	1	1	4	4	E	E	G	G	minor triad	0	True	True	True	True	True	4	4	4	3	True	False	False
150	6	6.25	67	1	G	0	2.75	0	False	2	4	2	1	1/16	True	1	4	4	3	3a	4	25/4	False	False				False	12		vi		G	I		vi		vi					m	False	False	(3, 0, 4)	()	3	3	major	major	I	I, major	vi		I	I	False	vi	vi, major		vi, major		vi	vi	6		1	1	1	4	4	E	E	G	G	minor triad	0	True	True	True	True	True	0	0	0	1	True	False	False
156	6	6.5	48	0	C	0	1.0	1	True	2	4	2	1	1/16	True	1	5	5	4	4a	3	13/2	False	True				False	13		ii65		G	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	ii7	2		1	1	1	3	0	A	C	G	G	minor seventh chord	1	True	True	True	True	True	-1	-1	-1	4	True	False	True
156	6	6.5	69	3	A	0	1.0	1	True	2	4	1	1	1/16	True	1	5	5	4	4a	4	13/2	False	True				False	13		ii65		G	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	ii7	2		1	1	1	3	0	A	C	G	G	minor seventh chord	1	True	True	True	True	True	2	2	2	2	True	True	False
162	6	6.75	64	4	E	0	1.25	0	False	2	4	2	1	1/16	True	1	5	5	4	4a	4	27/4	False	False				False	13		ii65		G	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	ii7	2		1	1	1	3	0	A	C	G	G	minor seventh chord	1	True	True	True	True	True	3	3	3	6	True	False	False
162	6	6.75	67	1	G	0	1.25	0	False	2	4	1	1	1/16	True	1	5	5	4	4a	4	27/4	False	False				False	13		ii65		G	I		ii65		ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	ii7	2		1	1	1	3	0	A	C	G	G	minor seventh chord	1	True	True	True	True	True	0	0	0	1	True	False	False
168	6	7.0	50	2	D	0	1.5	0	False	2	4	2	1	1/16	True	1	5	5	4	4a	3	7	False	True				False	14		V(6)		G	I		V(6)		V			6		M	False	False	(1, 5, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(6), major		V	V	5		1	1	1	2	2	D	D	G	G	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
168	12	7.0	71	5	B	0	1.5	0	False	2	4	1	1	1/8	True	1	5	5	4	4a	4	7	False	True				False	14		V(6)		G	I		V(6)		V			6		M	False	False	(1, 5, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(6), major		V	V	5		1	1	1	2	2	D	D	G	G	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
174	6	7.25	66	6	F	1	1.75	0	False	2	4	2	1	1/16	True	1	5	5	4	4a	4	29/4	False	False				False	14		V(6)		G	I		V(6)		V			6		M	False	False	(1, 5, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(6), major		V	V	5		1	1	1	2	2	D	D	G	G	major triad	0	True	True	True	True	True	5	5	5	7	True	False	False
180	0	7.5	66	6	F	1	2.0	2	True	2	4	1	1	0	True	1	5	5	4	4a	4	15/2	False	True				False	15		I(6)		G	I		I(6)		I			6		M	False	False	(0, 4, 3)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(6), major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	5	5	5	7	False	False	False
180	6	7.5	43	1	G	0	2.0	2	True	2	4	2	1	1/16	True	1	5	5	4	4a	2	15/2	False	True				False	15		I(6)		G	I		I(6)		I			6		M	False	False	(0, 4, 3)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(6), major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
180	6	7.5	64	4	E	0	2.0	2	True	2	4	1	1	1/16	True	1	5	5	4	4a	4	15/2	False	True				False	15		I(6)		G	I		I(6)		I			6		M	False	False	(0, 4, 3)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(6), major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	3	3	3	6	True	False	False
186	6	7.75	59	5	B	0	2.25	0	False	2	4	2	1	1/16	True	1	5	5	4	4a	3	31/4	False	True				False	16		I		G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
186	6	7.75	62	2	D	0	2.25	0	False	2	4	1	1	1/16	True	1	5	5	4	4a	4	31/4	False	True				False	16		I		G	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		1	1	1	1	1	G	G	G	G	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
192	6	8.0	35	5	B	0	2.5	0	False	2	4	2	1	1/16	True	1	5	5	4	4a	1	8	False	True				False	17		I6(9)		G	I		I6(9)		I		6	9		M	False	False	(4, 1, 0)	(2,)	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6(9), major		I	I	1		1	1	1	1	5	G	B	G	G	major triad	1	True	True	True	True	True	4	4	4	3	True	False	True
192	6	8.0	81	3	A	0	2.5	0	False	2	4	1	1	1/16	True	1	5	5	4	4a	5	8	False	True				False	17		I6(9)		G	I		I6(9)		I		6	9		M	False	False	(4, 1, 0)	(2,)	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6(9), major		I	I	1		1	1	1	1	5	G	B	G	G	major triad	1	True	True	True	True	True	2	2	2	2	False	False	False
198	6	8.25	50	2	D	0	2.75	0	False	2	4	2	1	1/16	True	1	5	5	4	4a	3	33/4	False	True				False	18		I6		G	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		1	1	1	1	5	G	B	G	G	major triad	1	True	True	True	True	True	1	1	1	5	True	False	False
198	6	8.25	79	1	G	0	2.75	0	False	2	4	1	1	1/16	True	1	5	5	4	4a	5	33/4	False	True				False	18		I6		G	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		1	1	1	1	5	G	B	G	G	major triad	1	True	True	True	True	True	0	0	0	1	True	True	False
204	6	8.5	36	0	C	0	1.0	1	True	2	4	2	1	1/16	True	1	6	6	5	5a	2	17/2	False	True				False	19		IVM7		G	I		IVM7		IV	M	7			MM7	False	False	(-1, 3, 0, 4)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IVM7	IVM7, major		IVM7, major		IV	IV7	4		1	1	1	0	0	C	C	G	G	major seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	True	True
