onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
4	2	0.667	68	-4	A	-1	1.667	0	False	12	8	1	1	1/8	True	-4	1	1	1	1a	4	1	False	True			{	False	0	Ab.I{	Ab	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-4	-4	-4	-4	-4	Ab	Ab	Ab	Ab	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
6	1	1.0	68	-4	A	-1	2.0	2	True	12	8	1	2	1/16	True	-4	1	1	1	1a	4	3/2	False	True				False	1	V7(4)	Ab	I		V7(4)		V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	V7	5		-4	-4	-4	-3	-3	Eb	Eb	Ab	Ab	dominant seventh chord	7	True	True	True	True	True	0	0	0	1	True	False	False
6	4	1.0	70	-2	B	-1	2.0	2	True	12	8	1	1	1/4	True	-4	1	1	1	1a	4	3/2	False	True				False	1	V7(4)	Ab	I		V7(4)		V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	V7	5		-4	-4	-4	-3	-3	Eb	Eb	Ab	Ab	dominant seventh chord	7	True	True	True	True	True	2	2	2	2	True	False	False
7	1	1.167	61	-5	D	-1	2.167	0	False	12	8	1	2	1/16	True	-4	1	1	1	1a	4	7/4	False	False				False	1	V7(4)	Ab	I		V7(4)		V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	V7	5		-4	-4	-4	-3	-3	Eb	Eb	Ab	Ab	dominant seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	False	False
8	2	1.333	51	-3	E	-1	2.333	0	False	12	8	2	1	1/8	True	-4	1	1	1	1a	3	2	False	False				False	1	V7(4)	Ab	I		V7(4)		V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	V7	5		-4	-4	-4	-3	-3	Eb	Eb	Ab	Ab	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
8	1	1.333	63	-3	E	-1	2.333	0	False	12	8	1	2	1/16	True	-4	1	1	1	1a	4	2	False	False				False	1	V7(4)	Ab	I		V7(4)		V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	V7	5		-4	-4	-4	-3	-3	Eb	Eb	Ab	Ab	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
9	1	1.5	67	1	G	0	2.5	0	False	12	8	1	2	1/16	True	-4	1	1	1	1a	4	9/4	False	True				False	2	V7	Ab	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		-4	-4	-4	-3	-3	Eb	Eb	Ab	Ab	dominant seventh chord	7	True	True	True	True	True	5	5	5	7	True	False	False
10	1	1.667	61	-5	D	-1	2.667	0	False	12	8	1	2	1/16	True	-4	1	1	1	1a	4	5/2	False	False				False	2	V7	Ab	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		-4	-4	-4	-3	-3	Eb	Eb	Ab	Ab	dominant seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	False	False
10	2	1.667	75	-3	E	-1	2.667	0	False	12	8	2	1	1/8	True	-4	1	1	1	1a	5	5/2	False	False				False	2	V7	Ab	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		-4	-4	-4	-3	-3	Eb	Eb	Ab	Ab	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
11	1	1.833	63	-3	E	-1	2.833	0	False	12	8	1	2	1/16	True	-4	1	1	1	1a	4	11/4	False	False				False	2	V7	Ab	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		-4	-4	-4	-3	-3	Eb	Eb	Ab	Ab	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
12	1	2.0	70	-2	B	-1	3.0	3	True	12	8	1	2	1/16	True	-4	1	1	1	1a	4	3	False	True				False	3	I(9)	Ab	I		I(9)		I			9		M	False	False	(0, 4, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(9), major		I	I	1		-4	-4	-4	-4	-4	Ab	Ab	Ab	Ab	major triad	0	True	True	True	True	True	2	2	2	2	False	False	False
12	4	2.0	72	0	C	0	3.0	3	True	12	8	1	1	1/4	True	-4	1	1	1	1a	5	3	False	True				False	3	I(9)	Ab	I		I(9)		I			9		M	False	False	(0, 4, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(9), major		I	I	1		-4	-4	-4	-4	-4	Ab	Ab	Ab	Ab	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
13	1	2.167	60	0	C	0	3.167	0	False	12	8	1	2	1/16	True	-4	1	1	1	1a	4	13/4	False	False				False	3	I(9)	Ab	I		I(9)		I			9		M	False	False	(0, 4, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(9), major		I	I	1		-4	-4	-4	-4	-4	Ab	Ab	Ab	Ab	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
14	2	2.333	56	-4	A	-1	3.333	0	False	12	8	2	1	1/8	True	-4	1	1	1	1a	3	7/2	False	False				False	3	I(9)	Ab	I		I(9)		I			9		M	False	False	(0, 4, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(9), major		I	I	1		-4	-4	-4	-4	-4	Ab	Ab	Ab	Ab	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
14	1	2.333	63	-3	E	-1	3.333	0	False	12	8	1	2	1/16	True	-4	1	1	1	1a	4	7/2	False	False				False	3	I(9)	Ab	I		I(9)		I			9		M	False	False	(0, 4, 1)	(2,)	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I(9), major		I	I	1		-4	-4	-4	-4	-4	Ab	Ab	Ab	Ab	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
15	1	2.5	68	-4	A	-1	3.5	0	False	12	8	1	2	1/16	True	-4	1	1	1	1a	4	15/4	False	True				False	4	I	Ab	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-4	-4	-4	-4	-4	Ab	Ab	Ab	Ab	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
16	1	2.667	60	0	C	0	3.667	0	False	12	8	1	2	1/16	True	-4	1	1	1	1a	4	4	False	False				False	4	I	Ab	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-4	-4	-4	-4	-4	Ab	Ab	Ab	Ab	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
16	2	2.667	80	-4	A	-1	3.667	0	False	12	8	2	1	1/8	True	-4	1	1	1	1a	5	4	False	False				False	4	I	Ab	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-4	-4	-4	-4	-4	Ab	Ab	Ab	Ab	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
17	1	2.833	63	-3	E	-1	3.833	0	False	12	8	1	2	1/16	True	-4	1	1	1	1a	4	17/4	False	False				False	4	I	Ab	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		-4	-4	-4	-4	-4	Ab	Ab	Ab	Ab	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
18	1	3.0	68	-4	A	-1	4.0	4	True	12	8	1	2	1/16	True	-4	1	1	1	1a	4	9/2	False	True				False	5	V7(4)	Ab	I		V7(4)		V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	V7	5		-4	-4	-4	-3	-3	Eb	Eb	Ab	Ab	dominant seventh chord	7	True	True	True	True	True	0	0	0	1	True	False	False
18	4	3.0	70	-2	B	-1	4.0	4	True	12	8	1	1	1/4	True	-4	1	1	1	1a	4	9/2	False	True				False	5	V7(4)	Ab	I		V7(4)		V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	V7	5		-4	-4	-4	-3	-3	Eb	Eb	Ab	Ab	dominant seventh chord	7	True	True	True	True	True	2	2	2	2	True	False	False
19	1	3.167	61	-5	D	-1	4.167	0	False	12	8	1	2	1/16	True	-4	1	1	1	1a	4	19/4	False	False				False	5	V7(4)	Ab	I		V7(4)		V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	V7	5		-4	-4	-4	-3	-3	Eb	Eb	Ab	Ab	dominant seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	False	False
20	2	3.333	51	-3	E	-1	4.333	0	False	12	8	2	1	1/8	True	-4	1	1	1	1a	3	5	False	False				False	5	V7(4)	Ab	I		V7(4)		V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	V7	5		-4	-4	-4	-3	-3	Eb	Eb	Ab	Ab	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
20	1	3.333	63	-3	E	-1	4.333	0	False	12	8	1	2	1/16	True	-4	1	1	1	1a	4	5	False	False				False	5	V7(4)	Ab	I		V7(4)		V		7	4		Mm7	False	False	(1, 0, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7(4), major		V	V7	5		-4	-4	-4	-3	-3	Eb	Eb	Ab	Ab	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
21	1	3.5	67	1	G	0	4.5	0	False	12	8	1	2	1/16	True	-4	1	1	1	1a	4	21/4	False	True				False	6	V7	Ab	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		-4	-4	-4	-3	-3	Eb	Eb	Ab	Ab	dominant seventh chord	7	True	True	True	True	True	5	5	5	7	True	False	False
22	1	3.667	61	-5	D	-1	4.667	0	False	12	8	1	2	1/16	True	-4	1	1	1	1a	4	11/2	False	False				False	6	V7	Ab	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		-4	-4	-4	-3	-3	Eb	Eb	Ab	Ab	dominant seventh chord	7	True	True	True	True	True	-1	-1	-1	4	True	False	False
22	2	3.667	75	-3	E	-1	4.667	0	False	12	8	2	1	1/8	True	-4	1	1	1	1a	5	11/2	False	False				False	6	V7	Ab	I		V7		V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	V7	5		-4	-4	-4	-3	-3	Eb	Eb	Ab	Ab	dominant seventh chord	7	True	True	True	True	True	1	1	1	5	True	True	True
