onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
72	48	1.0	76	4	E	0	2.0	2	True	6	8	1	1	1/4	True	3	1	1	1	1a	5	3/2	False	True				False	1		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		3	3	3	3	7	A	C#	A	A	major triad	1	True	True	True	True	True	1	1	1	5	True	False	False
120	24	1.667	61	7	C	1	2.667	0	False	6	8	2	2	1/8	True	3	1	1	1	1a	4	5/2	False	False				False	1		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		3	3	3	3	7	A	C#	A	A	major triad	1	True	True	True	True	True	4	4	4	3	True	False	True
120	24	1.667	64	4	E	0	2.667	0	False	6	8	2	1	1/8	True	3	1	1	1	1a	4	5/2	False	False				False	1		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		3	3	3	3	7	A	C#	A	A	major triad	1	True	True	True	True	True	1	1	1	5	True	False	False
120	24	1.667	76	4	E	0	2.667	0	False	6	8	1	1	1/8	True	3	1	1	1	1a	5	5/2	False	False				False	1		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		3	3	3	3	7	A	C#	A	A	major triad	1	True	True	True	True	True	1	1	1	5	True	False	False
144	36	2.0	56	8	G	1	1.0	1	True	6	8	2	2	3/16	True	3	2	2	2	2a	3	3	False	True				False	2		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		3	3	3	4	8	E	G#	A	A	major triad	1	True	True	True	True	True	5	5	5	7	True	False	True
144	48	2.0	64	4	E	0	1.0	1	True	6	8	2	1	1/4	True	3	2	2	2	2a	4	3	False	True				False	2		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		3	3	3	4	8	E	G#	A	A	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
144	36	2.0	71	5	B	0	1.0	1	True	6	8	1	1	3/16	True	3	2	2	2	2a	4	3	False	True				False	2		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		3	3	3	4	8	E	G#	A	A	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
180	12	2.5	57	3	A	0	1.5	0	False	6	8	2	2	1/16	True	3	2	2	2	2a	3	15/4	False	False				False	2		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		3	3	3	4	8	E	G#	A	A	major triad	1	True	True	True	True	True	0	0	0	1	False	False	False
180	12	2.5	73	7	C	1	1.5	0	False	6	8	1	1	1/16	True	3	2	2	2	2a	5	15/4	False	False				False	2		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		3	3	3	4	8	E	G#	A	A	major triad	1	True	True	True	True	True	4	4	4	3	False	False	False
192	24	2.667	56	8	G	1	1.667	0	False	6	8	2	2	1/8	True	3	2	2	2	2a	3	4	False	False				False	2		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		3	3	3	4	8	E	G#	A	A	major triad	1	True	True	True	True	True	5	5	5	7	True	False	True
192	24	2.667	64	4	E	0	1.667	0	False	6	8	2	1	1/8	True	3	2	2	2	2a	4	4	False	False				False	2		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		3	3	3	4	8	E	G#	A	A	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
192	24	2.667	71	5	B	0	1.667	0	False	6	8	1	1	1/8	True	3	2	2	2	2a	4	4	False	False				False	2		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		3	3	3	4	8	E	G#	A	A	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
216	48	3.0	59	5	B	0	2.0	2	True	6	8	2	2	1/4	True	3	2	2	2	2a	3	9/2	False	True				False	3		V43	A	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	V7	5		3	3	3	4	5	E	B	A	A	dominant seventh chord	2	True	True	True	True	True	2	2	2	2	True	False	True
216	48	3.0	64	4	E	0	2.0	2	True	6	8	2	1	1/4	True	3	2	2	2	2a	4	9/2	False	True				False	3		V43	A	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	V7	5		3	3	3	4	5	E	B	A	A	dominant seventh chord	2	True	True	True	True	True	1	1	1	5	True	True	False
216	48	3.0	74	2	D	0	2.0	2	True	6	8	1	1	1/4	True	3	2	2	2	2a	5	9/2	False	True				False	3		V43	A	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	V7	5		3	3	3	4	5	E	B	A	A	dominant seventh chord	2	True	True	True	True	True	-1	-1	-1	4	True	False	False
264	24	3.667	59	5	B	0	2.667	0	False	6	8	2	2	1/8	True	3	2	2	2	2a	3	11/2	False	False				False	3		V43	A	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	V7	5		3	3	3	4	5	E	B	A	A	dominant seventh chord	2	True	True	True	True	True	2	2	2	2	True	False	True
264	24	3.667	64	4	E	0	2.667	0	False	6	8	2	1	1/8	True	3	2	2	2	2a	4	11/2	False	False				False	3		V43	A	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	V7	5		3	3	3	4	5	E	B	A	A	dominant seventh chord	2	True	True	True	True	True	1	1	1	5	True	True	False
264	24	3.667	74	2	D	0	2.667	0	False	6	8	1	1	1/8	True	3	2	2	2	2a	5	11/2	False	False				False	3		V43	A	I		V43	V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	V7	5		3	3	3	4	5	E	B	A	A	dominant seventh chord	2	True	True	True	True	True	-1	-1	-1	4	True	False	False
288	48	4.0	54	6	F	1	1.0	1	True	6	8	2	2	1/4	True	3	3	3	3	3a	3	6	False	True				False	4		vi7	A	I		vi7	vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7, major		vi	vi7	6		3	3	3	6	6	F#	F#	A	A	minor seventh chord	7	True	True	True	True	True	3	3	3	6	True	True	True
288	48	4.0	64	4	E	0	1.0	1	True	6	8	2	1	1/4	True	3	3	3	3	3a	4	6	False	True				False	4		vi7	A	I		vi7	vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7, major		vi	vi7	6		3	3	3	6	6	F#	F#	A	A	minor seventh chord	7	True	True	True	True	True	1	1	1	5	True	False	False
288	48	4.0	69	3	A	0	1.0	1	True	6	8	1	1	1/4	True	3	3	3	3	3a	4	6	False	True				False	4		vi7	A	I		vi7	vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7, major		vi	vi7	6		3	3	3	6	6	F#	F#	A	A	minor seventh chord	7	True	True	True	True	True	0	0	0	1	True	False	False
336	24	4.667	54	6	F	1	1.667	0	False	6	8	2	2	1/8	True	3	3	3	3	3a	3	7	False	False				False	4		vi7	A	I		vi7	vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7, major		vi	vi7	6		3	3	3	6	6	F#	F#	A	A	minor seventh chord	7	True	True	True	True	True	3	3	3	6	True	True	True
336	24	4.667	64	4	E	0	1.667	0	False	6	8	2	1	1/8	True	3	3	3	3	3a	4	7	False	False				False	4		vi7	A	I		vi7	vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7, major		vi	vi7	6		3	3	3	6	6	F#	F#	A	A	minor seventh chord	7	True	True	True	True	True	1	1	1	5	True	False	False
336	24	4.667	69	3	A	0	1.667	0	False	6	8	1	1	1/8	True	3	3	3	3	3a	4	7	False	False				False	4		vi7	A	I		vi7	vi		7			mm7	False	False	(3, 0, 4, 1)	()	3	3	major	major	I	I, major	vi		I	I	False	vi7	vi7, major		vi7, major		vi	vi7	6		3	3	3	6	6	F#	F#	A	A	minor seventh chord	7	True	True	True	True	True	0	0	0	1	True	False	False
360	48	5.0	56	8	G	1	2.0	2	True	6	8	2	2	1/4	True	3	3	3	3	3a	3	15/2	False	True				False	5		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		3	3	3	4	8	E	G#	A	A	major triad	1	True	True	True	True	True	5	5	5	7	True	False	True
360	48	5.0	64	4	E	0	2.0	2	True	6	8	2	1	1/4	True	3	3	3	3	3a	4	15/2	False	True				False	5		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		3	3	3	4	8	E	G#	A	A	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
360	48	5.0	71	5	B	0	2.0	2	True	6	8	1	1	1/4	True	3	3	3	3	3a	4	15/2	False	True				False	5		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		3	3	3	4	8	E	G#	A	A	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
408	24	5.667	56	8	G	1	2.667	0	False	6	8	2	2	1/8	True	3	3	3	3	3a	3	17/2	False	False				False	5		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		3	3	3	4	8	E	G#	A	A	major triad	1	True	True	True	True	True	5	5	5	7	True	False	True
408	24	5.667	64	4	E	0	2.667	0	False	6	8	2	1	1/8	True	3	3	3	3	3a	4	17/2	False	False				False	5		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		3	3	3	4	8	E	G#	A	A	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
408	24	5.667	71	5	B	0	2.667	0	False	6	8	1	1	1/8	True	3	3	3	3	3a	4	17/2	False	False				False	5		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		3	3	3	4	8	E	G#	A	A	major triad	1	True	True	True	True	True	2	2	2	2	True	False	False
432	48	6.0	57	3	A	0	1.0	1	True	6	8	2	2	1/4	True	3	4	4	4	4a	3	9	False	True				False	6		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
432	48	6.0	64	4	E	0	1.0	1	True	6	8	2	1	1/4	True	3	4	4	4	4a	4	9	False	True				False	6		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
432	48	6.0	73	7	C	1	1.0	1	True	6	8	1	1	1/4	True	3	4	4	4	4a	5	9	False	True				False	6		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
480	24	6.667	50	2	D	0	1.667	0	False	6	8	2	1	1/8	True	3	4	4	4	4a	3	10	False	True				False	7		ii6	A	I		ii6	ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	ii	2		3	3	3	5	2	B	D	A	A	minor triad	1	True	True	True	True	True	-1	-1	-1	4	True	False	True
480	24	6.667	71	5	B	0	1.667	0	False	6	8	1	2	1/8	True	3	4	4	4	4a	4	10	False	True				False	7		ii6	A	I		ii6	ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	ii	2		3	3	3	5	2	B	D	A	A	minor triad	1	True	True	True	True	True	2	2	2	2	True	True	False
480	12	6.667	76	4	E	0	1.667	0	False	6	8	1	1	1/16	True	3	4	4	4	4a	5	10	False	True				False	7		ii6	A	I		ii6	ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	ii	2		3	3	3	5	2	B	D	A	A	minor triad	1	True	True	True	True	True	1	1	1	5	False	False	False
492	12	6.833	74	2	D	0	1.833	0	False	6	8	1	1	1/16	True	3	4	4	4	4a	5	41/4	False	False				False	7		ii6	A	I		ii6	ii		6			m	False	False	(-1, 3, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii6	ii6, major		ii6, major		ii	ii	2		3	3	3	5	2	B	D	A	A	minor triad	1	True	True	True	True	True	-1	-1	-1	4	True	False	True
504	72	7.0	52	4	E	0	2.0	2	True	6	8	2	1	3/8	True	3	4	4	4	4a	3	21/2	False	True			}	True	8		V(64)}	A	I		V(64)	V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	Cad	5		3	3	3	4	4	E	E	A	A	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
504	48	7.0	69	3	A	0	2.0	2	True	6	8	1	1	1/4	True	3	4	4	4	4a	4	21/2	False	True			}	True	8		V(64)}	A	I		V(64)	V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	Cad	5		3	3	3	4	4	E	E	A	A	major triad	0	True	True	True	True	True	0	0	0	1	True	False	False
504	48	7.0	73	7	C	1	2.0	2	True	6	8	1	1	1/4	True	3	4	4	4	4a	5	21/2	False	True			}	True	8		V(64)}	A	I		V(64)	V			64		M	False	False	(1, 0, 4)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V(64), major		V	Cad	5		3	3	3	4	4	E	E	A	A	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
552	24	7.667	68	8	G	1	2.667	0	False	6	8	1	1	1/8	True	3	4	4	4	4a	4	23/2	False	True	HC	HC		False	9		V|HC	A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		3	3	3	4	4	E	E	A	A	major triad	0	True	True	True	True	True	5	5	5	7	True	False	False
552	24	7.667	71	5	B	0	2.667	0	False	6	8	1	1	1/8	True	3	4	4	4	4a	4	23/2	False	True	HC	HC		False	9		V|HC	A	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		3	3	3	4	4	E	E	A	A	major triad	0	True	True	True	True	True	2	2	2	2	True	False	False
576	36	8.0	57	3	A	0	1.0	1	True	6	8	2	2	3/16	True	3	5	5	5	5a	3	12	False	True			{	False	10		I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
576	48	8.0	64	4	E	0	1.0	1	True	6	8	2	1	1/4	True	3	5	5	5	5a	4	12	False	True			{	False	10		I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
576	36	8.0	73	7	C	1	1.0	1	True	6	8	1	1	3/16	True	3	5	5	5	5a	5	12	False	True			{	False	10		I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
612	12	8.5	59	5	B	0	1.5	0	False	6	8	2	2	1/16	True	3	5	5	5	5a	3	51/4	False	False				False	10		I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	2	2	2	2	False	False	False
612	12	8.5	74	2	D	0	1.5	0	False	6	8	1	1	1/16	True	3	5	5	5	5a	5	51/4	False	False				False	10		I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	-1	-1	-1	4	False	False	False
624	24	8.667	57	3	A	0	1.667	0	False	6	8	2	2	1/8	True	3	5	5	5	5a	3	13	False	False				False	10		I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
624	24	8.667	64	4	E	0	1.667	0	False	6	8	2	1	1/8	True	3	5	5	5	5a	4	13	False	False				False	10		I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
624	24	8.667	73	7	C	1	1.667	0	False	6	8	1	1	1/8	True	3	5	5	5	5a	5	13	False	False				False	10		I{	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		3	3	3	3	3	A	A	A	A	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
648	48	9.0	61	7	C	1	2.0	2	True	6	8	2	2	1/4	True	3	5	5	5	5a	4	27/2	False	True				False	11		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		3	3	3	3	7	A	C#	A	A	major triad	1	True	True	True	True	True	4	4	4	3	True	False	True
648	48	9.0	64	4	E	0	2.0	2	True	6	8	2	1	1/4	True	3	5	5	5	5a	4	27/2	False	True				False	11		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		3	3	3	3	7	A	C#	A	A	major triad	1	True	True	True	True	True	1	1	1	5	True	False	False
648	48	9.0	76	4	E	0	2.0	2	True	6	8	1	1	1/4	True	3	5	5	5	5a	5	27/2	False	True				False	11		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		3	3	3	3	7	A	C#	A	A	major triad	1	True	True	True	True	True	1	1	1	5	True	False	False
696	24	9.667	61	7	C	1	2.667	0	False	6	8	2	2	1/8	True	3	5	5	5	5a	4	29/2	False	False				False	11		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		3	3	3	3	7	A	C#	A	A	major triad	1	True	True	True	True	True	4	4	4	3	True	False	True
696	24	9.667	64	4	E	0	2.667	0	False	6	8	2	1	1/8	True	3	5	5	5	5a	4	29/2	False	False				False	11		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		3	3	3	3	7	A	C#	A	A	major triad	1	True	True	True	True	True	1	1	1	5	True	False	False
696	24	9.667	76	4	E	0	2.667	0	False	6	8	1	1	1/8	True	3	5	5	5	5a	5	29/2	False	False				False	11		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		3	3	3	3	7	A	C#	A	A	major triad	1	True	True	True	True	True	1	1	1	5	True	False	False
720	36	10.0	56	8	G	1	1.0	1	True	6	8	2	2	3/16	True	3	6	6	6	6a	3	15	False	True				False	12		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		3	3	3	4	8	E	G#	A	A	major triad	1	True	True	True	True	True	5	5	5	7	True	False	True
720	48	10.0	64	4	E	0	1.0	1	True	6	8	2	1	1/4	True	3	6	6	6	6a	4	15	False	True				False	12		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	V	5		3	3	3	4	8	E	G#	A	A	major triad	1	True	True	True	True	True	1	1	1	5	True	True	False
