onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
16	8	2.0	65	-1	F	0	3.0	3	True	4	4	2	1	1/4	True	0	1	1	1	1a	4	2	False	False				False	1		viio6		C	I		viio6		vii	o	6			o	False	False	(2, -1, 5)	()	5	2	major	major	I	I, major	vii		I	I	False	viio6	viio6, major		viio6, major		vii	viio	7		0	0	0	5	2	B	D	C	C	diminished triad	1	True	True	True	True	True	-1	-1	-1	4	True	False	False
24	8	3.0	64	4	E	0	4.0	4	True	4	4	2	2	1/4	True	0	1	1	1	1a	4	3	False	True				False	2		I6		C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		0	0	0	0	4	C	E	C	C	major triad	1	True	True	True	True	True	4	4	4	3	True	False	True
24	8	3.0	67	1	G	0	4.0	4	True	4	4	2	1	1/4	True	0	1	1	1	1a	4	3	False	True				False	2		I6		C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		0	0	0	0	4	C	E	C	C	major triad	1	True	True	True	True	True	1	1	1	5	True	False	False
24	8	3.0	72	0	C	0	4.0	4	True	4	4	1	1	1/4	True	0	1	1	1	1a	5	3	False	True				False	2		I6		C	I		I6		I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	I	1		0	0	0	0	4	C	E	C	C	major triad	1	True	True	True	True	True	0	0	0	1	True	True	False
32	2	4.0	79	1	G	0	1.0	1	True	4	4	1	1	1/16	True	0	2	2	2	2a	5	4	False	True				False	3		I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
34	2	4.25	76	4	E	0	1.25	0	False	4	4	1	1	1/16	True	0	2	2	2	2a	5	17/4	False	False				False	3		I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
36	2	4.5	74	2	D	0	1.5	0	False	4	4	1	1	1/16	True	0	2	2	2	2a	5	9/2	False	False				False	3		I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	2	2	2	2	False	False	False
38	2	4.75	72	0	C	0	1.75	0	False	4	4	1	1	1/16	True	0	2	2	2	2a	5	19/4	False	False				False	3		I		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
40	8	5.0	64	4	E	0	2.0	2	True	4	4	2	1	1/4	True	0	2	2	2	2a	4	5	False	True				False	4		V65/IV		C	I		V65/IV		V		65		IV	Mm7	False	False	(4, 1, -2, 0)	()	0	4	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V65/IV	V65/IV, major		V65/IV, major	IV	IV	V7	5	4	0	0	-1	0	4	C	E	C	F	dominant seventh chord	1	True	True	True	True	True	4	4	5	3	True	False	True
40	2	5.0	70	-2	B	-1	2.0	2	True	4	4	1	1	1/16	True	0	2	2	2	2a	4	5	False	True				False	4		V65/IV		C	I		V65/IV		V		65		IV	Mm7	False	False	(4, 1, -2, 0)	()	0	4	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V65/IV	V65/IV, major		V65/IV, major	IV	IV	V7	5	4	0	0	-1	0	4	C	E	C	F	dominant seventh chord	1	True	True	True	True	True	-2	-2	-1	b7	True	False	False
42	2	5.25	69	3	A	0	2.25	0	False	4	4	1	1	1/16	True	0	2	2	2	2a	4	21/4	False	False				False	4		V65/IV		C	I		V65/IV		V		65		IV	Mm7	False	False	(4, 1, -2, 0)	()	0	4	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V65/IV	V65/IV, major		V65/IV, major	IV	IV	V7	5	4	0	0	-1	0	4	C	E	C	F	dominant seventh chord	1	True	True	True	True	True	3	3	4	6	False	False	False
44	2	5.5	68	8	G	1	2.5	0	False	4	4	1	1	1/16	True	0	2	2	2	2a	4	11/2	False	False				False	4		V65/IV		C	I		V65/IV		V		65		IV	Mm7	False	False	(4, 1, -2, 0)	()	0	4	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V65/IV	V65/IV, major		V65/IV, major	IV	IV	V7	5	4	0	0	-1	0	4	C	E	C	F	dominant seventh chord	1	True	True	True	True	True	8	8	9	#5	False	False	False
46	2	5.75	69	3	A	0	2.75	0	False	4	4	1	1	1/16	True	0	2	2	2	2a	4	23/4	False	False				False	4		V65/IV		C	I		V65/IV		V		65		IV	Mm7	False	False	(4, 1, -2, 0)	()	0	4	major	major	I	I, major	V/IV	IV	IV/I	IV	False	V65/IV	V65/IV, major		V65/IV, major	IV	IV	V7	5	4	0	0	-1	0	4	C	E	C	F	dominant seventh chord	1	True	True	True	True	True	3	3	4	6	False	False	False
48	8	6.0	65	-1	F	0	3.0	3	True	4	4	2	1	1/4	True	0	2	2	2	2a	4	6	False	True				False	5		IV		C	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	IV	4		0	0	0	-1	-1	F	F	C	C	major triad	0	True	True	True	True	True	-1	-1	-1	4	True	True	True
56	8	7.0	53	-1	F	0	4.0	4	True	4	4	2	1	1/4	True	0	2	2	2	2a	3	7	False	False				False	5		IV		C	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	IV	4		0	0	0	-1	-1	F	F	C	C	major triad	0	True	True	True	True	True	-1	-1	-1	4	True	True	True
64	2	8.0	81	3	A	0	1.0	1	True	4	4	1	1	1/16	True	0	3	3	3	3a	5	8	False	True				False	6		ii		C	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	ii	2		0	0	0	2	2	D	D	C	C	minor triad	0	True	True	True	True	True	3	3	3	6	True	False	False
66	2	8.25	77	-1	F	0	1.25	0	False	4	4	1	1	1/16	True	0	3	3	3	3a	5	33/4	False	False				False	6		ii		C	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	ii	2		0	0	0	2	2	D	D	C	C	minor triad	0	True	True	True	True	True	-1	-1	-1	4	True	False	False
68	2	8.5	76	4	E	0	1.5	0	False	4	4	1	1	1/16	True	0	3	3	3	3a	5	17/2	False	False				False	6		ii		C	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	ii	2		0	0	0	2	2	D	D	C	C	minor triad	0	True	True	True	True	True	4	4	4	3	False	False	False
70	2	8.75	74	2	D	0	1.75	0	False	4	4	1	1	1/16	True	0	3	3	3	3a	5	35/4	False	False				False	6		ii		C	I		ii		ii					m	False	False	(2, -1, 3)	()	2	2	major	major	I	I, major	ii		I	I	False	ii	ii, major		ii, major		ii	ii	2		0	0	0	2	2	D	D	C	C	minor triad	0	True	True	True	True	True	2	2	2	2	True	True	True
72	8	9.0	65	-1	F	0	2.0	2	True	4	4	2	2	1/4	True	0	3	3	3	3a	4	9	False	True				False	7		IV		C	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	IV	4		0	0	0	-1	-1	F	F	C	C	major triad	0	True	True	True	True	True	-1	-1	-1	4	True	True	True
72	8	9.0	69	3	A	0	2.0	2	True	4	4	2	1	1/4	True	0	3	3	3	3a	4	9	False	True				False	7		IV		C	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	IV	4		0	0	0	-1	-1	F	F	C	C	major triad	0	True	True	True	True	True	3	3	3	6	True	False	False
72	16	9.0	72	0	C	0	2.0	2	True	4	4	1	1	1/2	True	0	3	3	3	3a	5	9	False	True				False	7		IV		C	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	IV	4		0	0	0	-1	-1	F	F	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	False	False
80	8	10.0	65	-1	F	0	3.0	3	True	4	4	2	1	1/4	True	0	3	3	3	3a	4	10	False	False				False	7		IV		C	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	IV	4		0	0	0	-1	-1	F	F	C	C	major triad	0	True	True	True	True	True	-1	-1	-1	4	True	True	True
80	8	10.0	65	-1	F	0	3.0	3	True	4	4	2	2	1/4	True	0	3	3	3	3a	4	10	False	False				False	7		IV		C	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	IV	4		0	0	0	-1	-1	F	F	C	C	major triad	0	True	True	True	True	True	-1	-1	-1	4	True	True	True
80	8	10.0	69	3	A	0	3.0	3	True	4	4	2	1	1/4	True	0	3	3	3	3a	4	10	False	False				False	7		IV		C	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	IV	4		0	0	0	-1	-1	F	F	C	C	major triad	0	True	True	True	True	True	3	3	3	6	True	False	False
88	8	11.0	67	1	G	0	4.0	4	True	4	4	2	1	1/4	True	0	3	3	3	3a	4	11	False	True				False	8		V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		0	0	0	1	1	G	G	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
88	8	11.0	67	1	G	0	4.0	4	True	4	4	2	2	1/4	True	0	3	3	3	3a	4	11	False	True				False	8		V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		0	0	0	1	1	G	G	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
88	6	11.0	71	5	B	0	4.0	4	True	4	4	1	1	3/16	True	0	3	3	3	3a	4	11	False	True				False	8		V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		0	0	0	1	1	G	G	C	C	major triad	0	True	True	True	True	True	5	5	5	7	True	False	False
94	2	11.75	73	7	C	1	4.75	0	False	4	4	1	1	1/16	True	0	3	3	3	3a	5	47/4	False	False				False	8		V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		0	0	0	1	1	G	G	C	C	major triad	0	True	True	True	True	True	7	7	7	#1	False	False	False
96	2	12.0	74	2	D	0	1.0	1	True	4	4	1	1	1/16	True	0	4	4	4	4a	5	12	False	False				False	8		V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		0	0	0	1	1	G	G	C	C	major triad	0	True	True	True	True	True	2	2	2	2	True	False	False
98	2	12.25	71	5	B	0	1.25	0	False	4	4	1	1	1/16	True	0	4	4	4	4a	4	49/4	False	False				False	8		V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		0	0	0	1	1	G	G	C	C	major triad	0	True	True	True	True	True	5	5	5	7	True	False	False
100	2	12.5	69	3	A	0	1.5	0	False	4	4	1	1	1/16	True	0	4	4	4	4a	4	25/2	False	False				False	8		V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		0	0	0	1	1	G	G	C	C	major triad	0	True	True	True	True	True	3	3	3	6	False	False	False
102	2	12.75	67	1	G	0	1.75	0	False	4	4	1	1	1/16	True	0	4	4	4	4a	4	51/4	False	False				False	8		V		C	I		V		V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	V	5		0	0	0	1	1	G	G	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
104	8	13.0	59	5	B	0	2.0	2	True	4	4	2	1	1/4	True	0	4	4	4	4a	3	13	False	True				False	9		V65		C	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	V7	5		0	0	0	1	5	G	B	C	C	dominant seventh chord	1	True	True	True	True	True	5	5	5	7	True	False	True
104	2	13.0	65	-1	F	0	2.0	2	True	4	4	1	1	1/16	True	0	4	4	4	4a	4	13	False	True				False	9		V65		C	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	V7	5		0	0	0	1	5	G	B	C	C	dominant seventh chord	1	True	True	True	True	True	-1	-1	-1	4	True	False	False
106	2	13.25	64	4	E	0	2.25	0	False	4	4	1	1	1/16	True	0	4	4	4	4a	4	53/4	False	False				False	9		V65		C	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	V7	5		0	0	0	1	5	G	B	C	C	dominant seventh chord	1	True	True	True	True	True	4	4	4	3	False	False	False
108	2	13.5	63	9	D	1	2.5	0	False	4	4	1	1	1/16	True	0	4	4	4	4a	4	27/2	False	False				False	9		V65		C	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	V7	5		0	0	0	1	5	G	B	C	C	dominant seventh chord	1	True	True	True	True	True	9	9	9	#2	False	False	False
110	2	13.75	64	4	E	0	2.75	0	False	4	4	1	1	1/16	True	0	4	4	4	4a	4	55/4	False	False				False	9		V65		C	I		V65		V		65			Mm7	False	False	(5, 2, -1, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V65	V65, major		V65, major		V	V7	5		0	0	0	1	5	G	B	C	C	dominant seventh chord	1	True	True	True	True	True	4	4	4	3	False	False	False
112	8	14.0	60	0	C	0	3.0	3	True	4	4	2	1	1/4	True	0	4	4	4	4a	4	14	False	True	IAC	IAC	}	True	10		I|IAC}		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
120	8	15.0	48	0	C	0	4.0	4	True	4	4	2	1	1/4	True	0	4	4	4	4a	3	15	False	False				False	10		I|IAC}		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
128	2	16.0	60	0	C	0	1.0	1	True	4	4	1	1	1/16	True	0	5	5	5	5a	4	16	False	False			{	False	11		I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
130	2	16.25	67	1	G	0	1.25	0	False	4	4	1	1	1/16	True	0	5	5	5	5a	4	65/4	False	False				False	11		I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
132	2	16.5	64	4	E	0	1.5	0	False	4	4	1	1	1/16	True	0	5	5	5	5a	4	33/2	False	False				False	11		I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
134	2	16.75	72	0	C	0	1.75	0	False	4	4	1	1	1/16	True	0	5	5	5	5a	5	67/4	False	False				False	11		I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
136	2	17.0	60	0	C	0	2.0	2	True	4	4	1	1	1/16	True	0	5	5	5	5a	4	17	False	False				False	11		I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
138	2	17.25	67	1	G	0	2.25	0	False	4	4	1	1	1/16	True	0	5	5	5	5a	4	69/4	False	False				False	11		I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
140	2	17.5	64	4	E	0	2.5	0	False	4	4	1	1	1/16	True	0	5	5	5	5a	4	35/2	False	False				False	11		I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
142	2	17.75	76	4	E	0	2.75	0	False	4	4	1	1	1/16	True	0	5	5	5	5a	5	71/4	False	False				False	11		I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
144	2	18.0	60	0	C	0	3.0	3	True	4	4	1	1	1/16	True	0	5	5	5	5a	4	18	False	False				False	11		I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
146	2	18.25	67	1	G	0	3.25	0	False	4	4	1	1	1/16	True	0	5	5	5	5a	4	73/4	False	False				False	11		I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
148	2	18.5	64	4	E	0	3.5	0	False	4	4	1	1	1/16	True	0	5	5	5	5a	4	37/2	False	False				False	11		I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
150	2	18.75	79	1	G	0	3.75	0	False	4	4	1	1	1/16	True	0	5	5	5	5a	5	75/4	False	False				False	11		I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
152	2	19.0	60	0	C	0	4.0	4	True	4	4	1	1	1/16	True	0	5	5	5	5a	4	19	False	False				False	11		I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	0	0	0	1	True	True	True
154	2	19.25	67	1	G	0	4.25	0	False	4	4	1	1	1/16	True	0	5	5	5	5a	4	77/4	False	False				False	11		I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	1	1	1	5	True	False	False
156	2	19.5	64	4	E	0	4.5	0	False	4	4	1	1	1/16	True	0	5	5	5	5a	4	39/2	False	False				False	11		I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
158	2	19.75	76	4	E	0	4.75	0	False	4	4	1	1	1/16	True	0	5	5	5	5a	5	79/4	False	False				False	11		I{		C	I		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	I	1		0	0	0	0	0	C	C	C	C	major triad	0	True	True	True	True	True	4	4	4	3	True	False	False
160	2	20.0	62	2	D	0	1.0	1	True	4	4	1	1	1/16	True	0	6	6	6	6a	4	20	False	True				False	12		V43		C	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	V7	5		0	0	0	1	2	G	D	C	C	dominant seventh chord	2	True	True	True	True	True	2	2	2	2	True	False	True
162	2	20.25	67	1	G	0	1.25	0	False	4	4	1	1	1/16	True	0	6	6	6	6a	4	81/4	False	False				False	12		V43		C	I		V43		V		43			Mm7	False	False	(2, -1, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V43	V43, major		V43, major		V	V7	5		0	0	0	1	2	G	D	C	C	dominant seventh chord	2	True	True	True	True	True	1	1	1	5	True	True	False
